 报告日期,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-3,-53,--,-2,-4,-4, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,--, 
 投资损失(万元),-832,-1076,-93,-382,-925,-407, 
 递延所得税资产减少(万元),-112,-15,-44,-209,-66,17, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-378,-538,-477,1594,-3130,749, 
 经营性应收项目的减少(万元),899,-1120,-220,246,-101,589, 
 经营性应付项目的增加(万元),3812,860,-8470,1173,8034,-2562, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),11350,14192,-7633,16422,15629,7537, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),67783,56923,42159,50698,36052,19759, 
 现金的期初余额(万元),56923,50698,50698,36052,19759,12369, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),10860,6225,-8539,14646,16293,7389, 

