 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2233,6964,4044,1653,426,10248,6350,3686,1811,6419,4048,1921,755,5339,2648,1482,486,3285,1225,3275,14561,11339,5409,4212, 
 投资所支付的现金(万元),395302,45881,307920,--,185321,--,--,133796,24220,1261056,1016629,479511,111263,289355,154162,--,89098,57584,49,505395,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,5600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49,--,4200,--,--,2481,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),397535,712848,311964,1653,185747,10248,6350,137482,26031,1267475,1020677,481432,112018,294694,156810,1482,89584,60918,1274,512870,14561,11339,7889,4212, 
 投资活动产生的现金流量净额(万元),-374058,-543786,-251452,352900,-158007,257502,150854,-76450,-7710,-1124348,-897382,-373083,-56285,-187615,-84331,96544,-66569,35692,-1266,-461052,26356,-11256,-7848,-4162, 
 吸收投资收到的现金(万元),--,--,300,300,300,473959,474251,--,--,447377,447377,447377,447377,22,22,--,--,--,--,--,182475,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,300,--,300,2567,2578,--,--,--,--,--,--,22,22,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),119913,133746,135952,--,--,106925,43050,--,--,60000,120000,110000,--,50000,--,--,--,110000,20000,628000,--,80000,--,--, 
 发行债券收到的现金(万元),49113,1011407,538189,538189,300000,956044,950335,550000,280000,1880000,1880000,1880000,250000,714000,564000,404000,264000,228000,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,40000,40943,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),169026,1145153,674441,538489,300300,1536928,1467635,550000,280000,2387377,2447377,2437377,737377,804965,564022,404000,264000,338000,20000,628000,182475,80000,--,--, 
 偿还债务支付的现金(万元),14466,617478,440545,370820,225553,979000,813000,543000,40000,869171,682171,440943,100000,642000,482000,342000,102000,260000,20000,105000,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),31619,149847,133999,116749,21212,169699,152177,145988,15480,96030,76271,68410,15254,40796,27531,18922,9240,36949,17659,9475,59311,--,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,8086,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),46085,767325,574543,487568,246765,1148699,965177,688988,55480,965201,758442,509353,123340,682796,509531,360922,111240,296949,37659,114475,59311,--,--,--, 
 筹资活动产生的现金流量净额(万元),122941,377828,99897,50920,53535,388229,502458,-138988,224520,1422176,1688935,1928024,614037,122169,54491,43078,152760,41051,-17659,513525,123164,80000,--,--, 
 汇率变动对现金及现金等价物的影响(万元),-3060,-5147,-1762,-1002,124,1827,372,299,-232,60,37,-1,3,3,7,7,7,-24,-13,-0,-45,-29,-4,-51, 
 现金及现金等价物净增加额(万元),304098,-519173,-388283,180009,53523,-218808,320588,8271,-41719,428392,853412,2038788,645483,862714,383742,104259,74476,-188302,-193900,68082,-547562,-54122,624633,-312448, 
 加:期初现金及现金等价物余额(万元),1128123,1647296,1647296,1647296,1694990,1866104,1866104,1866104,1866104,1436344,1436344,1436344,1436344,573630,573630,573630,573630,761932,761932,693849,1241411,1295533,670899,983347, 
 期末现金及现金等价物余额(万元),1432220,1128123,1259013,1827305,1748513,1647296,2186691,1874375,1824385,1864736,2289755,3475132,2081827,1436344,957372,677889,648106,573630,568032,761932,693849,1241411,1295533,670899, 
 净利润(万元),--,130966,--,57234,--,135287,--,76121,--,204393,--,151339,--,104060,71600,49236,--,66849,--,51305,44074,51033,50624,35001, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,3064,--,-1475,--,6203,--,-555,--,20107,--,7336,--,5203,--,--,--,3007,--,--,--,-1779,--,-8406, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,5189,--,2559,--,4163,--,1870,--,3279,--,1606,--,3009,2221,1472,--,3091,--,3693,3292,3154,2629,2780, 
 无形资产摊销(万元),--,2275,--,1156,--,2165,--,1042,--,1826,--,837,--,1054,710,464,--,617,--,727,1023,1009,809,793, 
 长期待摊费用摊销(万元),--,1128,--,465,--,783,--,360,--,730,--,388,--,845,638,459,--,1274,--,1573,1611,1285,644,382, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-7,--,-0,--,-4,--,-1,--,-188,--,-4,--,-20,-15,-4,--,-15,--,-41,-64,-83,-40,-50, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-16156,--,-5276,--,9799,--,-2378,--,-11399,--,-8934,--,354,-5378,-102,--,1778,--,-3414,683,810,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,94650,--,46207,--,107163,--,57676,--,103965,--,41211,--,45356,34215,22431,--,38002,--,10543,3600,--,--,--, 
 投资损失(万元),--,-109085,--,-35234,--,-140908,--,-76001,--,-154709,--,-111976,--,-110193,-74712,-52731,--,-96393,--,-47772,-14104,--,--,--, 
 递延所得税资产减少(万元),--,683,--,-2561,--,1929,--,1728,--,-29038,--,-14175,--,-5380,-2790,1921,--,-7642,--,-1055,2210,-26,-964,--, 
 递延所得税负债增加(万元),--,--,--,251,--,-1511,--,1198,--,2507,--,4251,--,483,2116,25,--,-445,--,480,--,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-357234,--,736314,--,-316529,--,-519061,--,-667623,--,-1825484,--,-868116,-791278,-347311,--,-173569,--,-295963,162669,-73428,-117657,20184, 
 经营性应付项目的增加(万元),--,-103860,--,-783289,--,-610021,--,431084,--,1322137,--,2583622,--,1775345,1191018,420248,--,-78190,--,357510,-935451,213212,816484,-358920, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-348068,--,-222809,--,-866365,--,223410,--,130504,--,483848,--,928157,413575,-35369,--,-265021,--,15609,-697037,-122837,632485,-308235, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),1432220,1128123,1259013,1827305,1748513,1647296,2186691,1874375,1824385,1864736,2289755,3475132,2081827,1436344,957372,677889,648106,573630,568032,761932,693849,1241411,1295533,624535, 
 现金的期初余额(万元),1128123,1647296,1647296,1647296,1694990,1866104,1866104,1866104,1866104,1436344,1436344,1436344,1436344,573630,573630,573630,573630,761932,761932,693849,1241411,1295533,670899,789418, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46365, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,193930, 
 现金及现金等价物的净增加额(万元),304098,-519173,-388283,180009,53523,-218808,320588,8271,-41719,428392,853412,2038788,645483,862714,383742,104259,74476,-188302,-193900,68082,-547562,-54122,624633,-312448, 

