 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 投资所支付的现金(万元),--,--,67,--,1002,1960,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16895,13178,18454,12917,17011,18509,5566, 
 投资活动产生的现金流量净额(万元),-16890,-13174,-18375,-12848,-16000,-16414,-5561, 
 吸收投资收到的现金(万元),--,--,18100,18100,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),16000,11500,4000,4000,10476,9488,4955, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),16000,11500,22100,22100,10476,9488,4955, 
 偿还债务支付的现金(万元),8500,2500,4000,4000,21904,3835,4993, 
 分配股利、利润或偿付利息所支付的现金(万元),252,140,70,37,378,986,68, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,15282,--, 
 筹资活动现金流出小计(万元),8752,2640,4070,4037,22282,20102,5060, 
 筹资活动产生的现金流量净额(万元),7248,8860,18030,18063,-11806,-10614,-106, 
 汇率变动对现金及现金等价物的影响(万元),-774,-616,1509,565,482,97,-459, 
 现金及现金等价物净增加额(万元),-2042,2064,4613,10023,1194,3483,-1952, 
 加:期初现金及现金等价物余额(万元),16401,16401,11789,11789,10594,7112,9064, 
 期末现金及现金等价物余额(万元),14360,18465,16401,21812,11789,10594,7112, 
 净利润(万元),--,4196,6632,--,12283,7361,389, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-822,1097,--,100,3035,-116, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,4101,5656,--,3545,2171,1814, 
 无形资产摊销(万元),--,136,361,--,795,717,684, 
 长期待摊费用摊销(万元),--,363,828,--,816,404,612, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,13,28,--,82,-119,3, 
 固定资产报废损失(万元),--,--,--,--,--,--,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,767,-1439,--,-124,108,527, 
 投资损失(万元),--,--,-11,--,-2,-5,0, 
 递延所得税资产减少(万元),--,-339,-221,--,114,-274,46, 
 递延所得税负债增加(万元),--,339,696,--,258,89,0, 
 存货的减少(万元),--,-1429,5500,--,-18277,-11755,2208, 
 经营性应收项目的减少(万元),--,-77,-15283,--,8948,-21033,4619, 
 经营性应付项目的增加(万元),--,-254,-395,--,19982,49714,-6610, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,6994,3449,--,28519,30413,4173, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),14360,18465,16401,21812,11789,10594,7112, 
 现金的期初余额(万元),16401,16401,11789,11789,10594,7112,9064, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-2042,2064,4613,10023,1194,3483,-1952, 

