 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-09-30, 
 吸收投资收到的现金(万元),3812,5810,2600,237922,229843,229108,588,7175,15065,3230,1490,6100,--,200,--,200,200, 
 其中：子公司吸收少数股东投资收到的现金(万元),3812,5810,2600,11825,2878,2143,588,7175,15065,3230,1490,6100,--,200,--,200,--, 
 取得借款收到的现金(万元),2000,--,--,--,--,--,--,--,--,--,--,1777,1777,10864,--,12378,5994, 
 发行债券收到的现金(万元),61790,--,--,460000,180000,79546,80000,230000,230000,230000,150000,470000,200000,340000,70000,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,50550,--,--,--,115453,--,149866,--,--,--,--,6754,--,--, 
 筹资活动现金流入小计(万元),67602,5810,2600,748472,409843,308654,80588,352628,245065,383096,151490,477877,201777,351064,76754,12578,6194, 
 偿还债务支付的现金(万元),140000,80000,--,80000,--,--,12,210000,210000,210000,140000,367644,200000,190000,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),33114,21922,8440,43940,20737,16081,5820,25433,22684,15014,3981,14250,6784,6143,4538,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),32,--,--,1238,1238,1238,1014,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),18,420,481,124423,123329,123359,53091,42,--,--,--,62,--,138,--,171,--, 
 筹资活动现金流出小计(万元),173132,102342,8921,248364,144066,139440,58923,235475,232684,225014,143981,381955,206784,196281,4538,171,0, 
 筹资活动产生的现金流量净额(万元),-105530,-96532,-6321,500109,265778,169214,21665,117154,12381,158082,7509,95922,-5007,154783,72215,12407,6194, 
 汇率变动对现金及现金等价物的影响(万元),-75,-74,-0,143,43,43,-0,119,-0,-1,0,6,16,-64,-31,-2,0, 
 现金及现金等价物净增加额(万元),-141947,66292,-24554,-249101,-135909,-105654,-90460,503472,1429359,1553058,150612,324438,37282,-51958,-87593,-10190,-47889, 
 加:期初现金及现金等价物余额(万元),876575,876575,876575,1125676,1125676,1125676,1125676,622204,622204,622204,622204,297766,297474,349724,349724,359914,359515, 
 期末现金及现金等价物余额(万元),734629,942868,852021,876575,989767,1020022,1035216,1125676,2051563,2175263,772817,622204,334756,297766,262131,349724,311626, 
 净利润(万元),--,19651,--,58969,--,25024,--,103770,--,67928,--,51760,17221,16823,--,21002,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,416,--,742,--,644,--,4183,--,1391,--,108,9,40,--,-2,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1881,--,3615,--,1218,--,2276,--,1693,--,2128,756,1982,--,2040,--, 
 无形资产摊销(万元),--,1110,--,2084,--,1054,--,1996,--,985,--,1772,859,1612,--,1402,--, 
 长期待摊费用摊销(万元),--,912,--,1792,--,1058,--,2887,--,1025,--,2825,1506,2287,--,2066,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-0,--,1,--,1,--,-0,--,0,--,30,15,1,--,4,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,5341,--,46569,--,20419,--,23323,--,3459,--,-8715,-10258,7944,--,-7012,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,16276,--,27093,--,13606,--,25331,--,9555,--,12405,5138,3643,--,2,--, 
 投资损失(万元),--,-6143,--,-9298,--,-4180,--,-18618,--,-12286,--,-9310,-2853,-8325,--,-6799,--, 
 递延所得税资产减少(万元),--,-1783,--,448,--,273,--,653,--,-2228,--,-6220,-89,29,--,-1877,--, 
 递延所得税负债增加(万元),--,23,--,-2949,--,-1361,--,1138,--,2234,--,1974,2044,-1368,--,1368,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,84271,--,105225,--,244670,--,-511010,--,-1002832,--,-230133,3833,-49793,--,-80137,--, 
 经营性应付项目的增加(万元),--,231248,--,-472488,--,-270206,--,590968,--,2329783,--,611551,480423,-91979,--,68045,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-103,--,-206,--,-103,--,-206,--,-103,--,-69,--,153,--,--,--, 
 经营活动产生现金流量净额(万元),--,190690,--,-685791,--,-260931,--,393365,--,1392067,--,247591,48286,-195214,--,119,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),734629,942868,852021,876575,989767,1020022,1035216,1125676,2051563,2175263,772817,622204,334756,297766,262131,349724,311626, 
 现金的期初余额(万元),876575,876575,876575,1125676,1125676,1125676,1125676,622204,622204,622204,622204,297766,297474,349724,349724,359914,359515, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-141947,66292,-24554,-249101,-135909,-105654,-90460,503472,1429359,1553058,150612,324438,37282,-51958,-87593,-10190,-47889, 

