 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 经营活动产生的现金流量净额(万元),4865,2918,1434,482,745,19006,14919,9738,5850,7828,1823,517,914,5312,-14,1016,558,5054,2208,1011,-835,7162,5690,5473,3582,-62, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,5770,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),47,175,161,114,61,190,140,54,--,1176,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),67,37,38,1,--,91,39,39,39,58,--,--,--,1,4,3,--,36,34,34,--,5,15,0,23,13, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),5001,38900,34068,24550,14500,24049,10810,8800,3800,24215,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5114,39113,34268,24665,14561,24330,10989,8893,3839,31219,0,0,0,1,4,3,--,36,34,34,--,5,15,0,23,13, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3342,7081,5258,3887,2298,8465,6749,3579,2484,11298,9228,7582,2544,11604,9536,4465,--,8223,4943,1177,--,2238,5845,8411,2231,554, 
 投资所支付的现金(万元),--,--,--,--,--,8,--,--,--,1000,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,3088,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2230,--, 
 支付的其他与投资活动有关的现金(万元),5211,34610,27660,17014,15014,29300,10814,7014,5014,18758,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8553,44778,32918,20901,17312,37773,17563,10593,7498,31056,10228,7582,2544,11604,9536,4465,--,8223,4943,1177,--,2238,5845,8411,4461,554, 
 投资活动产生的现金流量净额(万元),-3439,-5666,1350,3764,-2751,-13443,-6573,-1700,-3659,163,-10228,-7582,-2544,-11602,-9532,-4461,--,-8187,-4908,-1143,--,-2233,-5831,-8411,-4438,-541, 
 吸收投资收到的现金(万元),--,--,--,--,--,4593,4593,4089,4089,--,--,--,--,17178,19860,19860,--,--,--,--,--,--,--,--,300,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2000,8000,1500,--,--,--,600,600,--,8500,2500,500,--,4500,3500,2000,--,8000,7000,3000,--,4500,6500,12500,9400,2500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,5000,--,--,--,107,--,--,600,--,--,--,--,--,--,--,--,446,--,--,--,--,--,--,--,13656, 
 筹资活动现金流入小计(万元),2000,13000,1500,0,0,4700,5193,4689,4689,8500,2500,500,0,21678,23360,21860,--,8446,7000,3000,--,4500,6500,12500,9700,16156, 
 偿还债务支付的现金(万元),--,--,--,--,--,3000,3000,3000,3000,12000,500,--,--,9500,5500,1500,--,6000,6000,6000,--,6500,6500,13000,2400,7500, 
 分配股利、利润或偿付利息所支付的现金(万元),112,4097,4050,4050,--,3096,3096,3096,16,10424,1676,1645,21,354,238,213,--,239,146,91,--,381,401,274,10,190, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4534,94,94,94,94,--,--,--,--,500,--,--,--,--,2477,2149,--,--,--,--,--,--,--,--,--,8260, 
 筹资活动现金流出小计(万元),4646,4191,4143,4143,94,6096,6096,6096,3016,22924,2176,1645,21,9854,8215,3863,--,6239,6146,6091,--,6881,6901,13274,2410,15950, 
 筹资活动产生的现金流量净额(万元),-2646,8809,-2643,-4143,-94,-1397,-904,-1407,1673,-14424,324,-1145,-21,11824,15145,17997,--,2207,854,-3091,--,-2381,-401,-774,7290,206, 
 汇率变动对现金及现金等价物的影响(万元),-0,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-1220,6061,140,102,-2099,4167,7442,6631,3864,-6433,-8081,-8209,-1650,5533,5598,14552,--,-926,-1847,-3223,--,2548,-542,-3712,6433,-397, 
 加:期初现金及现金等价物余额(万元),15954,9545,9545,9545,9545,5378,5378,5378,5378,11810,11126,11126,11126,5593,5593,5593,--,6519,6519,6519,--,3971,4513,8225,1792,2188, 
 期末现金及现金等价物余额(万元),14734,15605,9685,9646,7445,9545,12819,12009,9242,5378,3045,2917,9476,11126,11191,20145,--,5593,4672,3296,--,6519,3971,4513,8225,1792, 
 净利润(万元),--,11349,--,5450,--,12913,--,6747,--,9773,--,2872,--,6628,--,3287,--,6030,--,3238,--,5108,5315,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,53,--,-17,--,25,--,-7,--,120,--,3,--,25,--,26,--,70,--,66,--,-2,3,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,4271,--,2075,--,3454,--,2053,--,2869,--,1128,--,1626,--,755,--,1420,--,683,--,968,669,--,--,--, 
 无形资产摊销(万元),--,286,--,136,--,264,--,123,--,198,--,94,--,186,--,93,--,132,--,53,--,104,104,--,--,--, 
 长期待摊费用摊销(万元),--,177,--,85,--,111,--,35,--,102,--,43,--,237,--,199,--,176,--,19,--,53,101,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-7,--,-0,--,-30,--,-18,--,-19,--,--,--,2,--,2,--,-10,--,-10,--,2,-3,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,66,--,--,--,12,--,--,--,225,--,45,--,344,--,213,--,243,--,85,--,342,354,--,--,--, 
 投资损失(万元),--,-175,--,-114,--,-190,--,-54,--,-770,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,81,--,-47,--,-252,--,17,--,118,--,60,--,-44,--,-98,--,-160,--,-8,--,7,--,--,--,--, 
 递延所得税负债增加(万元),--,-3,--,--,--,--,--,--,--,-27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-6205,--,-3515,--,-4485,--,-4097,--,-1631,--,-2610,--,-5073,--,-3213,--,-592,--,-1526,--,-328,-407,--,--,--, 
 经营性应收项目的减少(万元),--,-11198,--,-3626,--,237,--,1706,--,-5236,--,-1738,--,-2359,--,-1091,--,-2583,--,-1899,--,-440,-959,--,--,--, 
 经营性应付项目的增加(万元),--,3373,--,-645,--,5918,--,3234,--,2106,--,618,--,3740,--,843,--,327,--,310,--,1349,513,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,851,--,698,--,1028,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,2918,--,482,--,19006,--,9738,--,7828,--,517,--,5312,--,1016,--,5054,--,1011,--,7162,5690,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),14734,15605,9685,9646,7445,9545,12819,12009,9242,5378,3045,2917,9476,11126,11191,20145,--,5593,4672,3296,--,6519,3971,4513,8225,1792, 
 现金的期初余额(万元),15954,9545,9545,9545,9545,5378,5378,5378,5378,11810,11126,11126,11126,5593,5593,5593,--,6519,6519,6519,--,3971,4513,8225,1792,2188, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1220,6061,140,102,-2099,4167,7442,6631,3864,-6433,-8081,-8209,-1650,5533,5598,14552,--,-926,-1847,-3223,--,2548,-542,-3712,6433,-397, 

