 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),37000,30730,31550,30730,30730,290511,237270,167550,70100,125410,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),39129,51931,44788,36923,33676,304373,246115,174039,71683,134403,64563,3250,1797,9606,6397,5115,8148,7544,4637,13967,13787,8625, 
 投资活动产生的现金流量净额(万元),-17577,50384,55201,38373,6591,-6826,773,9311,-4825,-83026,-64402,-3225,-1797,-9420,-6177,-4894,-8003,-7520,-4627,-13451,-13601,-8267, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,98767,98767,98767,--,--,--,--,3200,--,--,300,5000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3200,--,--,300,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,7000,7000,7000,6000,22674,17565,15565,22063,24292,19840,41781,25582,20424, 
 发行债券收到的现金(万元),67707,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,3150,2200,2200,10010,8875,5050,12116,--,--, 
 筹资活动现金流入小计(万元),67707,0,0,0,0,0,0,0,0,105767,105767,105767,6000,25824,19765,17765,35273,33167,24890,54197,30582,20424, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,20810,20810,20810,4810,23692,19892,17334,29849,31496,18266,29186,28008,14663, 
 分配股利、利润或偿付利息所支付的现金(万元),--,23665,23998,23724,--,21200,21207,21207,200,26645,6645,6558,6331,9931,5260,5031,5921,1973,1138,1643,1651,6948, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,200,200,200,200,311,311,224,224,125,112,112,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,4250,3100,3100,9620,8875,5050,12561,--,--, 
 筹资活动现金流出小计(万元),0,23665,23998,23724,0,21200,21207,21207,200,47454,27455,27367,11140,37873,28252,25465,45390,42344,24455,43390,29659,21611, 
 筹资活动产生的现金流量净额(万元),67707,-23665,-23998,-23724,0,-21200,-21207,-21207,-200,58312,78312,78399,-5140,-12048,-8487,-7700,-10117,-9177,435,10806,922,-1187, 
 汇率变动对现金及现金等价物的影响(万元),-593,-749,-498,-210,-4,218,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),57716,42990,41678,26156,11365,7855,5686,3496,1774,348,29718,83992,-1183,2267,-627,-2473,2898,-561,3366,-184,555,28, 
 加:期初现金及现金等价物余额(万元),57697,14707,14707,14707,14707,6852,6852,6852,6852,6504,6504,6504,6504,4237,4307,4237,1339,1900,1900,2084,1529,1501, 
 期末现金及现金等价物余额(万元),115413,57697,56385,40863,26072,14707,12539,10348,8626,6852,36222,90496,5321,6504,3680,1764,4237,1339,5266,1900,2084,1529, 
 净利润(万元),--,29252,--,15550,--,26369,--,13261,--,22747,--,9002,--,18271,--,10393,16406,10073,5560,9528,7598,9182, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1038,--,533,--,1296,--,496,--,789,--,359,--,1215,--,84,284,-0,5,289,27,343, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,6632,--,3157,--,6112,--,3123,--,6162,--,3123,--,5849,--,2885,5424,4722,2125,3756,2879,2277, 
 无形资产摊销(万元),--,92,--,43,--,91,--,47,--,93,--,46,--,85,--,41,83,92,46,85,73,64, 
 长期待摊费用摊销(万元),--,99,--,30,--,37,--,21,--,13,--,5,--,39,--,37,--,--,--,27,41,41, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,14,--,61,--,1501,--,133,--,219,--,58,--,863,--,77,166,9,1,185,9,403, 
 固定资产报废损失(万元),--,812,--,1,--,14,--,--,--,22,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,718,--,207,--,-232,--,7,--,331,--,331,--,794,--,439,1387,1591,718,1232,880,829, 
 投资损失(万元),--,-2219,--,-1626,--,-2566,--,-1604,--,-353,--,-6,--,-4,--,-4,-2,-2,-2,-2,-4,9, 
 递延所得税资产减少(万元),--,43,--,-39,--,-23,--,-13,--,15,--,-21,--,-41,--,-13,-1,15,14,-15,3,60, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-6622,--,-4227,--,-1386,--,1216,--,995,--,-1877,--,-746,--,-558,-2915,275,1812,-1219,-3540,-3455, 
 经营性应收项目的减少(万元),--,-5492,--,3666,--,-13971,--,-3553,--,-12349,--,-2264,--,2783,--,274,-8283,1458,-2984,-4805,-1489,-5316, 
 经营性应付项目的增加(万元),--,-7346,--,-5639,--,18422,--,2257,--,6377,--,62,--,-5371,--,-3534,8469,-2095,262,-6602,3071,5046, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3685,--, 
 经营活动产生现金流量净额(万元),--,17019,--,11718,--,35663,--,15392,--,25062,--,8818,--,23736,--,10122,21017,16136,7558,2461,13233,9482, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),115413,57697,56385,40863,26072,14707,12539,10348,8626,6852,36222,90496,5321,6504,3680,1764,4237,1339,5266,1900,2084,1529, 
 现金的期初余额(万元),57697,14707,14707,14707,14707,6852,6852,6852,6852,6504,6504,6504,6504,4237,4307,4237,1339,1900,1900,2084,1529,1501, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),57716,42990,41678,26156,11365,7855,5686,3496,1774,348,29718,83992,-1183,2267,-627,-2473,2898,-561,3366,-184,555,28, 

