 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 投资活动现金流出小计(万元),396,3436,2592,1822,663,2365,1703,974,356,3971,2130,1375,830,4031,2677,710,556,3063,2399,1955,1662,3590,--,2479,1050,8889,8846,5644,2326, 
 投资活动产生的现金流量净额(万元),-389,-3344,-2579,-1808,-651,-1119,-448,255,-343,-2940,-1114,-359,-815,-4012,-2658,-692,-536,-3037,-2373,-1929,-1637,-3575,--,-2464,-1035,-8889,-8846,-5629,-2308, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,21200,23368,23368,21200,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),900,18800,16000,6500,4250,8876,7000,7000,4500,18656,16650,13650,5150,23900,21900,18300,9000,14904,14758,11015,5215,37122,--,18039,8507,18156,20444,14550,7077, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),2608,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,--,--,--,--,--,--,--,5,--,--,--,--, 
 筹资活动现金流入小计(万元),3508,18822,16000,6500,4250,8876,7000,7000,4500,18656,16650,13650,5150,23900,21900,18300,9006,36104,38126,34383,26415,37122,--,18039,8512,18156,20444,14550,7077, 
 偿还债务支付的现金(万元),4250,14982,13000,8000,5000,9582,7006,7006,4506,23550,20900,17900,8510,16348,17298,13696,8353,30532,28330,26972,10604,33990,--,19083,11253,8080,15321,6249,6218, 
 分配股利、利润或偿付利息所支付的现金(万元),195,885,700,539,427,610,476,381,103,774,831,531,289,1867,1524,988,192,2115,1753,1299,473,2703,--,1691,313,2632,2193,1421,1061, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1489,6403,3,--,--,15,33,33,--,38,10,10,3,70,28,28,113,727,2454,2454,112,46,--,32,45,203,36,148,--, 
 筹资活动现金流出小计(万元),5934,22270,13703,8539,5427,10207,7515,7420,4610,24362,21741,18441,8801,18284,18849,14711,8657,33375,32537,30726,11189,36739,--,20806,11611,10916,17551,7819,7279, 
 筹资活动产生的现金流量净额(万元),-2427,-3448,2297,-2039,-1177,-1331,-515,-420,-110,-5706,-5091,-4791,-3651,5616,3051,3589,349,2729,5589,3657,15226,383,--,-2767,-3099,7240,2893,6731,-202, 
 汇率变动对现金及现金等价物的影响(万元),-46,-19,39,-26,-39,-60,-62,-53,3,54,21,1,-4,47,-13,-13,2,15,9,54,1,-43,--,-79,--,-25,-433,-186,-22, 
 现金及现金等价物净增加额(万元),-1465,-3407,2460,-3794,-1470,723,1565,421,1762,-1736,-2478,-3694,-3056,900,-94,2181,-1173,189,3826,1409,11523,-714,--,-5344,-5684,1263,-2665,5552,183, 
 加:期初现金及现金等价物余额(万元),4222,7629,7629,7629,7629,6906,6906,6906,6906,8641,8641,8641,8641,7741,7741,7741,7741,7553,7553,7553,7553,8267,--,8267,8267,7004,9669,4117,3934, 
 期末现金及现金等价物余额(万元),2756,4222,10089,3835,6159,7629,8471,7327,8668,6906,6163,4947,5585,8641,7647,9922,6568,7741,11379,8962,19076,7553,--,2922,2583,8267,7004,9669,4117, 
 净利润(万元),--,1027,--,537,--,896,--,265,--,828,--,-506,--,-5312,--,-1355,--,1862,--,1203,--,3385,--,1824,--,3946,4344,3407,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-24,--,-156,--,411,--,116,--,316,--,-16,--,2091,--,77,--,105,--,38,--,145,--,147,--,221,53,180,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2597,--,1297,--,2657,--,1322,--,2524,--,1255,--,2292,--,1089,--,1961,--,660,--,1580,--,765,--,1163,1037,789,--, 
 无形资产摊销(万元),--,562,--,283,--,554,--,276,--,504,--,247,--,504,--,259,--,374,--,78,--,313,--,156,--,265,265,156,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-3,--,1,--,34,--,2,--,18,--,3,--,29,--,--,--,22,--,--,--,--,--,--,--,--,--,--,--, 
 固定资产报废损失(万元),--,49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,--,--,1,52,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,886,--,397,--,884,--,438,--,944,--,531,--,1673,--,663,--,1552,--,754,--,1608,--,773,--,1173,1242,1163,--, 
 投资损失(万元),--,-7,--,-3,--,-28,--,-20,--,-30,--,-2,--,-15,--,-7,--,-19,--,-13,--,-26,--,-14,--,-31,-22,-25,--, 
 递延所得税资产减少(万元),--,-80,--,64,--,-31,--,28,--,18,--,9,--,190,--,26,--,-53,--,23,--,26,--,35,--,-71,-52,-96,--, 
 递延所得税负债增加(万元),--,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,--, 
 存货的减少(万元),--,-3238,--,-1373,--,-1252,--,-1228,--,1266,--,269,--,-1463,--,-1222,--,-2351,--,-987,--,-1732,--,-1454,--,-589,-1114,-2631,--, 
 经营性应收项目的减少(万元),--,0,--,591,--,169,--,396,--,91,--,741,--,314,--,480,--,493,--,-3888,--,-2603,--,-3336,--,284,-4658,-755,--, 
 经营性应付项目的增加(万元),--,1592,--,-1560,--,-1059,--,-955,--,380,--,-1078,--,-1053,--,-712,--,-3466,--,1759,--,-179,--,1070,--,-3423,2625,2393,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,3404,--,79,--,3233,--,639,--,6857,--,1454,--,-750,--,-703,--,482,--,-372,--,2521,--,-35,--,2936,3720,4636,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),2756,4222,10089,3835,6159,7629,8471,7327,8668,6906,6163,4947,5585,8641,7647,9922,6568,7741,11379,8962,19076,7553,--,2922,2583,8267,7004,9669,4117, 
 现金的期初余额(万元),4222,7629,7629,7629,7629,6906,6906,6906,6906,8641,8641,8641,8641,7741,7741,7741,7741,7553,7553,7553,7553,8267,--,8267,8267,7004,9669,4117,3934, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1465,-3407,2460,-3794,-1470,723,1565,421,1762,-1736,-2478,-3694,-3056,900,-94,2181,-1173,189,3826,1409,11523,-714,--,-5344,-5684,1263,-2665,5552,183, 

