 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31, 
 偿还债务支付的现金(万元),465,410,55,3880,435,1790,1445,3800,2607,1997,1200,2000,800,12440,23230,7350, 
 分配股利、利润或偿付利息所支付的现金(万元),13101,12896,4116,15504,15421,4208,43,3173,3063,2794,140,5764,5698,834,7706,575, 
 其中：子公司支付给少数股东的股利、利润(万元),157,157,--,625,182,182,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),11201,6810,3268,12296,15275,10417,3313,11274,10142,6422,4522,6860,8590,8378,12967,902, 
 筹资活动现金流出小计(万元),24767,20116,7439,31680,31131,16415,4801,18247,15812,11213,5862,14624,15087,21652,43903,8826, 
 筹资活动产生的现金流量净额(万元),-8674,-6723,-3732,83696,88492,99669,101717,3835,1406,5484,1936,4536,2040,-2016,-15003,14014, 
 汇率变动对现金及现金等价物的影响(万元),-1,--,--,-91,1,1,-0,1,1,-0,0,0,0,-0,-0,-0, 
 现金及现金等价物净增加额(万元),-53481,61389,-33845,-51945,37084,-15744,36826,60212,-22765,50364,-24593,-5297,-30629,-8443,-11220,34136, 
 加:期初现金及现金等价物余额(万元),125815,125815,125815,177760,178407,177760,177693,117547,117547,117547,117547,122844,125045,131287,142507,108370, 
 期末现金及现金等价物余额(万元),72333,187204,91969,125815,215491,162016,214519,177760,94782,167911,92954,117547,94416,122844,131287,142507, 
 净利润(万元),--,25540,--,50253,--,21645,--,44965,40192,20312,--,35144,34735,29519,27565,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,4506,--,4694,--,2089,--,3820,4936,2729,--,6655,3137,6670,3363,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3084,--,6117,--,3065,--,6168,4456,2971,--,5379,4469,4630,4443,--, 
 无形资产摊销(万元),--,2920,--,2561,--,1450,--,2418,1815,1187,--,2861,655,1472,972,--, 
 长期待摊费用摊销(万元),--,665,--,1115,--,531,--,858,617,391,--,828,550,498,451,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,3,--,14,--,2,--,96,111,115,--,4,560,-41,-202,--, 
 固定资产报废损失(万元),--,0,--,1,--,--,--,-6,--,--,--,3,--,0,34,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,482,--,279,--,-10,--,213,165,111,--,186,110,148,833,--, 
 投资损失(万元),--,-3990,--,-6275,--,-3377,--,-5878,-3961,-2690,--,-4501,-1151,-2462,-3591,--, 
 递延所得税资产减少(万元),--,-30,--,2,--,--,--,3,-39,13,--,-18,-23,-14,-10,--, 
 递延所得税负债增加(万元),--,144,--,-481,--,--,--,--,--,--,--,--,--,-7,--,--, 
 存货的减少(万元),--,11257,--,-22211,--,-3046,--,-7724,-14879,986,--,-5266,-17875,-10938,-4760,--, 
 经营性应收项目的减少(万元),--,56547,--,-16836,--,12702,--,-39134,-55630,-6416,--,28976,-14291,-28237,-31720,--, 
 经营性应付项目的增加(万元),--,-35000,--,35046,--,-18228,--,41758,47468,25556,--,-18384,14525,38343,31256,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,66127,--,54279,--,16824,--,47558,25251,45265,--,51867,25403,39581,28633,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),72333,187204,91969,125815,215491,162016,214519,177760,94782,167911,92954,117547,92216,122844,131287,142507, 
 现金的期初余额(万元),125815,125815,125815,177760,178407,177760,177693,117547,117547,117547,117547,122844,122845,131287,142507,108370, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-53481,61389,-33845,-51945,37084,-15744,36826,60212,-22765,50364,-24593,-5297,-30629,-8443,-11220,34136, 

