 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 购买商品、接受劳务支付的现金(万元),110653,386889,281319,146071,60775,219205,116570,75516,33224,165715,150018,92036,27927,76815,56788,49416,79588,57665,29581,38767,27093,16935, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4794,16184,11253,7848,3779,13531,9405,5947,2888,10297,7708,5219,3082,11492,8838,6093,10532,8408,4033,6630,3822,2104, 
 支付的各项税费(万元),4227,7604,5496,3929,2161,5800,4619,2770,739,4823,3894,3560,1809,5726,4333,2673,5086,4347,2488,4887,3644,971, 
 支付的其他与经营活动有关的现金(万元),2397,6416,4511,2628,1378,4524,3689,2294,1414,2980,2302,1404,1103,2788,2739,2136,3223,6480,5062,4263,3694,1506, 
 经营活动现金流出小计(万元),122071,417093,302579,160476,68094,243060,134283,86526,38265,183815,163923,102219,33920,96820,72698,60319,98430,76900,41165,54547,38252,21516, 
 经营活动产生的现金流量净额(万元),-575,21885,8046,7175,5746,9506,9100,4526,-717,14932,3484,3576,805,10452,5757,2201,7702,10736,1068,6599,2667,789, 
 收回投资所收到的现金(万元),83600,211000,--,--,--,--,--,--,--,--,--,--,--,--,--,51,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),68,181,98,64,38,91,71,57,31,38,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),152,1545,504,224,74,517,423,158,66,576,117,109,118,378,326,304,9,135,14,181,415,838, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),100,--,130293,90193,43643,89824,56476,40676,23378,75702,400,400,400,343,--,--,419,1927,--,785,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),83920,212725,130895,90481,43755,90432,56970,40891,23475,76316,518,509,519,721,326,355,428,2062,14,966,415,838, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2274,19702,12208,13229,647,16413,11099,6640,1716,17616,10381,5206,3421,8639,8307,5603,9797,14913,5070,14508,8589,3088, 
 投资所支付的现金(万元),83600,211000,--,--,--,800,--,--,--,400,--,650,--,--,--,--,--,1186,1186,1784,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,132300,89400,43600,88916,59516,40616,23130,74352,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),85874,230702,144508,102629,44247,106129,70615,47256,24846,92368,10381,5856,3421,8639,8307,5603,9797,16098,6255,16292,8589,3088, 
 投资活动产生的现金流量净额(万元),-1954,-17977,-13614,-12148,-492,-15697,-13645,-6366,-1371,-16052,-9864,-5346,-2902,-7918,-7981,-5248,-9369,-14037,-6241,-15326,-8174,-2251, 
 吸收投资收到的现金(万元),38054,10,--,--,--,--,--,--,--,22930,21479,22159,--,2862,--,--,49,--,--,5500,1300,450, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,10,--,--,--,--,--,--,--,350,--,--,--,2862,--,--,49,--,--,--,--,--, 
 取得借款收到的现金(万元),--,25995,25995,15995,2000,3000,6980,6980,3000,18330,14330,14330,7330,23380,19360,18360,20700,20860,8040,14480,6160,1300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,793,--,--,--,3849,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),38054,26798,25995,15995,2000,6849,6980,6980,3000,41260,35809,36489,7330,26242,19360,18360,20749,20860,8040,19980,7460,1750, 
 偿还债务支付的现金(万元),2000,11475,8475,6475,1500,8500,7000,3000,2000,33350,29350,13020,6500,23490,17990,14130,18014,15436,2491,7698,1958,--, 
 分配股利、利润或偿付利息所支付的现金(万元),233,2389,1523,109,31,1070,1188,1083,84,1027,929,714,354,4441,2856,3006,1137,1534,714,444,171,9, 
 其中：子公司支付给少数股东的股利、利润(万元),--,561,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,3,--,--,--,131,--,--,--,1006,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),2233,13867,9998,6584,1531,9701,8188,4083,2084,35384,30279,13734,6854,27931,20846,17136,19151,16970,3205,8142,2129,9, 
 筹资活动产生的现金流量净额(万元),35821,12931,15997,9411,469,-2852,-1208,2897,916,5876,5529,22754,476,-1689,-1486,1224,1598,3890,4835,11838,5331,1741, 
 汇率变动对现金及现金等价物的影响(万元),--,-4,--,--,--,-1,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),33292,16835,10428,4438,5722,-9043,-5754,1058,-1172,4757,-851,20984,-1622,845,-3710,-1823,-68,589,-339,3111,-176,278, 
 加:期初现金及现金等价物余额(万元),17886,1052,1052,1052,1052,10095,10095,10095,10095,5338,5338,5338,5338,4493,4493,4493,4562,3973,3973,862,1038,759, 
 期末现金及现金等价物余额(万元),51178,17886,11480,5490,6774,1052,4341,11153,8923,10095,4487,26322,3717,5338,783,2670,4493,4562,3634,3973,862,1038, 
 净利润(万元),--,8395,--,3784,--,6934,--,3423,--,4840,--,1802,--,4894,--,1990,5417,5529,2551,5061,4239,2302, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,701,--,167,--,88,--,367,--,1170,--,228,--,-176,--,413,102,388,338,81,110,4, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,8659,--,4571,--,8564,--,4188,--,7212,--,3650,--,7366,--,3671,7163,6227,2907,3804,2452,1398, 
 无形资产摊销(万元),--,518,--,244,--,452,--,208,--,370,--,178,--,338,--,160,286,172,62,82,36,24, 
 长期待摊费用摊销(万元),--,35,--,8,--,14,--,7,--,14,--,7,--,11,--,5,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-45,--,-157,--,197,--,-75,--,-106,--,-45,--,-43,--,-11,23,13,10,217,-50,53, 
 固定资产报废损失(万元),--,536,--,--,--,--,--,--,--,--,--,--,--,10,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,662,--,126,--,427,--,299,--,998,--,714,--,1638,--,722,1143,1541,726,471,171,9, 
 投资损失(万元),--,-684,--,-226,--,-436,--,-128,--,-35,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-831,--,-151,--,108,--,-104,--,-223,--,-143,--,-37,--,-30,-36,-14,-35,-160,-28,-38, 
 递延所得税负债增加(万元),--,--,--,--,--,-1,--,-0,--,-1,--,-1,--,-3,--,-2,-10,-8,-6,-8,-4,34, 
 存货的减少(万元),--,-1780,--,-531,--,-1136,--,302,--,124,--,-118,--,-37,--,70,836,211,-981,-1460,169,-1000, 
 经营性应收项目的减少(万元),--,-5927,--,-3801,--,-5537,--,-5611,--,-1447,--,1142,--,257,--,-1237,-1718,-1137,-6285,-1000,-5319,-1735, 
 经营性应付项目的增加(万元),--,11648,--,3141,--,-167,--,1650,--,2016,--,-3838,--,-3767,--,-3548,-5503,-2187,1781,-490,891,-263, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,21885,--,7175,--,9506,--,4526,--,14932,--,3576,--,10452,--,2201,7702,10736,1068,6599,2667,789, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),51178,17886,11480,5490,6774,1052,4341,11153,8923,10095,4487,26322,3717,5338,783,2670,4493,4562,3634,3973,862,1038, 
 现金的期初余额(万元),17886,1052,1052,1052,1052,10095,10095,10095,10095,5338,5338,5338,5338,4493,4493,4493,4562,3973,3973,862,1038,759, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),33292,16835,10428,4438,5722,-9043,-5754,1058,-1172,4757,-851,20984,-1622,845,-3710,-1823,-68,589,-339,3111,-176,278, 

