 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8977,4939,10898,5657,3356,1619,6089,3852,3092,1501,5363,3386,2556,1312,3827,2800,2022,1166,3004,2172,2559,1703, 
 支付的各项税费(万元),4343,717,7898,2296,767,169,5451,2341,1898,1255,4961,3695,2268,1156,4800,2950,1790,753,3622,2928,2422,2501, 
 支付的其他与经营活动有关的现金(万元),8316,4116,10924,7482,4080,1061,6930,4988,4039,883,5257,3223,2577,450,3416,2023,1468,454,2858,1898,2194,2106, 
 经营活动现金流出小计(万元),61316,31467,79201,46218,24697,12049,42050,32604,19785,9898,42747,33182,21426,9136,35025,27118,15659,10072,29949,23902,24530,19674, 
 经营活动产生的现金流量净额(万元),13964,10199,11829,8071,4605,1062,5864,3419,1959,1448,8871,5609,2847,1973,8067,6133,3272,1647,6789,3249,2948,2872, 
 收回投资所收到的现金(万元),--,--,500,548,548,600,--,--,--,9000,--,--,--,3000,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),177,139,260,245,100,33,217,--,--,25,24,--,--,20,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),147,148,2,2,0,--,11,10,6,--,38,18,18,--,0,--,--,--,--,--,4,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),6000,5000,23587,29487,12000,8000,81551,54051,36051,--,4449,--,--,--,--,--,--,--,123,123,189,150, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6324,5287,24348,30282,12648,8633,81778,54060,36057,9025,4512,18,18,3020,0,0,0,0,123,123,193,151, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13832,5427,23857,15953,10567,5203,15843,12495,9240,7760,15430,10879,8236,7685,10755,6280,3740,1437,4924,4771,1622,4102, 
 投资所支付的现金(万元),1584,1584,46905,--,--,5114,--,--,--,14000,3500,7120,4120,4000,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,13633,5114,--,--,--,--,--,3620,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),4135,3000,15090,11000,8000,4000,83517,59911,41000,--,9000,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19552,10012,85852,40586,23681,14317,99360,72406,50240,21760,31550,17999,12356,11685,10755,6280,3740,1437,4924,4771,1622,4102, 
 投资活动产生的现金流量净额(万元),-13227,-4725,-61504,-10305,-11033,-5684,-17582,-18346,-14183,-12735,-27038,-17981,-12338,-8665,-10755,-6280,-3740,-1437,-4801,-4648,-1429,-3950, 
 吸收投资收到的现金(万元),--,--,46483,45745,--,--,13,13,--,--,--,--,--,--,31402,31402,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,838,--,--,--,13,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),27059,10700,38576,35148,17572,5518,25867,13712,11075,6150,14316,8466,6466,--,16697,11797,7797,2547,13713,11937,7900,7950, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),285,--,7838,--,--,--,69,4809,4717,--,4336,4336,4336,--,683,1537,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),27343,10700,92897,80893,17572,5518,25948,18533,15792,6150,18653,12803,10803,0,48782,44736,7797,2547,13713,11937,7900,7950, 
 偿还债务支付的现金(万元),20040,6452,31339,21668,12625,4200,13595,7745,5745,990,10150,6850,4975,875,18403,10903,7528,2799,9365,7779,7700,5450, 
 分配股利、利润或偿付利息所支付的现金(万元),3500,580,2495,1996,1020,692,2842,2782,1365,164,2162,2030,1873,144,692,445,332,124,1479,1320,533,479, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1700,0,37,--,--,--,4579,4639,4639,26,--,4500,4500,--,--,935,86,46,99,140,317,163, 
 筹资活动现金流出小计(万元),25241,7032,33871,23664,13646,4892,21016,15166,11749,1180,12312,13380,11348,1019,19095,12283,7945,2968,10943,9239,8550,6092, 
 筹资活动产生的现金流量净额(万元),2103,3668,59026,57229,3926,626,4932,3367,4043,4970,6341,-578,-546,-1019,29687,32453,-148,-421,2770,2698,-650,1858, 
 汇率变动对现金及现金等价物的影响(万元),-53,-84,-241,-118,-7,3,88,-20,14,1,134,46,40,-14,5,-22,24,6,-48,-11,-7,-4, 
 现金及现金等价物净增加额(万元),2787,9057,9110,54877,-2508,-3993,-6698,-11580,-8166,-6316,-11693,-12904,-9997,-7724,27005,32285,-592,-205,4710,1288,861,776, 
 加:期初现金及现金等价物余额(万元),25250,25250,16140,16140,16140,16140,22838,22838,22838,22838,34531,34531,34531,34531,7527,7527,7527,7527,2816,2816,1955,1179, 
 期末现金及现金等价物余额(万元),28037,34307,25250,71017,13632,12148,16140,11259,14672,16523,22838,21627,24534,26807,34531,39811,6935,7321,7527,4105,2816,1955, 
 净利润(万元),15803,--,8784,--,2532,--,6772,--,3624,--,10521,--,5175,--,9008,--,3762,--,6544,--,4665,4245, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-45,--,1875,--,84,--,195,--,99,--,24,--,26,--,51,--,37,--,32,--,30,14, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2708,--,3848,--,1551,--,1998,--,825,--,999,--,483,--,829,--,403,--,759,--,642,456, 
 无形资产摊销(万元),567,--,580,--,142,--,231,--,101,--,154,--,76,--,88,--,39,--,78,--,66,25, 
 长期待摊费用摊销(万元),35,--,53,--,32,--,22,--,10,--,44,--,24,--,58,--,28,--,59,--,87,78, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-65,--,34,--,10,--,-1,--,3,--,0,--,4,--,0,--,--,--,--,--,-0,2, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),1353,--,1831,--,492,--,674,--,391,--,590,--,141,--,485,--,217,--,566,--,540,388, 
 投资损失(万元),-77,--,-360,--,-100,--,-217,--,-217,--,-24,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-246,--,-1117,--,-69,--,-434,--,-18,--,-173,--,-19,--,-37,--,-22,--,-161,--,13,72, 
 递延所得税负债增加(万元),-26,--,-191,--,-18,--,-17,--,--,--,-14,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-7083,--,-2155,--,152,--,-398,--,376,--,-1281,--,-828,--,658,--,484,--,-970,--,-146,-1138, 
 经营性应收项目的减少(万元),-1294,--,-10139,--,-431,--,-3350,--,-2454,--,-1737,--,-3711,--,-4694,--,-1721,--,-1146,--,-3573,-1787, 
 经营性应付项目的增加(万元),2335,--,8806,--,229,--,355,--,-790,--,-252,--,1476,--,1621,--,45,--,1030,--,625,517, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,-20,--,--,--,33,--,10,--,18,--,-0,--,1,--,2,--,-3,--,-1,--, 
 经营活动产生现金流量净额(万元),13964,--,11829,--,4605,--,5864,--,1959,--,8871,--,2847,--,8067,--,3272,--,6789,--,2948,2872, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),28037,34307,25250,71017,13632,12148,16140,11259,14672,16523,22838,21627,24534,26807,34531,39811,6935,7321,7527,4105,2816,1955, 
 现金的期初余额(万元),25250,25250,16140,16140,16140,16140,22838,22838,22838,22838,34531,34531,34531,34531,7527,7527,7527,7527,2816,2816,1955,1179, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2787,9057,9110,54877,-2508,-3993,-6698,-11580,-8166,-6316,-11693,-12904,-9997,-7724,27005,32285,-592,-205,4710,1288,861,776, 

