 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 经营活动现金流入小计(万元),58700,242896,128825,85968,40387,193999,138273,91963,45090,151354,92582,62711,26921,142057,94177,61021,--,111627,65740,42048,--,102840,23671,87772,86266,56963, 
 购买商品、接受劳务支付的现金(万元),39884,133698,99380,64052,33036,120395,94437,66404,37479,87226,67719,41284,21788,75140,56234,34485,--,65058,43622,28845,--,57396,16109,55516,50998,36717, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20112,49116,35697,24513,14711,39945,30551,21380,12603,33726,24783,16915,10067,26293,19128,14635,--,22134,16632,11832,--,18384,5769,17864,12357,8907, 
 支付的各项税费(万元),11878,20117,14637,8954,4113,17354,13320,7907,4170,14262,10269,7161,2032,14015,10420,5948,--,9898,6571,4383,--,10216,1126,8719,7360,4621, 
 支付的其他与经营活动有关的现金(万元),5039,21722,7103,4355,1908,10153,5862,3641,2107,7200,5891,3722,1602,4893,5080,2803,--,4902,4195,2309,--,3355,848,3624,3268,2254, 
 经营活动现金流出小计(万元),76913,224653,156816,101874,53769,187847,144170,99332,56359,142414,108662,69083,35490,120341,90861,57871,--,101992,71020,47369,--,89350,23853,85722,73983,52499, 
 经营活动产生的现金流量净额(万元),-18213,18243,-27991,-15907,-13382,6152,-5896,-7369,-11270,8940,-16081,-6372,-8569,21716,3316,3150,-5550,9635,-5280,-5322,-3291,13490,-182,2050,12284,4464, 
 收回投资所收到的现金(万元),8000,54532,32500,20000,10000,40000,40000,27500,12000,56000,41000,18000,2000,--,1600,1600,--,--,--,--,--,--,--,120,287,45, 
 取得投资收益所收到的现金(万元),157,547,430,284,162,741,741,395,141,898,664,200,9,--,11,1,--,--,--,--,--,--,--,1,78,14, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,12,9,6,1,14,11,1,1,57,5,3,3,77,37,33,--,17,3,1,--,10,0,1,36,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,39853,500,500,--,3500,2000,2000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),8168,94944,33439,20790,10163,44256,42752,29896,14142,56955,41669,18204,2012,77,1648,1634,--,17,3,1,--,10,0,122,400,63, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6444,12015,8230,5337,2972,12396,9660,6402,4531,12426,7712,4255,1366,5684,1830,1304,--,2535,1548,614,--,3378,974,7065,8540,4083, 
 投资所支付的现金(万元),86379,42526,20500,16500,4000,31462,25218,14000,10500,82000,72000,50000,38000,--,1600,1600,--,--,--,--,--,--,--,913,287,45, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,223,--,--,--,--,--,--,--,8654,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),92823,54763,28730,21837,6972,43858,34878,20402,15031,103080,79712,54255,39366,5684,3430,2904,--,2535,1548,614,--,3378,974,7978,8826,4128, 
 投资活动产生的现金流量净额(万元),-84655,40181,4709,-1047,3191,398,7874,9494,-889,-46125,-38042,-36051,-37354,-5607,-1782,-1270,--,-2518,-1545,-613,--,-3369,-974,-7856,-8426,-4065, 
 吸收投资收到的现金(万元),108404,854,516,448,448,550,550,448,448,10364,10119,9839,9839,46132,44954,--,--,--,--,--,--,--,--,11037,245,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,854,516,448,448,550,550,448,448,2366,2121,1841,1841,--,--,--,--,--,--,--,--,--,--,--,245,0, 
 取得借款收到的现金(万元),6520,44223,42423,30923,14323,21400,18400,4400,1900,36095,30595,10095,9595,15100,13110,7100,--,46200,26600,21187,--,36500,5500,33223,19729,9993, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,13,13,10,3,41,32,17,7,75,58,40,30,73,1178,--,--,--,--,--,--,--,--,--,140,50, 
 筹资活动现金流入小计(万元),114924,45089,42951,31381,14774,21991,18982,4865,2355,46535,40773,19975,19464,61306,59242,7100,--,46200,26600,21187,--,36500,5500,44260,20114,10043, 
 偿还债务支付的现金(万元),5100,34023,23623,7623,3800,33400,26401,13000,5500,26195,20095,13595,11900,25800,14000,7300,--,43600,22500,16100,--,31035,375,31065,8823,6902, 
 分配股利、利润或偿付利息所支付的现金(万元),379,7706,7299,6897,222,6644,6337,5845,499,5623,5115,4784,269,10676,10666,10235,--,1827,1313,867,--,15645,4080,10636,4012,2792, 
 其中：子公司支付给少数股东的股利、利润(万元),--,530,511,493,--,616,563,327,--,28,14,14,--,179,179,179,--,--,--,--,--,839,--,96,516,273, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,44,--,--,--,170,160,--,--,795,474,--,--,--,--,--,--,--,--,--,9,83, 
 筹资活动现金流出小计(万元),5479,41729,30922,14520,4022,40088,32738,18845,5999,31988,25371,18379,12169,37272,25140,17535,--,45427,23813,16967,--,46680,4455,41701,12844,9777, 
 筹资活动产生的现金流量净额(万元),109445,3360,12029,16861,10752,-18097,-13756,-13980,-3644,14547,15402,1596,7295,24034,34102,-10435,--,773,2787,4219,--,-10180,1045,2559,7271,266, 
 汇率变动对现金及现金等价物的影响(万元),-92,-90,-52,-13,-14,121,64,50,22,48,61,12,12,-54,-135,-102,--,-16,10,-14,--,-19,21,-4,-60,47, 
 现金及现金等价物净增加额(万元),6486,61693,-11304,-105,547,-11426,-11714,-11804,-15781,-22590,-38659,-40816,-38616,40090,35501,-8656,--,7874,-4028,-1729,--,-78,-89,-3252,11068,712, 
 加:期初现金及现金等价物余额(万元),93698,29229,29229,29229,29229,40655,40655,40655,40655,63245,63245,63245,63245,23155,23155,23155,--,15281,15281,15281,--,15358,15358,18610,7542,6830, 
 期末现金及现金等价物余额(万元),100184,90922,17925,29124,29776,29229,28940,28851,24873,40655,24586,22429,24628,63245,58656,14499,--,23155,11253,13552,--,15281,15269,15358,18610,7542, 
 净利润(万元),--,28855,--,11529,--,25556,--,12940,--,19491,--,9715,--,14330,--,--,--,11660,--,--,--,13078,--,13012,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,908,--,388,--,822,--,391,--,437,--,244,--,17,--,--,--,329,--,--,--,220,--,770,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,4880,--,2254,--,3703,--,1804,--,2601,--,1337,--,2351,--,--,--,2103,--,--,--,1947,--,1523,--,--, 
 无形资产摊销(万元),--,560,--,266,--,568,--,158,--,275,--,132,--,185,--,--,--,160,--,--,--,135,--,102,--,--, 
 长期待摊费用摊销(万元),--,1171,--,692,--,769,--,366,--,648,--,87,--,213,--,--,--,182,--,--,--,261,--,79,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-22,--,11,--,19,--,1,--,14,--,8,--,-1,--,--,--,-5,--,--,--,4,--,0,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1570,--,599,--,1073,--,678,--,1079,--,594,--,1821,--,--,--,1831,--,--,--,2121,--,1508,--,--, 
 投资损失(万元),--,-337,--,-212,--,-570,--,-361,--,-1220,--,-680,--,--,--,--,--,--,--,--,--,--,--,33,--,--, 
 递延所得税资产减少(万元),--,-255,--,-172,--,187,--,-110,--,-155,--,75,--,-136,--,--,--,-291,--,--,--,268,--,-12,--,--, 
 递延所得税负债增加(万元),--,27,--,-14,--,54,--,--,--,71,--,--,--,14,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-16960,--,-10204,--,1793,--,123,--,-6075,--,996,--,-8971,--,--,--,-6680,--,--,--,11053,--,-5809,--,--, 
 经营性应收项目的减少(万元),--,-28507,--,-28144,--,-33243,--,-15228,--,-37567,--,-27777,--,5519,--,--,--,-12811,--,--,--,-13175,--,-18745,--,--, 
 经营性应付项目的增加(万元),--,26217,--,7034,--,4982,--,-8132,--,27989,--,8897,--,6374,--,--,--,13157,--,--,--,-1806,--,9589,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,135,--,67,--,439,--,--,--,1353,--,--,--,--,--,--,--,--,--,--,--,-616,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,18243,--,-15907,--,6152,--,-7369,--,8940,--,-6372,--,21716,--,--,--,9635,--,--,--,13490,--,2050,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),100184,90922,17925,29124,29776,29229,28940,28851,24873,40655,24586,22429,24628,63245,58656,14499,--,23155,11253,13552,--,15281,15269,15358,18610,7542, 
 现金的期初余额(万元),93698,29229,29229,29229,29229,40655,40655,40655,40655,63245,63245,63245,63245,23155,23155,23155,--,15281,15281,15281,--,15358,15358,18610,7542,6830, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),6486,61693,-11304,-105,547,-11426,-11714,-11804,-15781,-22590,-38659,-40816,-38616,40090,35501,-8656,--,7874,-4028,-1729,--,-78,-89,-3252,11068,712, 

