 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 经营活动现金流出小计(万元),27149,112385,65187,37126,18791,91448,80813,54813,28814,151953,120563,83731,39340,105629,81930,53398,36518,105107,92379,72298,31322,56995,40132,18476, 
 经营活动产生的现金流量净额(万元),8545,-1065,840,3318,1735,13766,12251,5750,1529,-14283,-19026,-18402,-11376,3181,-4082,-1168,-11920,3701,-237,3732,2214,4044,101,-624, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,1000,1000,1000,--,20450,13950,12950,22000,38800,43600,3200,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,1,1,1,1,27,27,18,16,37,74,65,5,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,77,42,0,0,16,16,15,15,39,39,39,--,1,1,--,--,5,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),236,--,--,--,--,--,--,--,--,1000,--,--,--,20950,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),236,120,42,0,0,16,16,15,15,1040,1040,1040,1001,20978,20478,13968,12966,22042,38874,43665,3205,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10297,374,302,174,30,155,145,139,118,7886,7550,7528,4,7801,7372,7282,43,219,124,564,231,72,137,34, 
 投资所支付的现金(万元),7572,26020,--,--,--,19878,50,--,--,--,1000,1000,1000,--,20450,13950,12950,22000,38800,43600,3200,--,--,100, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,19828,13953,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,44,5,--,37,37,37,--,1000,--,--,--,20950,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),17869,26394,346,179,30,20070,20060,14129,118,8886,8550,8528,1004,28751,27822,21232,12993,22219,38924,44164,3431,72,137,134, 
 投资活动产生的现金流量净额(万元),-17633,-26274,-304,-179,-30,-20054,-20044,-14114,-103,-7846,-7510,-7488,-3,-7773,-7345,-7264,-26,-177,-50,-499,-226,-72,-137,-134, 
 吸收投资收到的现金(万元),--,49,49,49,49,--,--,--,--,41010,41008,41008,41008,--,--,--,--,245,--,--,--,8050,1170,900, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,49,49,49,--,--,--,--,--,--,--,--,--,--,--,--,245,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2443,12999,--,--,--,--,--,--,--,3090,3090,3090,3090,4980,4980,4980,990,4670,10400,700,700,700,700,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),8600,--,--,--,--,--,--,--,--,--,12,1,1,--,--,--,--,--,--,--,--,--,--,983, 
 筹资活动现金流入小计(万元),11043,13048,49,49,49,0,0,0,0,44100,44110,44100,44100,4980,4980,4980,990,4915,10400,700,700,8750,1870,1883, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,3090,3090,3090,--,5680,2680,--,--,4670,10400,700,700,700,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),176,430,367,--,--,433,433,433,--,914,883,17,11,157,147,66,--,119,80,48,23,42,30,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,1,--,--,--,1,1,--,907,906,906,556,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),176,430,368,0,0,433,435,435,0,4910,4880,4012,567,5837,2827,66,0,4789,10480,748,723,742,30,0, 
 筹资活动产生的现金流量净额(万元),10867,12618,-319,49,49,-433,-435,-435,0,39189,39230,40087,43533,-857,2153,4914,990,126,-80,-48,-23,8008,1840,1883, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),1779,-14721,218,3189,1754,-6722,-8228,-8798,1427,17059,12695,14197,32154,-5449,-9274,-3519,-10957,3650,-367,3184,1965,11980,1804,1125, 
 加:期初现金及现金等价物余额(万元),6467,21188,21188,21188,21188,27910,27910,27910,27910,10850,10850,10850,10850,16299,16299,--,16262,12649,13017,9832,--,--,--,--, 
 期末现金及现金等价物余额(万元),8247,6467,21406,24377,22942,21188,19681,19111,29336,27910,23545,25047,43004,10850,7025,--,5305,16299,12649,13017,--,--,--,--, 
 净利润(万元),--,4272,--,348,--,3452,--,2296,--,4906,--,3380,--,7771,5546,4450,--,8321,8589,7227,3970,6147,3282,1717, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1139,--,18,--,-487,--,-1040,--,198,--,832,--,1741,1498,433,--,606,43,-66,273,23,199,142, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,468,--,225,--,541,--,280,--,387,--,217,--,230,178,124,--,215,215,116,40,64,51,33, 
 无形资产摊销(万元),--,188,--,94,--,188,--,93,--,93,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 长期待摊费用摊销(万元),--,82,--,3,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-30,--,0,--,31,--,8,--,-34,--,-34,--,-9,-9,--,--,2,10,--,--,--,--,8, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,61,--,-278,--,--,--,-148,--,47,--,47,--,157,147,66,--,119,80,48,23,42,30,--, 
 投资损失(万元),--,-104,--,--,--,--,--,--,--,-1,--,-1,--,-27,-27,-18,--,-37,-74,-65,-5,--,--,--, 
 递延所得税资产减少(万元),--,-171,--,-3,--,30,--,112,--,21,--,-144,--,-231,-127,-85,--,-77,-8,546,-68,-6,-50,-35, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-17336,--,-2877,--,13349,--,3609,--,-14625,--,-25363,--,-10218,-10005,-5834,--,-7825,-11504,-3941,-5792,-730,-4101,-4939, 
 经营性应付项目的增加(万元),--,10367,--,5963,--,-3340,--,541,--,-5274,--,2665,--,3768,-1284,-305,--,2376,2410,-134,3773,-1496,689,2450, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,-176,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-1065,--,3318,--,13766,--,5750,--,-14283,--,-18402,--,3181,-4082,-1168,--,3701,-237,3732,2214,4044,101,-624, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),8247,6467,21406,24377,22942,21188,19681,19111,29336,27910,23545,25047,43004,10850,7025,--,5305,16299,12649,13017,--,--,--,--, 
 现金的期初余额(万元),6467,21188,21188,21188,21188,27910,27910,27910,27910,10850,10850,10850,10850,16299,16299,--,16262,12649,13017,9832,--,--,--,--, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),1779,-14721,218,3189,1754,-6722,-8228,-8798,1427,17059,12695,14197,32154,-5449,-9274,--,-10957,3650,-367,3184,--,--,--,--, 

