 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 取得借款收到的现金(万元),10010,54818,38355,18907,12197,36814,30612,21279,11000,26710,22050,14850,7300,22852,14948,11785,20959, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),741,970,1959,547,95,2553,3416,3356,1933,16073,8901,3116,365,1281,270,--,747, 
 筹资活动现金流入小计(万元),10751,55788,40314,19454,12292,39367,34027,24635,12933,73915,30951,17966,7665,24133,15218,11785,26156, 
 偿还债务支付的现金(万元),8710,46126,25308,9193,8298,35464,30603,21263,16661,22959,15542,13142,7442,22008,3437,10987,20896, 
 分配股利、利润或偿付利息所支付的现金(万元),463,2602,2027,1605,302,1895,1697,1376,355,1239,901,554,360,1563,1122,890,1046, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),190,1427,3594,2192,3201,2816,2602,2851,2486,17150,7044,5547,5889,1712,1300,3640,1154, 
 筹资活动现金流出小计(万元),9363,50156,30929,12990,11801,40175,34901,25489,19502,41347,23487,19243,13691,25283,5860,15517,23097, 
 筹资活动产生的现金流量净额(万元),1388,5633,9385,6465,491,-808,-874,-854,-6569,32567,7465,-1277,-6027,-1150,9358,-3732,3059, 
 汇率变动对现金及现金等价物的影响(万元),-6,79,-39,14,-13,98,-51,36,11,85,95,63,50,67,-175,-26,-29, 
 现金及现金等价物净增加额(万元),144,5368,803,-668,-551,-16656,-19166,-14709,-18269,16633,-2578,-4526,-2986,-1262,212,-74,5961, 
 加:期初现金及现金等价物余额(万元),11313,5945,5837,5945,5945,22601,22601,22601,24102,5968,5968,5968,5968,7231,7019,7093,1132, 
 期末现金及现金等价物余额(万元),11457,11313,6640,5277,5394,5945,3435,7892,5833,22601,3390,1442,2982,5968,7231,7019,7093, 
 净利润(万元),--,6524,--,3644,--,5339,--,2599,--,6096,--,3219,--,6922,7113,7319,5132, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1702,--,544,--,400,--,-247,--,1195,--,653,--,880,590,1273,214, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,10391,--,4924,--,8776,--,4338,--,8049,--,3983,--,6370,5095,3806,3019, 
 无形资产摊销(万元),--,215,--,114,--,185,--,89,--,193,--,101,--,168,143,117,40, 
 长期待摊费用摊销(万元),--,154,--,56,--,150,--,72,--,117,--,34,--,57,17,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,328,--,86,--,111,--,78,--,4,--,-2,--,84,0,91,55, 
 固定资产报废损失(万元),--,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,2014,--,646,--,1139,--,661,--,1345,--,553,--,1510,1255,1111,1154, 
 投资损失(万元),--,-24,--,-12,--,-24,--,-20,--,-28,--,-7,--,--,--,--,-1, 
 递延所得税资产减少(万元),--,-798,--,-437,--,-455,--,-129,--,-51,--,-346,--,-393,-163,-383,-507, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0, 
 存货的减少(万元),--,-9322,--,-1838,--,-8868,--,-5156,--,-2035,--,27,--,-776,-3990,-2945,208, 
 经营性应收项目的减少(万元),--,-27011,--,-20440,--,-8732,--,-656,--,-20487,--,-8069,--,-6743,-7650,-7707,-3476, 
 经营性应付项目的增加(万元),--,31182,--,15521,--,6771,--,1169,--,7564,--,6392,--,8735,7635,14222,6159, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,90,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,15454,--,2808,--,4793,--,2799,--,1963,--,6538,--,16814,10045,16903,11996, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,1295,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),11457,11313,6640,5277,5394,5945,3435,7892,5833,22601,3390,1442,2982,5968,7231,7019,7093, 
 现金的期初余额(万元),11313,5945,5837,5945,5945,22601,22601,22601,24102,5968,5968,5968,5968,7231,7019,7093,1132, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),144,5368,803,-668,-551,-16656,-19166,-14709,-18269,16633,-2578,-4526,-2986,-1262,212,-74,5961, 

