 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 取得投资收益所收到的现金(万元),414,406,235,133,405,180,105,32,2267,1870,1092,262,466,163,8,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),68,45,45,--,--,--,--,--,34,--,--,--,1,--,--,--,--,--,1,1,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,98,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),12091,750,--,--,6050,--,--,--,41696,--,751,--,--,--,--,--,98,--,98,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),12573,41831,20680,11333,6455,24880,14055,2682,43996,52403,38482,27001,467,21193,2388,0,98,98,99,1,0,0,55,51059,926,45, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),21081,15925,10943,5852,17888,12470,8105,2756,8662,6252,4343,646,11486,9449,7084,1008,5116,4116,2759,1698,11083,5209,5593,6185,1217,937, 
 投资所支付的现金(万元),1040,1040,1040,1040,500,500,--,--,3147,2397,2250,1429,--,--,--,--,--,--,--,--,--,--,--,51431,1250,85, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,166,--,--,--, 
 支付的其他与投资活动有关的现金(万元),750,38131,20701,8700,11200,37500,16650,2850,22340,46730,17450,10500,26339,51910,16880,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),22871,55096,32684,15592,29588,50470,24755,5606,34149,55379,24043,12574,37825,61359,23964,1008,5116,4116,2759,1698,11083,5209,5759,57616,2467,1022, 
 投资活动产生的现金流量净额(万元),-10298,-13266,-12005,-4259,-23133,-25589,-10700,-2924,9847,-2977,14438,14427,-37358,-40166,-21576,-1008,-5018,-4019,-2660,-1697,-11083,-5209,-5704,-6557,-1541,-977, 
 吸收投资收到的现金(万元),500,--,--,--,800,--,--,--,600,--,--,--,185,--,--,--,61067,--,--,--,--,--,--,742,10384,258, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,800,--,--,--,600,--,--,--,185,--,--,--,--,--,--,--,--,--,--,742,--,258, 
 取得借款收到的现金(万元),7000,7000,--,--,7000,7000,7000,7000,--,--,--,--,--,--,--,--,1500,1500,1500,1500,--,--,--,2000,4230,3301, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,850,--,--,--,--,--,--,--,--,--,1122,--,--,--, 
 筹资活动现金流入小计(万元),7500,7000,0,0,7800,7000,7000,7000,600,0,0,0,1035,0,0,0,62567,1500,1500,1500,0,0,1122,2742,14614,3559, 
 偿还债务支付的现金(万元),--,--,--,--,7000,7000,--,--,--,--,--,--,--,--,--,--,1500,1500,--,--,--,--,2000,4141,2415,2597, 
 分配股利、利润或偿付利息所支付的现金(万元),30385,30385,5360,--,3457,3457,3350,--,7370,7370,7370,--,6700,6700,6700,--,3043,3043,3023,2620,2500,2500,80,2059,185,101, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,38,29,--,--,24,24,--,--,6,6,--,370,--,--,--,193,78,104,33,137,67,189,--,--,--, 
 筹资活动现金流出小计(万元),30385,30422,5389,0,10457,10481,3374,0,7370,7376,7376,0,7070,6700,6700,0,4736,4621,3127,2653,2637,2567,2269,6200,2600,2698, 
 筹资活动产生的现金流量净额(万元),-22885,-23422,-5389,0,-2657,-3481,3626,7000,-6770,-7376,-7376,0,-6035,-6700,-6700,0,57831,-3121,-1627,-1153,-2637,-2567,-1147,-3458,12014,861, 
 汇率变动对现金及现金等价物的影响(万元),454,469,227,-760,361,451,873,131,816,1199,964,372,732,503,-103,-206,181,129,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-22298,-26786,-11414,-4014,-5921,-12465,4961,6857,20775,2648,16970,19067,-25507,-35535,-20602,1879,62149,-153,249,-1416,-2799,-1500,3112,-8182,13402,720, 
 加:期初现金及现金等价物余额(万元),57931,57931,57931,57931,63853,63853,63853,63853,43078,43078,43078,43078,68584,68584,68584,68584,6435,--,6435,6435,9234,--,6122,14304,902,183, 
 期末现金及现金等价物余额(万元),35634,31145,46518,53917,57931,51388,68813,70709,63853,45726,60047,62145,43078,33049,47982,70463,68584,--,6684,5019,6435,--,9234,6122,14304,902, 
 净利润(万元),15568,--,5960,--,15904,--,9608,--,18845,--,10411,--,14512,--,6501,--,13105,--,5898,--,11854,--,9214,8024,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-502,--,44,--,700,--,-3,--,1173,--,9,--,76,--,22,--,94,--,32,--,99,--,77,-11,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2819,--,1257,--,2434,--,1185,--,2139,--,1000,--,1819,--,875,--,1360,--,589,--,873,--,679,463,--,--, 
 无形资产摊销(万元),343,--,118,--,285,--,111,--,282,--,110,--,236,--,66,--,183,--,90,--,115,--,91,42,--,--, 
 长期待摊费用摊销(万元),659,--,318,--,521,--,231,--,453,--,235,--,154,--,60,--,100,--,49,--,55,--,56,36,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-55,--,-28,--,8,--,0,--,45,--,48,--,-0,--,-0,--,3,--,3,--,--,--,--,--,--,--, 
 固定资产报废损失(万元),24,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-121,--,--,--,--,--,--,--,-1363,--,-1224,--,1363,--,--,--,--,--,--,--,--,--,158,-158,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-498,--,-419,--,-253,--,-1745,--,-816,--,-1197,--,-732,--,-464,--,43,--,25,--,--,--,80,59,--,--, 
 投资损失(万元),-639,--,-288,--,-513,--,-54,--,-1586,--,-527,--,-219,--,-8,--,--,--,--,--,--,--,-55,-309,--,--, 
 递延所得税资产减少(万元),-102,--,-98,--,28,--,30,--,-62,--,249,--,-398,--,-29,--,-20,--,2,--,-22,--,-28,-4,--,--, 
 递延所得税负债增加(万元),313,--,--,--,--,--,--,--,--,--,61,--,--,--,--,--,--,--,--,--,--,--,-24,24,--,--, 
 存货的减少(万元),-3434,--,-1155,--,-2409,--,-1309,--,-770,--,572,--,-817,--,-140,--,-1897,--,-371,--,-1886,--,-481,-3655,--,--, 
 经营性应收项目的减少(万元),-8219,--,-3302,--,-1239,--,-1844,--,-2749,--,-2718,--,-2550,--,732,--,-518,--,507,--,-4621,--,-1176,-648,--,--, 
 经营性应付项目的增加(万元),4276,--,3343,--,4042,--,4952,--,1290,--,1913,--,3711,--,164,--,-3298,--,-2287,--,4454,--,1373,-2030,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),10431,--,5753,--,19508,--,11161,--,16882,--,8944,--,17154,--,7777,--,9155,--,4536,--,10921,--,9964,1832,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),35634,31145,46518,53917,57931,51388,68813,70709,63853,45726,--,62145,43078,33049,47982,70463,68584,--,6684,5019,6435,--,9234,6122,14304,902, 
 现金的期初余额(万元),57931,57931,57931,57931,63853,63853,63853,63853,43078,43078,--,43078,68584,68584,68584,68584,6435,--,6435,6435,9234,--,6122,14304,902,183, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,60047,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,43078,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-22298,-26786,-11414,-4014,-5921,-12465,4961,6857,20775,2648,16970,19067,-25507,-35535,-20602,1879,62149,--,249,-1416,-2799,--,3112,-8182,13402,720, 

