 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,17138,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),955,600,583,557,10,67,111,16,2,4781,1524,4754,--,4213,4543,237,1,28,12,47,7,52,122,140,151,3411, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1562071,814124,36760,26939,9608,28231,58972,4012,21137,13727,25830,72020,630,21753,8860,2108,1,18138,11871,18844,1772,4832,4355,7113,5899,14632, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6656,38956,32184,8504,3395,35357,25222,24410,5544,36986,18095,8652,6531,27386,13581,7138,5373,95054,4799,14237,7180,36249,29037,16096,10667,15143, 
 投资所支付的现金(万元),11105,128439,22658,388,8053,123081,102527,66139,30397,52216,142008,64681,28061,59798,64539,14539,10545,9900,--,22197,--,31748,1815,--,--,6199, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),540,--,1000,--,--,--,20153,--,78,--,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1441907,167395,55842,8892,11448,158438,147902,90549,36018,89202,160403,73333,34592,87184,78120,21677,15918,104954,4799,36433,7180,67998,30852,16096,10667,21342, 
 投资活动产生的现金流量净额(万元),120164,646729,-19082,18047,-1840,-130207,-88930,-86537,-14881,-75475,-134572,-1313,-33962,-65431,-69260,-19569,-15918,-86815,7073,-17589,-5408,-63166,-26497,-8983,-4768,-6709, 
 吸收投资收到的现金(万元),--,1102967,98,98,--,641812,630566,375,72,988515,1017791,980617,999926,2751,--,--,--,490,490,26667,26667,225366,--,--,--,127848, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,196,98,98,--,1586,1096,375,72,9768,1135,645,20968,2751,--,--,--,490,490,26667,26667,--,--,--,--,--, 
 取得借款收到的现金(万元),--,152158,51793,46384,52312,232391,--,4204,3915,38032,--,--,--,36671,167363,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),445333,3555898,3163360,2502948,582633,3913789,3006796,1996216,471181,6417974,4147558,1083193,701465,2828534,2100000,1000000,500000,1380000,450000,--,--,--,272417,--,--,--, 
 收到其他与筹资活动有关的现金(万元),112,--,51,--,51,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),445445,4811023,3215302,2549430,634996,4787992,3637362,2000795,475167,7444522,5165349,2063810,1701391,2867956,2267363,1000000,500000,1380490,450490,26667,26667,225366,272417,--,--,127848, 
 偿还债务支付的现金(万元),422131,3829978,2725079,2373488,617598,3205154,2591484,1479477,906413,2352533,1984994,500234,661932,1750000,1250000,750000,250000,690000,200000,--,--,53223,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),29379,429516,303849,162157,33228,474564,360422,296296,34353,243864,139261,89743,5194,91555,65379,16420,1946,49605,43950,42817,42817,63486,65877,--,65877,21398, 
 其中：子公司支付给少数股东的股利、利润(万元),1063,1373,1373,1373,--,541,632,453,453,176,86,86,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,23,--,23,45024,1086,41,--,68,1226,1225,--,61,61,61,140,150,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),451511,4259494,3028951,2535644,650848,3724742,2952991,1775813,940766,2596466,2125482,591202,667126,1841616,1315439,766480,252086,739755,243950,42817,42817,116709,65877,32938,65877,21398, 
 筹资活动产生的现金流量净额(万元),-6066,551529,186351,13785,-15851,1063250,684370,224982,-465599,4848056,3039867,1472608,1034265,1026340,951924,233520,247914,640735,206540,-16151,-16151,108657,206540,-32938,-65877,106451, 
 汇率变动对现金及现金等价物的影响(万元),-581,-39955,-13602,-10054,-4468,42005,8499,11497,-3566,16767,40628,-832,-414,459,621,695,583,-1436,-868,-214,107,-857,-537,-16,-1085,-1050, 
 现金及现金等价物净增加额(万元),-669376,-297806,-1396199,-1317510,-996564,-1123980,-1611193,-1460462,-934948,3413842,3523989,4457893,677616,1460180,459706,216185,126032,117524,160607,-215034,-81084,-1154126,43932,1141017,-1053499,1256885, 
 加:期初现金及现金等价物余额(万元),5123728,5421534,5028306,5028306,5028306,6152286,6152286,6152286,6152286,2738444,2738444,2738444,2738444,1278264,1278264,1268776,1278264,1160740,1160740,1375774,1375774,2529900,2485968,1344951,2398449,1141564, 
 期末现金及现金等价物余额(万元),4454351,5123728,3632107,3710796,4031742,5028306,4541094,4691824,5217338,6152286,6262433,7196337,3416060,2738444,1737970,1484961,1404296,1278264,1321347,1160740,1294691,1375774,2529900,2485968,1344951,2398449, 
 净利润(万元),--,360302,--,180860,--,242665,--,135638,--,737417,--,593259,--,235870,--,83525,--,98233,52119,59083,--,90863,131529,191461,-89543,430317, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1771,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,43418,--,3454,--,28826,--,-796,--,-37,--,312,--,495,--,-5377,--,7183,5671,39,--,-232,6,2,-41,-1961, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,8491,--,4058,--,7576,--,3707,--,6784,--,3392,--,7378,--,3862,--,8467,4365,8887,--,7312,6223,5318,4700,3061, 
 无形资产摊销(万元),--,5800,--,2793,--,4780,--,2235,--,3942,--,1893,--,2945,--,1471,--,2621,1255,1843,--,1341,1041,816,637,157, 
 长期待摊费用摊销(万元),--,3769,--,2190,--,4923,--,2495,--,4950,--,2122,--,4544,--,2322,--,4138,1947,4147,--,3625,2654,1711,1170,1124, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,16,--,-52,--,75,--,61,--,-1485,--,-1540,--,-480,--,114,--,71,26,214,--,133,71,72,-10,-110, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,-168700,--,-118601,--,16172,--,61282,--,-37014,--,-50953,--,-23338,--,-4998,--,18162,7737,-13846,--,22242,3784,-51632,311710,-198840, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,350185,--,172813,--,306300,--,145771,--,189583,--,44681,--,23279,--,23279,--,15406,4383,--,--,17942,277,16,--,--, 
 投资损失(万元),--,-401010,--,-17344,--,-46108,--,-18790,--,-43673,--,-37700,--,-23323,--,-8764,--,-14391,-6399,-9202,--,-11684,-13880,-12637,-18518,-18597, 
 递延所得税资产减少(万元),--,1876,--,10158,--,6354,--,2227,--,-24339,--,-2906,--,-2941,--,664,--,-2069,-1184,1400,--,4325,3249,5095,-8101,2608, 
 递延所得税负债增加(万元),--,17244,--,1835,--,-9852,--,-11190,--,18768,--,24438,--,5484,--,1165,--,-496,-387,624,--,-4097,-946,4819,-69582,47413, 
 存货的减少(万元),--,--,--,-1351903,--,--,--,202668,--,--,--,-781357,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-223222,--,-54886,--,-558041,--,-84628,--,-2085571,--,-2877918,--,-1935314,--,-735807,--,-160153,-331799,-232880,--,-1100937,-524453,-40523,75745,-561966, 
 经营性应付项目的增加(万元),--,964122,--,-174665,--,-1459574,--,-2051083,--,3850092,--,6069707,--,3117612,--,1092132,--,240188,211900,791012,--,-229594,254871,1078437,-1171947,1454988, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,73,--,-0,--,5,--,105,--,--,--,--,-5800,--, 
 经营活动产生现金流量净额(万元),--,-1456108,--,-1339289,--,-2099029,--,-1610404,--,-1375506,--,2987430,--,498812,--,1540,--,-434959,-52138,-181080,--,-1198760,-135574,1182955,-969579,1158195, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),4454351,5123728,3632107,3710796,4031742,5028306,4541094,4691824,5217338,6152286,6262433,7196337,3416060,2738444,1737970,1484961,1404296,1278264,1321347,1160740,1294691,1375774,2529900,2485968,1344951,2398449, 
 现金的期初余额(万元),5123728,5421534,5028306,5028306,5028306,6152286,6152286,6152286,6152286,2738444,2738444,2738444,2738444,1278264,1278264,1268776,1278264,1160740,1160740,1375774,1375774,2529900,2485968,1344951,2398449,1141564, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-669376,-297806,-1396199,-1317510,-996564,-1123980,-1611193,-1460462,-934948,3413842,3523989,4457893,677616,1460180,459706,216185,126032,117524,160607,-215034,-81084,-1154126,43932,1141017,-1053499,1256885, 

