 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 净利润(万元),--,2335,4219,--,4228,3168,3127, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,51,113,--,224,92,163, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,751,1146,--,1137,1032,1039, 
 无形资产摊销(万元),--,31,57,--,49,52,33, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,-6, 
 固定资产报废损失(万元),--,--,--,--,--,3,5, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,124,-79,--,28,254,297, 
 投资损失(万元),--,-4,-4,--,--,--,--, 
 递延所得税资产减少(万元),--,-7,-33,--,-51,12,-12, 
 递延所得税负债增加(万元),--,20,2,--,0,47,--, 
 存货的减少(万元),--,-369,-95,--,-25,-210,435, 
 经营性应收项目的减少(万元),--,-1258,-238,--,247,-2475,-2451, 
 经营性应付项目的增加(万元),--,1079,383,--,-939,484,-168, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,2755,5470,--,4898,2460,2462, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),4390,5076,5497,3886,4639,2544,1431, 
 现金的期初余额(万元),5497,5497,4639,4639,2544,1431,1433, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1106,-421,858,-753,2095,1113,-2, 

