 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),84,80,587,587,12181,15020,3612, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),118931,78161,79760,55278,66934,95752,45797, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2741,1269,3335,2563,7653,8074,2946, 
 投资所支付的现金(万元),116180,74940,88375,58845,59050,79789,45182, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,132,--,5514,--,150, 
 支付的其他与投资活动有关的现金(万元),7887,4558,2081,2003,8436,21699,2679, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),126807,80766,93922,63411,80653,109562,50957, 
 投资活动产生的现金流量净额(万元),-7876,-2606,-14162,-8133,-13719,-13810,-5161, 
 吸收投资收到的现金(万元),43356,--,95,95,4000,1524,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,95,--,--,140,--, 
 取得借款收到的现金(万元),--,--,--,--,1000,1800,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,19,--,51,16,74, 
 筹资活动现金流入小计(万元),43356,0,114,95,5051,3340,74, 
 偿还债务支付的现金(万元),--,--,--,--,2800,--,800, 
 分配股利、利润或偿付利息所支付的现金(万元),9613,9606,5874,2880,7352,471,3, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),68,--,51,--,--,--,--, 
 筹资活动现金流出小计(万元),9681,9606,5925,2880,10152,471,803, 
 筹资活动产生的现金流量净额(万元),33675,-9606,-5812,-2785,-5101,2869,-729, 
 汇率变动对现金及现金等价物的影响(万元),-384,-216,342,111,50,21,-45, 
 现金及现金等价物净增加额(万元),42092,-1593,1081,-205,-6426,4191,4716, 
 加:期初现金及现金等价物余额(万元),4219,4179,3098,3098,9523,5332,616, 
 期末现金及现金等价物余额(万元),46311,2586,4179,2892,3098,9523,5332, 
 净利润(万元),--,13360,22193,--,18870,13822,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,90,301,--,-455,603,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,989,1874,--,1390,969,--, 
 无形资产摊销(万元),--,195,382,--,371,320,--, 
 长期待摊费用摊销(万元),--,57,29,--,13,16,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,21,-3,--,2,40,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,15,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),--,175,-339,--,-14,54,--, 
 投资损失(万元),--,-215,-228,--,-180,-232,--, 
 递延所得税资产减少(万元),--,-63,-40,--,-56,14,--, 
 递延所得税负债增加(万元),--,--,--,--,--,-2,--, 
 存货的减少(万元),--,-1369,-3741,--,-3468,-2651,--, 
 经营性应收项目的减少(万元),--,-1359,925,--,-2676,-438,--, 
 经营性应付项目的增加(万元),--,-1046,-947,--,-1469,2598,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,308,--,16,-16,--, 
 经营活动产生现金流量净额(万元),--,10835,20713,--,12344,15112,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),46311,2586,4179,2892,3098,9523,5332, 
 现金的期初余额(万元),4219,4179,3098,3098,9523,3282,616, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,2050,--, 
 现金及现金等价物的净增加额(万元),42092,-1593,1081,-205,-6426,4191,4716, 

