 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31, 
 经营性应付项目的增加(万元),--,1376221,--,972687,--,-339260,--,-17997,--,1834230,--,250693,--,439687,--,922700,2421415, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-470869,--,-1170893,--,-1271474,--,-625526,--,208427,--,-806578,--,-494134,--,261882,736628, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),4362507,4207963,4453966,4411088,4179876,4556338,4343119,3441831,3747105,4061121,2952973,2806293,2622305,2609739,2539389,2744605,2063760, 
 现金的期初余额(万元),4207963,4596069,4596059,4596059,4556338,4061121,4061121,4061121,4061121,2609739,2609739,2609739,2609739,2744605,2745082,2063760,1590111, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),154544,-388107,-142093,-184972,-376463,495218,281998,-619289,-314016,1451382,343234,196554,12566,-134865,-205693,680845,473648, 

