 报告日期,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 支付的其他与经营活动有关的现金(万元),4405,2517,1735,4209,2410,2680,1948,963,4600,3412,1918,1124,3652,2665,2348,3742, 
 经营活动现金流出小计(万元),80204,59947,39556,21344,67733,53900,32718,14741,57362,45304,26619,13190,53648,45126,47564,41786, 
 经营活动产生的现金流量净额(万元),10227,2671,3717,-3987,7274,973,4151,518,5812,-757,2472,30,4183,6475,3331,4653, 
 收回投资所收到的现金(万元),10000,10000,10000,5000,--,--,--,--,--,--,--,-186,--,--,--,--, 
 取得投资收益所收到的现金(万元),400,407,407,213,1077,--,--,--,--,--,--,--,368,306,149,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,--,9,7,4,5,3,2,--,--,1,10,--,34, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),223,28,28,--,277,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10624,10436,10436,5213,1363,7,4,5,3,2,0,-186,368,316,149,34, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16107,13729,13227,507,7101,5998,4616,769,4173,2993,2231,999,5558,1948,8096,2331, 
 投资所支付的现金(万元),--,--,--,--,10000,10000,10000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,1000,1000,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16107,14729,14227,507,17101,15998,14616,769,4173,2993,2231,999,5558,1948,8096,2331, 
 投资活动产生的现金流量净额(万元),-5483,-4293,-3791,4706,-15738,-15991,-14613,-764,-4170,-2991,-2231,-1185,-5190,-1632,-7947,-2296, 
 吸收投资收到的现金(万元),--,--,--,--,25847,25847,25847,--,--,--,--,--,--,--,--,2565, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),9134,9128,9128,4128,9500,7500,5500,4014,19633,15403,8304,5525,12086,12612,8471,8404, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),9134,9128,9128,4128,35347,33347,31347,4014,19633,15403,8304,5525,12086,12612,8471,10969, 
 偿还债务支付的现金(万元),9134,7955,2075,--,19556,14056,14056,5056,12846,7818,2943,802,11191,17864,3147,6307, 
 分配股利、利润或偿付利息所支付的现金(万元),6066,6053,5629,--,246,220,189,142,6139,6033,5933,4716,199,298,693,2543, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),15200,14008,7704,0,19802,14276,14245,5198,18985,13851,8876,5518,11390,18162,3840,8849, 
 筹资活动产生的现金流量净额(万元),-6066,-4880,1424,4128,15546,19072,17102,-1184,648,1552,-572,7,696,-5550,4632,2119, 
 汇率变动对现金及现金等价物的影响(万元),-319,-546,-193,-52,-266,-421,-455,-441,139,267,166,190,59,-436,-83,-79, 
 现金及现金等价物净增加额(万元),-1641,-7048,1157,4794,6816,3632,6185,-1871,2430,-1929,-164,-958,-252,-1143,-66,4397, 
 加:期初现金及现金等价物余额(万元),13914,13914,13914,13914,7098,7098,7098,7098,4668,4668,4668,4668,4920,6063,6130,1733, 
 期末现金及现金等价物余额(万元),12273,6866,15071,18708,13914,10730,13283,5227,7098,2740,4504,3711,4668,4920,6063,6130, 
 净利润(万元),11585,--,6497,--,10036,--,5257,--,8179,--,4947,--,6396,4596,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),490,--,609,--,742,--,537,--,1127,--,695,--,795,421,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1729,--,852,--,1339,--,555,--,834,--,334,--,673,652,--,--, 
 无形资产摊销(万元),387,--,164,--,204,--,101,--,172,--,85,--,167,165,--,--, 
 长期待摊费用摊销(万元),9,--,5,--,8,--,2,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),1,--,1,--,28,--,3,--,-2,--,--,--,1,12,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-129,--,1,--,-772,--,-1085,--,-109,--,-740,--,880,219,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),1191,--,350,--,-826,--,-164,--,-891,--,-89,--,94,729,--,--, 
 投资损失(万元),-400,--,-407,--,-550,--,714,--,585,--,75,--,-368,-306,--,--, 
 递延所得税资产减少(万元),-13,--,-55,--,12,--,70,--,-68,--,37,--,-222,-56,--,--, 
 递延所得税负债增加(万元),19,--,-0,--,0,--,47,--,-4,--,13,--,4,-33,--,--, 
 存货的减少(万元),-3292,--,-2770,--,-4889,--,-1234,--,-1713,--,438,--,-2320,1287,--,--, 
 经营性应收项目的减少(万元),-4589,--,-6385,--,693,--,-3908,--,-3271,--,-4759,--,-2240,-1079,--,--, 
 经营性应付项目的增加(万元),3239,--,4856,--,1249,--,3256,--,972,--,1436,--,323,-133,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),10227,--,3717,--,7274,--,4151,--,5812,--,2472,--,4183,6475,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),12273,6866,15071,18708,13914,10730,13283,5227,7098,2740,4504,3711,4668,4920,6063,6130, 
 现金的期初余额(万元),13914,13914,13914,13914,7098,7098,7098,7098,4668,4668,4668,4668,4920,6063,6130,1733, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1641,-7048,1157,4794,6816,3632,6185,-1871,2430,-1929,-164,-958,-252,-1143,-66,4397, 

