 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11424,11423,6223,3004,6,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9957,6509,8689,5831,7600,10663, 
 投资所支付的现金(万元),6800,6800,10700,7500,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16757,13309,19389,13331,7600,10663, 
 投资活动产生的现金流量净额(万元),-5333,-1886,-13166,-10327,-7595,-10663, 
 吸收投资收到的现金(万元),--,--,3192,3192,3993,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),6666,3770,7132,7132,8301,1028, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3518,2997,5245,3217,7320,7168, 
 筹资活动现金流入小计(万元),10184,6767,15569,13541,19614,8196, 
 偿还债务支付的现金(万元),4702,4629,7670,6715,3605,1744, 
 分配股利、利润或偿付利息所支付的现金(万元),2967,2902,1742,1675,5324,94, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),5827,2905,5379,4043,6995,5545, 
 筹资活动现金流出小计(万元),13496,10436,14791,12433,15924,7383, 
 筹资活动产生的现金流量净额(万元),-3312,-3669,778,1108,3690,814, 
 汇率变动对现金及现金等价物的影响(万元),-630,-439,999,203,691,-204, 
 现金及现金等价物净增加额(万元),3433,561,1550,3434,5294,-2360, 
 加:期初现金及现金等价物余额(万元),10509,10509,8959,8959,3665,6025, 
 期末现金及现金等价物余额(万元),13942,11071,10509,12393,8959,3665, 
 净利润(万元),9314,5918,12313,--,5960,4517, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),1038,714,579,--,482,287, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2886,1837,3178,--,2745,1913, 
 无形资产摊销(万元),76,48,79,--,63,57, 
 长期待摊费用摊销(万元),432,269,391,--,192,50, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2,-5,-12,--,68,18, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),801,540,-750,--,-357,295, 
 投资损失(万元),--,--,--,--,--,--, 
 递延所得税资产减少(万元),-163,-138,186,--,-150,-281, 
 递延所得税负债增加(万元),23,21,69,--,33,18, 
 存货的减少(万元),-3885,-2919,-1743,--,-1193,-1198, 
 经营性应收项目的减少(万元),-5183,-4125,-4688,--,-2975,-1217, 
 经营性应付项目的增加(万元),7372,4395,3337,--,3542,2395, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,99,841, 
 经营活动产生现金流量净额(万元),12708,6555,12939,--,8507,7693, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),13942,11071,10509,12393,8959,3665, 
 现金的期初余额(万元),10509,10509,8959,8959,3665,6025, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),3433,561,1550,3434,5294,-2360, 

