 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 取得借款收到的现金(万元),34198,39523,31115,22905,8700,29383,18675,11555,4000,26920,20992,11492,6000,13006,8990,5990,3000,10300,5300,5300,2300,13000,11000,8000,2000,16000,15703,9548, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4486,2832,891,681,--,713,21,15,--,407,--,--,--,--,--,--,--,--,--,--,--,131,--,--,--,--,--,1120, 
 筹资活动现金流入小计(万元),38684,62903,52644,44178,29243,30409,18696,11570,4000,30458,21482,11982,6490,13161,8990,5990,3000,10300,5300,5300,2300,45660,44443,41443,2000,16000,15703,10668, 
 偿还债务支付的现金(万元),9079,22683,17215,12955,3727,31850,19242,6972,2500,20610,11524,11524,7091,12275,5720,5000,3000,12650,9850,5300,2300,17000,15552,8000,1000,15653,9448,9555, 
 分配股利、利润或偿付利息所支付的现金(万元),1216,4982,4540,4087,485,3615,3329,2787,275,3471,2962,616,182,2748,2515,1058,121,2174,1926,1799,187,2062,1897,1656,1120,3656,605,4524, 
 其中：子公司支付给少数股东的股利、利润(万元),--,98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),6702,4394,4262,1668,1829,1224,413,172,20,280,--,--,--,683,--,--,--,--,--,--,--,--,--,15,--,35,96,340, 
 筹资活动现金流出小计(万元),16997,32058,26017,18710,6041,36689,22984,9931,2795,24361,14486,12140,7273,15706,8235,6058,3121,14824,11776,7099,2487,19062,17449,9671,2120,19345,10149,14419, 
 筹资活动产生的现金流量净额(万元),21686,30845,26626,25468,23202,-6281,-4288,1639,1205,6098,6996,-158,-783,-2545,755,-68,-121,-4524,-6476,-1799,-187,26598,26994,31772,-120,-3345,5554,-3751, 
 汇率变动对现金及现金等价物的影响(万元),-103,-193,-99,-18,3,160,70,46,-7,238,155,64,27,22,26,20,2,-82,-53,-33,-14,-13,13,7,-1,-35,-35,-9, 
 现金及现金等价物净增加额(万元),5294,-6112,-5783,-1476,-137,4310,2902,7390,1936,5695,2243,-1112,-3254,-11942,-3565,-1500,-3105,-8996,-8814,-5884,-2713,26733,25188,31199,-486,-812,2870,-619, 
 加:期初现金及现金等价物余额(万元),14224,20336,20336,20336,20336,16027,16027,16027,16027,10331,19781,19781,20017,22273,24940,23746,23643,31269,31526,31526,31526,4536,4536,4536,4536,5347,2478,3096, 
 期末现金及现金等价物余额(万元),19519,14224,14553,18860,20200,20336,18929,23417,17963,16027,22024,18669,16763,10331,21375,22246,20538,22273,22712,25642,28812,31269,29724,35735,4049,4536,5347,2478, 
 净利润(万元),--,16768,--,7694,--,14744,--,7183,--,11327,--,5014,--,9110,--,3947,--,9130,--,3919,--,7425,--,3181,--,6246,6361,4480, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1254,--,499,--,430,--,137,--,-644,--,-457,--,355,--,85,--,597,--,338,--,505,--,--,--,274,153,114, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3511,--,1682,--,3265,--,1543,--,2168,--,830,--,1447,--,704,--,1428,--,692,--,1004,--,490,--,887,844,825, 
 无形资产摊销(万元),--,1302,--,333,--,375,--,178,--,316,--,141,--,273,--,127,--,230,--,112,--,189,--,93,--,199,47,47, 
 长期待摊费用摊销(万元),--,3,--,1,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,2, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,23,--,-3,--,-1284,--,-1284,--,-77,--,-2,--,8,--,-7,--,9,--,-1,--,18,--,-0,--,-1,-0,1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1654,--,586,--,1079,--,620,--,888,--,502,--,727,--,264,--,708,--,355,--,940,--,534,--,931,643,453, 
 投资损失(万元),--,-195,--,6,--,-122,--,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-9,-19, 
 递延所得税资产减少(万元),--,-178,--,-200,--,-85,--,-47,--,105,--,103,--,-99,--,7,--,-105,--,-46,--,-58,--,44,--,-53,-9,-39, 
 递延所得税负债增加(万元),--,-136,--,653,--,-22,--,204,--,-82,--,4,--,-3,--,-10,--,-27,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-9940,--,-10455,--,-1158,--,-380,--,969,--,1221,--,-1775,--,-536,--,-447,--,-823,--,-1379,--,-420,--,-233,-2085,-664, 
 经营性应收项目的减少(万元),--,-13550,--,-27432,--,-10442,--,-4819,--,-9104,--,-2348,--,-5353,--,-2726,--,-4566,--,-4893,--,-5289,--,-6466,--,-476,-4483,-2127, 
 经营性应付项目的增加(万元),--,2504,--,25051,--,11549,--,4534,--,3141,--,-582,--,6450,--,1584,--,1161,--,1803,--,2216,--,2830,--,-2055,2233,2217, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,3018,--,-1585,--,18329,--,7876,--,9006,--,4427,--,11140,--,3440,--,8118,--,1321,--,5571,--,286,--,5719,3697,5290, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),19519,14224,14553,18860,20200,20336,18929,23417,17963,16027,22024,18669,16763,10331,21375,22246,20538,22273,22712,25642,28812,31269,29724,35735,4049,4536,5347,2478, 
 现金的期初余额(万元),14224,20336,20336,20336,20336,16027,16027,16027,16027,10331,19781,19781,20017,22273,24940,23746,23643,31269,31526,31526,31526,4536,4536,4536,4536,5347,2478,3096, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),5294,-6112,-5783,-1476,-137,4310,2902,7390,1936,5695,2243,-1112,-3254,-11942,-3565,-1500,-3105,-8996,-8814,-5884,-2713,26733,25188,31199,-486,-812,2870,-619, 

