 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),17,10265,20213,15151,10076,14049,23146,13065,12275,746,23162,3420,0,53,53,40,0,61,0,0,1830,1,42, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2254,12046,11087,5996,2790,5849,4473,4178,1895,4619,2343,1405,404,6882,5529,3654,1102,3564,2067,1539,10166,6286,4555, 
 投资所支付的现金(万元),0,--,15000,10000,5000,10000,20500,10500,--,13426,38350,24250,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,364,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2254,12046,26087,15996,7790,15849,24973,14678,1895,18046,40693,25655,404,6882,5529,3654,1102,3564,2067,1539,10166,6650,4555, 
 投资活动产生的现金流量净额(万元),-2238,-1781,-5874,-845,2286,-1799,-1827,-1613,10380,-17299,-17531,-22234,-404,-6829,-5476,-3614,-1102,-3503,-2067,-1539,-8336,-6649,-4513, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,40419,41749,41749,40419,--,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1000,4588,3200,2000,--,--,--,--,--,1100,1100,1100,1100,23268,19918,10568,2308,18086,20178,6750,18228,16778,14600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1287,372,--,276,--,--,1069,207,1075,--,--,--,898,--,--,--,--,--,--,1530,700,--, 
 筹资活动现金流入小计(万元),1000,5875,3572,2000,276,0,0,1069,207,42595,42849,42849,41519,24166,19918,10568,2308,18086,20178,6750,19758,17478,14600, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,20400,20400,15400,1400,22054,19626,8308,3968,17378,20228,11800,16178,17026,14406, 
 分配股利、利润或偿付利息所支付的现金(万元),55,3669,3620,3600,--,976,990,990,19,2362,2333,436,273,5469,1188,697,321,2725,1330,728,1225,2721,1378, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),356,--,0,231,--,1487,782,--,--,--,1090,1090,417,186,1387,142,20,2070,--,--,2230,--,--, 
 筹资活动现金流出小计(万元),411,3669,3620,3831,0,2463,1772,990,19,22762,23823,16926,2090,27709,22201,9147,4309,22173,21558,12528,19633,19747,15784, 
 筹资活动产生的现金流量净额(万元),589,2206,-48,-1831,276,-2463,-1772,79,188,19833,19026,25923,39429,-3543,-2283,1421,-2001,-4087,-1380,-5778,125,-2269,-1184, 
 汇率变动对现金及现金等价物的影响(万元),-453,-294,231,133,7,-87,-8,13,-7,-193,158,94,58,25,36,41,-6,-236,-68,-4,-41,-19,-16, 
 现金及现金等价物净增加额(万元),-5813,12421,4543,1731,6042,1062,1624,1052,11899,3450,2905,1374,38048,-266,1158,3007,432,17,635,-1568,289,507,661, 
 加:期初现金及现金等价物余额(万元),20534,8114,8114,8114,8114,7052,7052,7052,7052,3602,3602,3602,3602,3868,3868,3868,3868,3851,3216,3216,2927,2420,1759, 
 期末现金及现金等价物余额(万元),14721,20534,12656,9845,14156,8114,8676,8104,18951,7052,6507,4976,41650,3602,5027,6876,4301,3868,3851,1648,3216,2927,2420, 
 净利润(万元),--,15056,--,11867,--,10468,--,3625,--,3692,--,2214,--,8207,--,5781,--,9640,8082,4228,8974,5765,3162, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,481,--,91,--,344,--,18,--,84,--,15,--,-4,--,-32,--,32,-172,-210,99,194,-16, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,5711,--,2830,--,5090,--,2513,--,5107,--,2578,--,4927,--,2394,--,4307,3709,1808,3160,2931,2624, 
 无形资产摊销(万元),--,147,--,75,--,149,--,75,--,149,--,77,--,149,--,75,--,148,142,70,108,75,55, 
 长期待摊费用摊销(万元),--,0,--,--,--,--,--,--,--,41,--,4,--,8,--,4,--,18,17,15,36,36,36, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,654,--,4,--,600,--,183,--,-21,--,-1,--,-7,--,--,--,--,--,0,-152,-1,227, 
 固定资产报废损失(万元),--,--,--,342,--,--,--,--,--,--,--,--,--,105,--,105,--,351,252,0,897,483,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,42,--,--,--,--,--,11,--,511,--,303,--,1355,--,666,--,1375,1330,728,1225,1060,1116, 
 投资损失(万元),--,-163,--,-90,--,-286,--,-142,--,-491,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-73,--,-1,--,-78,--,57,--,26,--,-26,--,61,--,80,--,29,209,214,-507,-273,-22, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-953,--,-3073,--,-487,--,-543,--,219,--,272,--,643,--,730,--,221,2452,1561,-2605,-535,1249, 
 经营性应收项目的减少(万元),--,-9101,--,-7230,--,-14209,--,-6322,--,-5507,--,-6606,--,-3802,--,-6719,--,-11485,-11794,-3563,-5308,1275,-670, 
 经营性应付项目的增加(万元),--,-801,--,-310,--,5308,--,2029,--,-3775,--,-1678,--,-2459,--,2169,--,5205,723,2901,2616,-4572,-138, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,1287,--,-231,--,-1487,--,1069,--,1075,--,439,--,898,--,-92,--,-2000,-800,-2000,--,3006,-1250, 
 经营活动产生现金流量净额(万元),--,12289,--,4275,--,5411,--,2573,--,1109,--,-2408,--,10081,--,5159,--,7842,4151,5753,8542,9444,6374, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),14721,20534,12656,9845,14156,8114,8676,8104,18951,7052,6507,4976,41650,3602,5027,6876,4301,3868,3851,1648,3216,2927,2420, 
 现金的期初余额(万元),20534,8114,8114,8114,8114,7052,7052,7052,7052,3602,3602,3602,3602,3868,3868,3868,3868,3851,3216,3216,2927,2420,1759, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5813,12421,4543,1731,6042,1062,1624,1052,11899,3450,2905,1374,38048,-266,1158,3007,432,17,635,-1568,289,507,661, 

