报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1259,1174,1075,1000,1094,1462,1105,1347,1044,2481,1589,1941,1553,3561,1604,2006,1674,4026,3927,3022,1546,2613,1717,1124,
营业外收入(万元),121,107,0,623,47,686,629,333,313,381,56,56,--,573,206,134,70,843,262,624,95,399,138,158,
营业外支出(万元),--,0,0,0,0,3,3,1,1,1,3,0,0,106,95,95,0,280,1,1,0,12,5,3,
非流动资产处置损失(万元),--,--,--,--,--,3,--,--,--,1,--,--,--,97,--,--,--,--,1,1,--,--,--,--,
利润总额(万元),1380,1282,1075,1623,1141,2145,1732,1679,1357,2860,1642,1997,1553,4029,1715,2045,1744,4588,4188,3645,1640,3001,1849,1279,
所得税费用(万元),238,627,440,466,355,721,510,436,290,624,490,472,306,848,491,493,380,1052,900,763,414,700,434,329,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1142,654,635,1158,786,1425,1222,1243,1067,2236,1152,1525,1247,3181,1223,1552,1364,3536,3289,2882,1226,2300,1416,949,
归属于母公司所有者的净利润(万元),580,581,605,1101,709,1476,1270,1271,1089,2319,1203,1577,1277,3321,1275,1634,1413,3584,3289,2876,1224,2261,1368,910,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-57,
少数股东损益(万元),562,73,30,57,77,-52,-49,-28,-22,-83,-52,-52,-30,-140,-52,-82,-49,-47,--,6,3,40,47,40,
基本每股收益,0.09,0.09,0.1,0.18,0.12,0.24,0.21,0.21,0.18,0.43,0.24,0.34,0.28,0.72,0.28,0.36,0.31,0.78,0.75,0.76,0.32,0.59,0.36,0.3,
稀释每股收益,0.09,0.09,0.1,0.18,0.12,0.24,0.21,0.21,0.18,0.43,0.24,0.34,0.28,0.72,0.28,0.36,0.31,0.78,0.75,0.76,0.32,0.59,0.36,0.3,
