报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),595,2690,1789,1486,652,2298,1390,1150,686,1687,1211,790,296,1050,733,317,92,1360,903,1621,1583,487,42,
销售费用(万元),1968,7816,5580,3732,1644,6399,4876,3269,1429,5581,3880,2338,849,4453,2955,1875,948,3701,2408,3449,3166,2894,1449,
管理费用(万元),5463,23218,17227,11669,5791,20937,14644,9147,4851,19376,13964,7286,3579,13251,9573,6387,2933,11223,8097,12710,13003,8322,2422,
财务费用(万元),974,1422,1215,472,439,1062,897,828,95,3009,1218,468,538,-14,519,305,145,-466,-311,107,-250,194,167,
资产减值损失(万元),909,-1612,9730,4655,1569,-3290,7516,3651,6870,13023,15018,11313,6682,4586,-156,554,1346,-9292,-6751,22258,1480,792,282,
公允价值变动收益(万元),-653,105,--,--,--,--,--,--,-78,--,--,--,--,--,--,--,--,--,--,--,-22,22,1,
投资收益(万元),1438,4783,3903,2518,1427,4788,3987,2748,1609,7577,5287,3699,1053,2141,698,480,336,864,593,--,25,--,--,
对联营企业和合营企业的投资收益(万元),--,168,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),12054,67694,42636,28816,11608,97024,69708,50503,18118,74353,47857,31484,12304,48162,38512,26021,11741,69819,48676,57085,71518,63688,13862,
营业外收入(万元),16,33,719,501,165,1813,1401,1257,450,2238,1618,238,135,2448,2189,321,90,731,238,2022,1029,684,188,
营业外支出(万元),151,212,292,269,49,455,291,315,28,1215,1083,995,26,299,157,74,69,730,300,508,82,114,4,
非流动资产处置损失(万元),--,--,316,181,--,--,--,--,--,--,--,--,--,91,--,3,--,269,--,115,9,13,--,
利润总额(万元),11919,67514,43062,29048,11724,98382,70817,51446,18540,75376,48393,30727,12413,50311,40544,26268,11761,69820,48614,58600,72465,64258,14045,
所得税费用(万元),1709,8994,6064,4064,1691,13606,9588,7262,2534,10647,7021,3779,1582,7101,7706,4713,1506,10265,7911,8352,11359,9090,1676,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),10210,58520,36998,24983,10034,84776,61229,44184,16006,64729,41372,26948,10831,43209,32838,21556,10255,59555,40704,50248,61106,55168,12369,
归属于母公司所有者的净利润(万元),10161,58519,36993,24972,10031,84774,61230,44186,15972,64729,41372,26948,10831,43209,32838,21556,10255,59555,40704,50248,61106,55168,12369,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),49,1,6,12,2,2,-1,-2,34,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.25,1.46,0.92,0.62,0.28,2.11,1.52,1.1,0.4,1.61,1.03,0.67,0.27,1.21,0.96,0.63,0.3,1.74,1.19,1.47,1.79,1.61,0.36,
稀释每股收益,0.25,1.46,0.92,0.62,0.28,2.11,1.52,1.1,0.4,1.61,1.03,0.67,0.27,1.21,0.96,0.63,0.3,1.74,1.19,1.47,1.79,1.61,0.36,
