报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13465,3398,23208,16299,9031,2321,7164,3741,1844,138,3837,2235,1508,149,2928,2893,1971,184,3281,2292,3637,3541,
营业外收入(万元),32,13,88,586,470,211,804,460,282,46,662,515,428,53,422,148,109,22,534,476,1186,933,
营业外支出(万元),111,1,23,23,6,0,8,7,6,6,24,22,11,--,3,2,1,1,17,16,1,12,
非流动资产处置损失(万元),--,--,--,3,1,0,3,3,2,2,13,12,1,--,1,1,--,--,1,0,0,8,
利润总额(万元),13386,3410,23273,16862,9495,2531,7960,4194,2119,178,4475,2728,1925,202,3348,3039,2078,205,3798,2753,4822,4462,
所得税费用(万元),1908,440,3271,2605,1324,366,676,295,125,-26,541,355,272,30,435,467,299,36,522,388,651,653,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11478,2969,20002,14257,8171,2165,7284,3899,1995,205,3934,2373,1653,172,2913,2572,1779,169,3277,2365,4171,3809,
归属于母公司所有者的净利润(万元),11478,3000,19759,14257,8171,2165,7284,3899,1995,205,3934,2373,1653,172,2913,2572,1779,169,3277,2365,4171,3809,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-0,-31,243,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.59,0.15,1.05,0.76,0.44,0.12,0.45,0.23,0.12,0.01,0.26,0.4,0.28,0.03,0.65,0.57,0.4,0.04,0.73,0.53,0.93,0.85,
稀释每股收益,0.59,0.15,1.04,0.75,0.44,0.12,0.44,0.23,0.12,0.01,0.26,0.4,0.28,0.03,0.65,0.57,0.4,0.04,0.73,0.53,0.93,0.85,
