报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
管理费用(万元),22650,14523,51342,23164,119027,69997,43898,20572,95741,59781,38724,18268,79889,47441,30130,14346,63076,40853,26155,12443,56147,35150,22829,10899,46989,29662,19356,9779,40230,25529,16500,8143,31003,19027,11954,5889,23986,13130,4062,19191,14191,
财务费用(万元),-1500,-1885,-770,801,1181,706,260,-58,-1597,-828,-670,-130,-793,-436,-363,-220,-933,-814,-685,-431,-1669,-1271,-974,-501,-1452,-1076,-868,-428,-1369,-962,-664,-356,-234,7,255,146,1350,1084,401,2699,2096,
资产减值损失(万元),2906,485,446,-407,2929,1438,1063,-102,952,613,47,74,2174,548,-134,-670,2104,1149,516,257,1936,1225,443,-216,1698,923,512,201,682,499,487,--,277,139,-60,-118,301,-3,0,344,514,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
投资收益(万元),12044,11688,10709,268,5146,915,630,229,1325,723,551,197,685,523,261,160,2676,1128,351,188,658,-199,-195,-114,159,-8,88,52,760,710,641,9,-30,159,104,95,236,88,0,227,151,
对联营企业和合营企业的投资收益(万元),457,606,271,-2,142,-97,-146,-97,-427,-294,-130,-15,-261,107,74,55,221,-204,-147,-159,201,-199,-195,-114,159,-8,--,52,760,710,641,9,-30,159,104,0,218,88,0,227,151,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业利润(万元),86709,64594,18554,-4344,73681,43075,4588,-12025,38232,19662,-513,-8521,31463,11432,-5679,-6820,19821,9810,-1833,-4379,26408,12328,1445,-2971,23860,16419,5030,-1692,21561,12477,3639,-4059,14020,7400,2862,556,12791,6765,-1392,6176,6966,
营业外收入(万元),390,104,147,54,1144,3452,2761,6821,23727,14247,9105,5496,21776,14821,9098,5694,20867,13401,9207,5943,17311,9970,6296,3707,13062,8458,6267,3499,8320,3966,3051,1939,9015,5881,3948,1299,5328,3476,1171,4835,3484,
营业外支出(万元),228,118,81,5,216,111,89,12,230,54,33,6,401,122,105,16,98,69,51,17,134,49,40,3,140,101,21,4,176,51,35,5,123,65,39,1,195,104,4,152,38,
非流动资产处置损失(万元),--,--,--,--,--,23,17,11,112,44,26,3,35,23,7,1,69,42,31,4,37,15,8,3,46,24,17,4,31,13,10,5,33,--,4,1,127,--,3,0,33,
利润总额(万元),86871,64579,18619,-4295,74609,46417,7260,-5215,61729,33855,8559,-3031,52838,26131,3314,-1142,40590,23141,7323,1548,43585,22250,7701,733,36781,24776,11276,1803,29705,16393,6655,-2125,22911,13217,6771,1854,17924,10137,-226,10858,10412,
所得税费用(万元),3997,5025,3697,-1965,4606,4103,-486,-1647,5989,3309,1720,-1133,4545,1593,-642,286,3418,1714,409,-34,4350,1730,740,32,4174,2771,1265,358,2969,1439,158,-273,3465,980,566,105,1622,668,117,318,1526,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
净利润(万元),82875,59554,14922,-2331,70003,42314,7745,-3569,55740,30546,6839,-1897,48293,24538,3956,-1428,37172,21427,6914,1582,39235,20520,6961,701,32607,22005,10011,1445,26736,14954,6497,-1852,19446,12237,6205,1749,16301,9470,-343,10541,8887,
归属于母公司所有者的净利润(万元),58130,40243,11733,-668,47230,27115,5182,-1859,31946,17612,3853,-1011,26234,13830,2162,-1040,24175,13654,5278,950,23918,12300,4520,693,22372,15192,7111,690,17867,10347,4861,-1347,13860,8866,4824,1492,10626,6788,-306,6917,6059,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
少数股东损益(万元),24744,19311,3190,-1663,22773,15200,2563,-1710,23794,12933,2986,-886,22059,10707,1794,-388,12996,7773,1636,631,15317,8220,2441,8,10234,6814,2900,755,8869,4607,1636,-505,5586,3371,1381,257,5675,2682,-37,3624,2827,
基本每股收益,1,0.69,0.2,-0.01,0.85,0.5,0.1,-0.03,0.59,0.33,0.07,-0.02,0.49,0.26,0.04,-0.03,0.69,0.39,0.15,0.03,0.68,0.35,0.13,0.02,0.64,0.43,0.2,0.02,0.51,0.29,0.14,-0.08,0.9,0.61,0.37,0.11,0.81,0.52,-0.02,0.53,0.46,
稀释每股收益,1,0.69,0.2,-0.01,0.85,0.5,0.1,-0.03,0.59,0.33,0.07,-0.02,0.49,0.26,0.04,-0.03,0.69,0.39,0.15,0.03,0.68,0.35,0.13,0.02,0.64,0.43,0.2,0.02,0.51,0.29,0.14,-0.08,0.9,0.61,0.37,0.11,0.81,0.52,-0.02,0.53,0.46,
