报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1025,544,1656,1131,763,547,624,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
销售费用(万元),2276,1120,3885,2793,1552,765,1356,869,454,177,620,436,274,114,529,423,310,189,646,--,292,144,563,530,191,142,
管理费用(万元),31007,16527,45423,29722,17219,5361,14954,10529,6713,3142,10175,6684,4279,1985,7410,5408,3641,1634,6289,--,3044,1499,6184,4504,2154,1958,
财务费用(万元),24530,11580,31205,21258,13794,6640,17224,11611,7331,3649,12750,9507,6085,3044,10310,7900,5308,3021,7605,--,2844,1279,5092,4128,1515,1354,
资产减值损失(万元),5,7,46,47,15,10,1,29,6,5,1,1,0,5,-0,1,-0,3,-1,--,-1,--,-17,-47,-37,40,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),3002,682,2152,1451,1102,830,812,731,625,196,133,144,77,71,199,90,121,33,10,--,84,--,109,-91,929,-70,
对联营企业和合营企业的投资收益(万元),793,507,699,516,363,170,295,240,164,90,91,108,40,46,75,53,121,33,--,--,--,--,--,--,--,--,
汇兑收益(万元),-1567,319,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-7594,14443,238957,182117,120081,67136,222801,170391,103465,35247,50543,23428,1487,-3825,2098,-1854,-9621,-6584,25981,--,5742,2665,30134,34503,6844,8306,
营业外收入(万元),1547,524,1879,1285,467,986,9665,5884,3846,1603,9158,4517,3224,1808,6062,2153,1580,1015,4438,--,1838,269,3284,1714,1755,1284,
营业外支出(万元),1811,1364,4280,2181,521,119,276,82,68,54,116,45,28,3,140,29,5,3,36,--,23,19,172,554,38,155,
非流动资产处置损失(万元),--,--,--,122,38,9,235,82,68,54,113,45,28,3,139,28,4,3,--,--,--,0,--,--,--,--,
利润总额(万元),-7858,13604,236556,181221,120027,68004,232190,176193,107243,36796,59585,27900,4683,-2019,8020,270,-8046,-5572,30383,--,7558,2914,33245,35664,8561,9435,
所得税费用(万元),8,-0,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,224,--,--,--,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-7866,13604,236553,181221,120027,68004,232190,176193,107243,36796,59585,27900,4683,-2019,8020,270,-8046,-5572,30383,--,7558,2914,33021,35664,8561,9435,
归属于母公司所有者的净利润(万元),-7866,13604,236553,181221,120027,68004,232190,176193,107243,36796,59585,27900,4683,-2019,8020,270,-8046,-5572,30383,14738,7558,2914,33021,35664,8561,9435,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,-0.04,0.12,2.12,1.64,1.12,0.66,2.25,1.7,2.07,0.71,1.23,0.58,0.1,-0.08,0.33,0.01,-0.34,-0.26,1.43,--,0.36,0.14,1.56,1.68,0.43,0.47,
稀释每股收益,-0.04,0.12,2.12,1.64,1.12,0.66,2.25,1.7,2.07,0.71,1.23,0.58,0.1,-0.08,0.33,0.01,-0.34,-0.26,1.43,--,0.36,0.14,1.56,1.68,0.43,0.47,
