报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),10550,6180,15911,13250,8764,4557,12656,7970,5782,3204,10523,7376,5441,3118,7333,5841,4154,2510,6182,4702,3741,2517,4909,3834,230,1,
销售费用(万元),117649,61879,195655,151860,97684,49129,155990,111970,64431,40385,122722,91361,61760,37777,105048,73556,50497,28363,89899,64709,44835,24911,72293,68058,58416,44704,
管理费用(万元),36294,17124,60672,48732,28181,16096,51969,41175,29150,15452,53490,39814,27631,15428,48652,38143,26386,12434,45409,36154,26429,14156,39224,30223,29674,27023,
财务费用(万元),-6788,-3035,-8200,-6080,-4486,-2747,-4568,-2955,-2040,-1293,-4879,-3939,-2991,-2095,-4863,-2937,-1561,-706,-1498,-1191,-950,-523,-1201,-695,-1176,-1655,
资产减值损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1378,
投资收益(万元),11591,6313,14366,12788,7913,3454,8708,6012,4201,1764,7057,5027,3612,--,--,--,--,--,--,--,--,--,--,77,599,1117,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),265885,143976,421082,299752,213909,115657,340197,244909,178824,96817,298914,221130,159748,86905,240512,180957,127596,72147,189615,141427,99661,57789,148307,117312,95392,104738,
营业外收入(万元),1,--,547,422,383,660,1284,606,230,31,2283,800,371,333,8924,8250,8003,6260,8129,6713,6887,151,866,587,2072,1094,
营业外支出(万元),--,--,101,127,27,27,143,137,132,32,67,63,12,0,213,176,155,147,182,141,103,12,209,341,204,168,
非流动资产处置损失(万元),--,--,--,27,27,27,38,37,32,32,62,58,7,0,206,169,148,147,182,141,103,12,150,136,48,115,
利润总额(万元),265886,143976,421529,300047,214265,116290,341338,245377,178923,96816,301130,221867,160107,87238,249223,189031,135444,78260,197562,147999,106445,57928,148964,117559,97260,105664,
所得税费用(万元),41003,23650,68381,46214,32070,18719,57024,41431,30331,15839,50167,37750,26586,13878,40232,35778,25903,14835,36920,27471,20056,11031,28207,21990,15842,17875,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),224883,120327,353148,253833,182195,97571,284313,203946,148593,80976,250963,184117,133521,73360,208991,153254,109541,63425,160642,120528,86389,46897,120757,95568,81418,87789,
归属于母公司所有者的净利润(万元),224802,120277,353144,253894,182319,97695,284313,203946,148593,80976,250963,184117,133521,73360,209028,153280,109545,63425,160642,120528,86389,46897,120757,95568,66027,70668,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),82,49,4,-61,-123,-124,--,--,--,--,--,--,--,--,-37,-26,-4,--,--,--,--,--,--,--,15392,17122,
基本每股收益,0.83,0.45,1.31,0.94,0.68,0.36,1.05,0.76,0.55,0.3,0.93,0.68,0.49,0.49,1.4,1.03,0.74,0.86,2.26,1.7,1.22,0.66,1.7,1.34,1.28,--,
稀释每股收益,0.83,0.45,1.31,0.94,0.68,0.36,1.05,0.76,0.55,0.3,0.93,0.68,0.49,0.49,1.4,1.03,0.74,0.86,2.26,1.7,1.22,0.66,1.7,1.34,1.28,--,
