报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-08-31,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
营业税金及附加(万元),49,653,200,150,93,1165,201,172,82,453,3,2,--,10,--,--,--,--,--,0,--,3,2,2,--,3,1,1,0,27,24,11,4,3,--,0,0,--,0,0,--,--,0,0,0,0,1,8,8,8,173,79,76,3,
销售费用(万元),1483,20931,9871,6778,1271,18065,8067,6038,2965,11596,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,0,1,1,1,1,4,4,3,2,165,95,85,44,
管理费用(万元),1662,6633,5091,3331,1491,5167,3176,1971,1093,4100,343,259,72,364,258,169,37,245,187,113,78,297,285,162,66,307,254,199,75,295,238,151,96,347,251,161,65,401,230,180,148,43,1761,993,572,291,598,1104,800,249,5274,3091,2255,877,
财务费用(万元),841,1116,-56,287,871,881,745,381,93,1105,-0,-0,-0,0,0,-1,-1,-4,-3,-2,-1,-6,-5,-3,-1,-9,-4,-4,-1,-1,-0,-0,-0,0,0,0,-0,0,0,0,0,--,8759,6139,3970,1763,5817,3897,2597,126,5864,7091,6223,110,
资产减值损失(万元),-811,14034,1201,-414,-851,4273,-687,-438,-556,1511,-23,-19,-27,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,2,2,2,--,0,--,0,0,118219,--,0,0,
公允价值变动收益(万元),-180,15,126,-162,279,165,501,1001,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,-8,-8,-7,-4,11,6,6,2,6,3,3,0,
投资收益(万元),234,1335,1280,1329,414,4033,2183,586,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,-119,-486,-276,-56,933,-2681,-1821,-868,
对联营企业和合营企业的投资收益(万元),-41,-224,-158,-109,-5,-108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,-119,-486,0,-56,-1186,--,0,-16,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,0,--,0,0,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
营业利润(万元),2299,36660,20514,6968,1157,45318,-1927,-3389,-2883,26930,9,43,49,281,-259,-168,-37,-240,-185,-112,-78,-40,-45,77,-65,173,62,117,9,117,176,33,-32,-300,-251,-161,-65,-401,-230,-180,-148,-43,-10530,-7142,-4551,-2057,-6511,-5347,-3535,-299,-126865,-13009,-10150,-2477,
营业外收入(万元),--,87,87,87,1,517,1317,14,0,2265,0,--,--,0,0,--,--,0,0,1,1,19,19,6,6,37,37,22,22,10,5,3,1,--,--,0,0,0,0,0,0,--,130745,--,--,--,6999,--,0,0,0,0,0,0,
营业外支出(万元),85,1641,307,307,44,46,43,2,2,186,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,40,0,0,--,--,1,0,0,--,72,--,0,0,1829,1655,1,8,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,138,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,--,72,--,0,0,100,--,0,--,
利润总额(万元),2214,35106,20294,6749,1114,45789,-654,-3377,-2885,29008,9,43,49,281,-258,-168,-37,-240,-185,-111,-77,-21,-25,83,-59,210,99,139,31,127,181,36,-31,-300,-251,-161,-65,-441,-230,-180,-148,-43,120214,-7142,-4551,-2057,416,-5347,-3535,-299,-128694,-14664,-10151,-2485,
所得税费用(万元),1124,2777,3159,1831,324,3626,1412,588,11,2502,68,59,28,151,--,--,--,-1,-1,-1,-1,41,30,46,--,74,42,48,7,64,71,24,5,10,--,0,0,--,0,0,--,--,--,--,--,--,0,0,0,0,0,--,0,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
净利润(万元),1089,32329,17135,4918,790,42164,-2065,-3965,-2896,26506,-59,-16,21,130,-258,-168,-37,-239,-183,-109,-75,-62,-55,38,-59,136,56,91,23,63,111,11,-35,-310,-251,-161,-65,-441,-230,-180,-148,-43,120214,-7142,-4551,-2057,416,-5347,-3535,-299,-128694,-14664,-10151,-2485,
归属于母公司所有者的净利润(万元),1090,32462,17268,5011,841,42207,-2053,-3963,-2896,26507,-59,-16,21,130,-258,-168,-37,-239,-183,-109,-75,-62,-55,38,-59,136,56,91,23,63,111,11,-35,-310,-251,-161,-65,-441,-230,-180,-148,-43,120353,-7107,-4528,-2046,456,-5311,-3511,-299,-125034,-14119,-9879,-2293,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-0,-133,-133,-93,-51,-44,-12,-1,--,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,-139,-35,-23,-12,-40,-36,-25,0,-3660,-545,-272,-192,
基本每股收益,0.01,0.33,0.18,0.05,0.01,0.43,-0.02,-0.04,-0.03,0.62,-0,-0,0,0,-0.01,-0,-0,-0.01,-0,-0,-0,-0,-0,0,-0,0,0,0,0,0,0,0,-0,-0.01,-0.01,-0,-0,-0.01,-0.01,-0,-0,-0,2.91,-0.17,-0.11,-0.05,0.01,-0.13,-0.08,-0.01,-3.02,-0.34,-0.24,-0.06,
稀释每股收益,0.01,0.33,0.18,0.05,0.01,0.43,-0.02,-0.04,-0.03,0.62,-0,-0,0,0,-0.01,-0,-0,-0.01,-0,-0,-0,-0,-0,0,-0,0,0,0,0,0,0,0,-0,-0.01,-0.01,-0,-0,-0.01,-0.01,-0,-0,-0,2.91,-0.17,-0.11,-0.05,0.01,-0.13,-0.08,-0.01,-3.02,-0.34,-0.24,-0.06,
