报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
其他业务成本(万元),20600,40200,26800,22700,14700,34600,18200,14300,11600,67800,51100,41300,23400,61500,26600,19000,12700,77500,64700,35500,9700,34200,19273,8530,4906,20850,47373,28165,17267,32087,18478,14568,2103,38411,24255,12975,489,21866,10083,8806,4450,24648,12421,8625,--,16388,10458,7277,--,--,--,--,0,
营业税金及附加(万元),46500,161000,116200,74100,31400,444400,389800,355000,240900,897600,670100,449300,227400,814700,606000,395300,190900,681300,496700,321200,152900,625800,460398,305130,151255,489889,355200,226243,107236,339539,247561,156680,75703,282581,209562,139300,62698,261263,193450,124132,58607,185422,131555,82859,37994,136030,99090,63277,29972,105130,76988,50628,81805,
销售费用(万元),968000,4104700,2927500,1923600,954100,3723800,2585100,1672800,794800,3203400,2210900,1429200,648400,2847500,2066500,1343700,703400,2583000,1946600,1302100,666100,2381400,1708435,1150817,637560,1955358,1533546,1055360,525679,1648012,1198339,783924,375841,1325348,851576,426330,198183,1267880,904309,575585,270839,953862,617204,356379,162992,747363,491812,304343,130253,520371,359436,213380,392208,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
资产减值损失(万元),1217300,5528500,4014500,2717000,1396100,4910400,3748500,2651200,1328500,3879500,3095000,2029200,931300,2419300,1704800,1170600,452500,1307400,829200,454300,207700,811900,489817,285176,166557,749998,371925,182904,81880,458742,207492,151418,81525,318216,190282,191997,142456,371847,166915,121069,100304,347437,262591,163337,142107,395082,346229,225645,110672,342487,306759,222334,313772,
公允价值变动收益(万元),-210100,-379700,-261000,-217200,-153900,281200,115300,79800,4100,299100,300000,143500,-13200,226200,146300,203700,138400,-156500,-51900,-38000,16000,-18000,5037,-13863,1464,-85984,-37970,372,819,-8763,4881,-2372,-1128,1242,2014,3305,6580,29733,25561,11670,-1213,-21286,-6859,-6416,--,6560,175,-5858,--,--,--,--,0,
投资收益(万元),369600,1358500,839100,613800,366900,703300,420200,371000,196900,46100,49800,68900,73100,-26200,-24000,-62400,-34600,82000,47000,56800,22700,7600,-16516,11762,-205,19442,40633,6697,2036,2221,28095,20702,-161,41312,32376,19536,5678,15974,9516,7749,1988,5414,5776,3113,--,1940,2992,2134,--,2198,2198,1763,1535,
对联营企业和合营企业的投资收益(万元),2500,9700,9600,6500,3400,18000,14000,9500,4700,15900,13900,9100,2700,8200,13800,3500,1900,10600,12800,8400,4700,9200,8269,6364,3341,7247,7811,5311,2186,7567,5509,3722,1749,7025,4190,2644,960,5380,0,4207,1913,2733,0,1336,--,289,--,429,--,--,--,--,0,
汇兑收益(万元),41400,272300,261600,216000,101500,-52800,44900,-118300,-9400,-71300,-86900,-46600,24500,-5300,22000,-1900,-41400,76700,55600,33700,-3800,41700,58428,48513,20120,24300,24385,6278,4413,54042,32885,33669,15606,43063,31202,17210,4279,45680,30557,25476,4965,52964,32017,17921,5571,30932,22439,14841,8628,22334,12999,11301,19635,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
营业利润(万元),1710500,7027500,5391800,3598000,1839700,6966000,5351200,3523900,1843300,6606700,4836100,3121100,1468600,6175100,4573400,2975700,1400700,5352300,3910500,2538700,1164700,4441900,3405069,2250646,1030608,3575673,2622699,1693839,787537,2507205,1917301,1168561,537230,1717837,1358541,897136,386378,1533201,1295988,841022,369594,1076274,807265,550090,348657,598133,407385,260942,262679,880993,682003,468078,703406,
营业外收入(万元),2500,19700,89900,81300,64200,45900,22600,10900,3200,98300,68800,35900,14100,44300,21100,13400,8500,44400,14300,7000,2000,43400,17718,5252,1680,15736,2895,1416,528,24783,17485,15612,338,17155,2299,2259,893,2137,1123,729,422,3032,3426,808,69,7739,4001,3121,165,1992,957,532,4655,
营业外支出(万元),2400,64400,7400,4200,2200,14400,4900,2600,1400,17300,5900,4400,3300,16400,8600,6200,2300,11800,4400,2800,1500,9900,1983,1163,524,7480,1889,1446,141,3897,2181,1289,652,5389,1684,988,337,4992,2561,2217,951,3476,1791,1209,179,2177,757,274,104,1446,639,382,2202,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
利润总额(万元),1710600,6982800,5474300,3675100,1901700,6997500,5368900,3532200,1845100,6687700,4899000,3152600,1479400,6203000,4585900,2982900,1406900,5384900,3920400,2542900,1165200,4475400,3420803,2254735,1031764,3583929,2623704,1693809,787923,2528091,1932606,1182884,536916,1729602,1359156,898407,386934,1530346,1294551,839533,369065,1075830,808900,549689,168446,603695,410629,263789,122097,433923,298574,195267,310281,
所得税费用(万元),264700,1482600,1234700,822900,437000,1629700,1255100,828200,441600,1588000,1151500,740000,348500,1467000,1069200,696200,326100,1264900,919800,592700,270100,1044300,796815,528159,238559,848418,626735,402740,180526,610232,448069,274625,126431,408089,330083,220270,90888,278762,310154,202054,87903,525953,416590,294310,70618,268103,164587,103436,48891,178122,111012,73033,113660,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
净利润(万元),1445900,5500200,4239600,2852200,1464700,5367800,4113800,2704000,1403500,5099700,3747500,2412600,1130900,4736000,3516700,2286700,1080800,4120000,3000600,1950200,895100,3431100,2623988,1726576,793205,2735511,1996969,1291069,607398,1917859,1484537,908259,410484,1321514,1029073,678137,296047,1251583,984397,637479,281163,549878,392310,255379,97829,335592,246042,160353,73206,255800,187562,122234,196620,
归属于母公司所有者的净利润(万元),1430500,5425800,4189200,2816500,1446200,5309900,4068200,2677000,1392200,5060400,3716200,2390300,1119400,4702600,3479900,2265600,1071000,4092200,2981800,1938600,890300,3418600,2612580,1719298,789390,2728598,1990992,1287952,605872,1917721,1483724,908075,410600,1321658,1029009,678069,296044,1251597,984397,637479,281163,549878,392310,255379,97829,335592,246042,160353,73206,255800,187562,122234,196620,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,
少数股东损益(万元),15400,74400,50400,35700,18500,57900,45600,27000,11300,39300,31300,22300,11500,33400,36800,21100,9800,27800,18800,11600,4800,12500,11408,7278,3815,6913,5977,3116,1526,138,812,184,-116,-144,64,68,2,-14,0,0,0,--,0,0,--,--,--,--,--,--,--,--,0,
基本每股收益,0.46,1.84,1.45,0.97,0.63,2.4,1.87,1.23,0.7,2.67,1.99,1.28,0.6,2.52,1.87,1.22,0.57,2.19,1.6,1.04,0.48,1.83,1.4,0.92,0.42,1.46,1.07,0.69,0.42,1.6,1.29,0.79,0.47,1.62,1.3,0.86,0.52,2.21,1.74,1.13,0.65,1.26,0.9,0.59,--,0.85,0.57,0.41,--,--,--,--,0,
稀释每股收益,0.46,1.84,1.45,0.97,0.63,2.4,1.87,1.23,0.7,2.67,1.99,1.28,0.6,2.52,1.87,1.22,0.57,2.19,1.6,1.04,0.48,1.83,1.4,0.92,0.42,1.46,1.07,0.69,0.42,1.6,1.29,0.79,0.47,1.62,1.3,0.86,0.52,2.21,1.74,1.13,0.5,1.26,0.9,0.59,--,0.85,0.57,0.41,--,--,--,--,0,
