报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1014,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,185,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),157,1298,764,565,184,1063,463,288,132,540,391,257,109,509,366,222,68,514,396,252,--,461,363,175,72,297,94,66,
销售费用(万元),1842,8723,6537,4415,1812,7281,5216,3280,1719,5939,4372,2812,1312,5504,3968,2520,974,5532,3907,2689,--,4420,3129,1878,738,4099,3237,2465,
管理费用(万元),3911,15318,9404,6208,2659,10095,7226,4674,2048,8554,5417,3367,1597,7015,4708,3038,1314,6674,4351,2662,--,5316,3051,1976,805,4779,2936,1935,
财务费用(万元),855,1638,993,574,199,849,744,491,286,708,438,315,184,381,210,61,38,212,202,334,--,757,816,559,225,1090,769,528,
资产减值损失(万元),-382,1254,700,499,-242,430,286,137,-110,-644,-712,-457,-449,355,100,85,--,597,233,338,--,505,--,--,--,274,153,114,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),18,195,-7,-6,-4,122,-24,-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,19,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),2239,17719,13845,8587,2365,15347,11588,6971,2072,12804,10170,5778,1763,10826,8470,4718,1381,10517,8375,4622,1588,8345,6616,3862,1629,7246,7428,5097,
营业外收入(万元),211,1872,394,324,14,2036,1692,1624,1465,720,316,269,154,235,88,67,47,527,386,262,226,764,100,27,25,182,150,152,
营业外支出(万元),8,175,31,5,4,53,38,25,5,25,10,9,7,35,34,29,14,42,25,22,9,46,16,10,10,23,39,20,
非流动资产处置损失(万元),--,--,--,--,--,15,15,15,--,3,0,0,0,9,--,--,--,13,--,--,--,23,--,--,--,--,--,--,
利润总额(万元),2442,19416,14208,8906,2376,17331,13242,8570,3532,13499,10476,6039,1910,11026,8525,4756,1415,11002,8737,4862,1805,9063,6700,3879,1644,7406,7539,5230,
所得税费用(万元),194,2649,1938,1212,356,2587,2051,1387,519,2171,1826,1025,403,1916,1500,810,361,1872,1573,944,342,1638,1231,698,284,1160,1178,750,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2248,16768,12271,7694,2020,14744,11191,7183,3013,11327,8650,5014,1507,9110,7025,3947,1054,9130,7164,3919,1463,7425,5469,3181,1360,6246,6361,4480,
归属于母公司所有者的净利润(万元),1955,14053,10554,6453,1652,11985,9361,6066,2599,9620,7482,4483,1350,8243,6605,3789,1002,8790,6932,3784,1423,7408,5450,3173,1358,6205,6305,4201,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),292,2715,1716,1241,367,2759,1830,1117,414,1708,1168,531,157,867,420,157,52,340,231,134,40,17,20,9,2,41,56,279,
基本每股收益,0.04,0.32,0.24,0.15,0.04,0.29,0.23,0.15,0.06,0.24,0.18,0.16,0.05,0.3,0.24,0.14,0.07,0.65,0.51,0.28,0.16,0.93,0.72,0.47,0.2,0.91,0.93,0.62,
稀释每股收益,0.04,0.32,0.24,0.15,0.04,0.29,0.23,0.15,0.06,0.24,0.18,0.16,0.05,0.3,0.24,0.14,0.07,0.65,0.51,0.28,0.16,0.93,0.72,0.47,0.2,0.91,0.93,0.62,
