报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),74,773,538,398,133,900,610,421,153,955,469,271,145,586,408,188,95,305,227,119,49,366,--,145,68,365,313,213,187,
销售费用(万元),3052,18073,12209,7410,4386,16898,12277,7770,4206,16612,11964,6790,3908,12377,8476,3917,1493,5007,3836,2405,1242,5418,--,2359,1310,5204,4401,3284,3429,
管理费用(万元),1417,7630,3597,2190,1090,5329,3282,2020,1115,5565,3762,2233,1291,5739,3352,1927,978,3044,2482,1550,766,2949,--,1460,910,2865,2862,2995,2140,
财务费用(万元),11,222,148,104,-2,130,98,73,27,196,182,155,74,165,116,82,60,178,132,75,38,246,--,200,74,432,608,433,440,
资产减值损失(万元),--,11881,50,44,13,238,82,80,--,240,42,50,--,-810,-565,-565,--,630,80,51,--,498,--,133,--,113,135,262,20,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),19,1066,1032,910,765,805,621,388,192,874,716,450,211,1125,802,486,252,561,354,141,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),445,-15427,2648,1450,955,2388,2624,1325,413,2648,4125,1770,-46,7249,6356,2509,986,4404,4062,1496,672,5734,--,1700,648,6563,5459,4974,4931,
营业外收入(万元),5,246,204,41,32,215,35,24,5,779,1200,823,800,1227,179,147,26,306,42,31,15,690,--,137,118,229,482,270,127,
营业外支出(万元),5,231,35,23,7,316,64,20,2,206,133,49,15,87,12,6,0,65,36,34,--,7,--,2,1,71,41,152,419,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,19,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,29,24,
利润总额(万元),445,-15412,2817,1468,980,2287,2595,1330,417,3221,5193,2544,739,8389,6524,2650,1012,4646,4068,1493,687,6417,--,1835,765,6721,5900,5092,4638,
所得税费用(万元),138,59,237,211,89,405,246,194,114,409,585,392,147,1264,816,311,142,503,327,111,95,642,--,233,111,712,568,687,677,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),307,-15471,2580,1256,891,1882,2349,1136,303,2811,4607,2152,592,7125,5708,2338,869,4143,3741,1382,592,5775,--,1602,654,6009,5332,4404,3961,
归属于母公司所有者的净利润(万元),338,-15413,2584,1256,891,1884,2349,1136,303,2811,4607,2152,592,7125,5708,2338,869,4143,3741,1382,592,5775,4637,1602,654,6009,5332,4404,3961,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-31,-58,-4,--,--,-2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.02,-0.89,0.15,0.12,0.08,0.17,0.22,0.1,0.03,0.26,0.42,0.2,0.05,0.66,0.52,0.22,0.08,0.46,0.41,0.15,0.06,0.74,--,0.2,0.08,0.77,0.69,0.59,0.53,
稀释每股收益,0.02,-0.89,0.15,0.12,0.08,0.17,0.22,0.1,0.03,0.26,0.42,0.2,0.05,0.66,0.52,0.22,0.08,0.46,0.41,0.15,0.06,0.74,--,0.2,0.08,0.77,0.69,0.59,0.53,
