报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
财务费用(万元),624,840,2148,1475,786,292,233,343,81,111,-158,-59,149,67,326,206,103,57,77,-30,-137,-36,-168,-55,8,29,147,304,64,
资产减值损失(万元),431,-6,714,122,123,-18,518,294,294,--,288,151,151,--,609,238,238,--,252,97,142,--,355,42,84,--,176,-146,133,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
投资收益(万元),37,--,9,9,9,9,5,3,3,3,9,9,9,9,17,4,2,--,--,--,--,--,--,--,--,--,--,32,-2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1765,99,2120,1083,1068,769,2876,1459,999,313,5105,3193,1833,514,4809,2781,902,392,5158,4240,2003,912,3666,2709,2019,702,5296,4975,3833,
营业外收入(万元),136,10,726,1088,811,337,651,556,471,161,1195,1200,513,169,976,735,592,275,801,568,427,237,922,1022,884,249,1088,1028,734,
营业外支出(万元),--,--,73,69,1,--,19,14,1,0,4,--,--,--,2,2,2,2,13,3,2,--,10,--,--,--,7,314,36,
非流动资产处置损失(万元),--,--,--,1,1,--,9,4,1,0,4,--,--,--,--,--,--,--,1,1,--,--,--,--,--,--,--,66,22,
利润总额(万元),1901,109,2774,2102,1878,1106,3508,2001,1470,473,6295,4392,2346,682,5783,3514,1492,665,5946,4805,2428,1150,4578,3732,2903,951,6378,5689,4531,
所得税费用(万元),66,129,163,206,11,170,487,301,163,58,939,640,308,69,893,468,178,69,977,740,278,137,613,467,367,112,831,807,688,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1836,-19,2611,1896,1867,936,3022,1700,1307,415,5356,3752,2038,614,4890,3046,1314,596,4969,4065,2150,1013,3964,3265,2536,839,5546,4883,3844,
归属于母公司所有者的净利润(万元),2391,307,3276,2526,2105,1057,3069,1756,1369,439,5377,3769,2041,611,4892,3057,1318,596,4969,4065,2150,1013,3964,3265,2536,839,5546,4882,3844,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1104,974,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-555,-326,-665,-630,-238,-122,-47,-55,-62,-24,-21,-17,-3,3,-2,-10,-4,-0,--,--,--,--,--,--,--,--,--,1,-0,
基本每股收益,0.05,0.01,0.08,0.06,0.05,0.03,0.08,0.04,0.03,0.02,0.24,0.17,0.09,0.05,0.44,0.27,0.12,0.05,0.44,0.36,0.19,0.09,0.4,0.35,0.3,0.1,0.66,0.58,0.46,
稀释每股收益,0.05,0.01,0.08,0.06,0.05,0.03,0.08,0.04,0.03,0.02,0.24,0.17,0.09,0.05,0.44,0.27,0.12,0.05,0.44,0.36,0.19,0.09,0.4,0.35,0.3,0.1,0.66,0.58,0.46,
