报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
投资收益(万元),292,1096,277,253,94,794,372,240,88,1301,565,405,344,1282,603,457,207,506,146,15,34,63,8,3,--,5,36,54,
对联营企业和合营企业的投资收益(万元),--,365,266,95,95,409,365,238,124,583,549,317,317,591,589,457,207,188,99,-19,--,5,--,3,--,4,2,1,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6160,18743,15315,10047,5615,16259,12677,8856,4721,16190,13374,9960,5544,16292,14657,10647,6021,21273,17888,11912,7083,20676,16672,10064,5567,17133,13833,10057,
营业外收入(万元),18,370,11018,11008,124,1445,1064,789,326,563,220,93,38,542,387,244,130,2188,803,522,322,1169,740,368,285,764,477,747,
营业外支出(万元),171,417,11267,10408,23,540,117,38,14,241,132,8,9,389,186,73,38,403,184,97,55,458,221,200,172,663,549,385,
非流动资产处置损失(万元),--,--,12,11,10,23,10,7,6,56,3,3,0,40,33,28,3,35,20,17,11,65,12,9,1,133,272,2,
利润总额(万元),6007,18696,15066,10647,5716,17165,13623,9607,5033,16511,13462,10046,5573,16445,14857,10817,6112,23058,18507,12337,7350,21386,17190,10232,5679,17234,13761,10420,
所得税费用(万元),965,2689,2580,1692,985,2048,2125,1323,717,1838,1235,938,879,2294,2664,1884,1066,3338,2870,1890,1096,3078,2667,1579,683,2675,1877,1751,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5042,16007,12486,8956,4731,15117,11497,8284,4316,14673,12227,9108,4694,14152,12194,8933,5046,19720,15637,10448,6253,18309,14524,8653,4996,14559,11884,8669,
归属于母公司所有者的净利润(万元),5098,16470,12815,9148,4800,15149,11522,8263,4305,14598,12202,9103,4696,14113,12155,8919,5044,19645,15610,10437,6245,18250,14493,8629,4989,14500,11811,8642,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
少数股东损益(万元),-56,-463,-329,-192,-68,-32,-25,21,10,74,25,5,-1,39,39,15,3,75,27,11,8,59,30,24,7,59,73,27,
基本每股收益,0.05,0.17,0.13,0.1,0.05,0.16,0.12,0.09,0.05,0.15,0.13,0.1,0.05,0.15,0.13,0.09,0.05,0.21,0.16,0.22,0.13,0.4,0.32,0.2,0.12,0.34,0.27,0.22,
稀释每股收益,0.05,0.17,0.13,0.1,0.05,0.16,0.12,0.09,0.05,0.15,0.13,0.1,0.05,0.15,0.13,0.09,0.05,0.21,0.16,0.22,0.13,0.4,0.32,0.2,0.12,0.34,0.27,0.22,
