报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业利润(万元),6082,3479,935,8339,4576,2431,805,4885,3680,2281,688,3594,2243,1664,466,5712,5004,2918,447,7173,5056,8725,8595,
营业外收入(万元),140,126,2,16,941,844,10,975,587,483,77,3342,2672,2763,6,602,260,230,119,293,185,371,494,
营业外支出(万元),66,66,65,56,46,6,2,103,92,80,62,114,76,15,10,80,66,47,15,76,52,97,100,
非流动资产处置损失(万元),--,--,--,--,--,--,--,47,47,47,--,45,42,--,--,10,9,8,--,1,0,4,15,
利润总额(万元),6156,3539,872,8299,5472,3270,813,5757,4175,2685,703,6821,4839,4412,463,6234,5199,3101,551,7390,5188,8999,8989,
所得税费用(万元),997,650,240,2138,1130,786,309,1236,686,522,144,1197,645,637,77,910,838,497,100,1109,820,1256,1320,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5159,2889,632,6160,4342,2483,505,4520,3490,2162,559,5625,4195,3775,386,5324,4360,2604,451,6281,4368,7743,7669,
归属于母公司所有者的净利润(万元),4905,2847,782,5609,3822,2367,487,3854,2789,1986,441,5417,4099,3779,386,5324,4360,2604,451,6281,4368,7743,7669,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,
少数股东损益(万元),254,43,-150,551,520,117,18,667,701,177,118,208,96,-4,--,--,0,--,--,--,0,--,--,
基本每股收益,0.15,0.09,0.02,0.17,0.12,0.07,0.02,0.12,0.09,0.06,0.03,0.37,0.28,0.26,0.03,0.45,0.4,0.24,0.04,0.57,0.4,0.7,0.7,
稀释每股收益,0.15,0.09,0.02,0.17,0.12,0.07,0.02,0.12,0.09,0.06,0.03,0.37,0.28,0.26,0.03,0.45,0.4,0.24,0.04,0.57,0.4,0.7,0.7,
