报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业税金及附加(万元),5653,35603,24082,16621,7628,33501,14036,12896,9859,21942,15790,10152,6673,59692,33184,6888,1437,12216,6170,4205,2092,15806,10850,8309,4005,14540,10387,7668,3281,11472,7350,4566,2074,9859,6415,4300,8449,6374,4555,
销售费用(万元),5195,35114,25383,17371,7890,45709,28781,21385,9636,83253,54108,32576,13792,77124,61301,33266,19074,78376,64525,26979,6324,75648,53135,38573,15008,72257,78215,40315,12774,38936,27220,16935,7454,31736,21816,13784,27023,19541,14962,
管理费用(万元),66411,374667,231228,152437,70770,376239,264714,181595,100369,479546,307150,199324,98472,441845,276191,179145,92870,409884,247287,166533,81657,408818,254009,161278,78083,345031,206889,133695,61253,170371,105345,68040,32637,142258,91275,58517,125293,96370,78905,
财务费用(万元),-46136,-21452,-3556,5277,6316,-17416,10748,1965,-851,10585,-1870,-7062,-4426,-106545,6604,-20369,10873,-53137,-54291,-33797,-19574,-55667,-15043,-8669,-6767,-85029,-72587,-33028,-7112,-10522,-780,-1981,1277,5696,4357,3231,471,7188,8680,
资产减值损失(万元),100,219750,101649,80637,274,80503,3637,3174,525,201736,20120,-2121,-4479,51826,-3804,-4143,140,18261,614,-709,87,22054,2147,2024,59,19136,9333,11693,3,7515,373,365,298,3921,-1048,-990,1811,1482,1082,
公允价值变动收益(万元),--,--,--,--,--,-1548,--,--,--,-1394,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资收益(万元),4722,137521,118913,72114,2593,151576,117772,112660,25518,82572,4986,1758,45,11878,12027,2599,388,6235,6703,4754,40,5637,6129,2866,564,8010,7392,6754,1361,4814,3852,2319,39,3252,2619,2203,4665,4076,1911,
对联营企业和合营企业的投资收益(万元),4195,27041,14157,2855,2192,12072,508,251,389,1523,368,368,28,1323,1317,804,384,-857,391,-212,28,-389,560,872,484,1409,1830,1512,350,2955,--,1527,--,1632,--,1065,2881,2495,1493,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
营业利润(万元),30391,53040,61918,1898,22342,62398,98450,98092,-1798,-357620,-112457,-50102,-6439,195873,187109,119430,59040,289366,235625,124383,61313,318663,383158,269650,116537,488921,449016,341468,152627,189851,139674,95338,37949,145791,106205,65546,120831,88705,52092,
营业外收入(万元),848,5245,3401,10703,7302,51561,38001,27585,19501,105794,73897,62184,49558,87768,71430,43071,22676,90138,69187,43225,30094,152665,49844,30690,7058,94415,58278,41372,5909,7868,4321,3371,1042,35956,20562,18986,28489,22055,16197,
营业外支出(万元),296,12610,11030,8031,934,4563,1806,1193,385,41289,6130,1271,690,7785,2312,2000,694,38464,1594,1344,327,30815,1992,771,358,18870,-12324,-12755,588,1338,808,699,248,1973,1629,1107,2290,2172,1637,
非流动资产处置损失(万元),--,--,5974,5687,62,1147,794,677,46,3831,464,382,60,1130,119,117,4,817,188,93,26,1651,503,439,213,1257,902,608,197,1005,489,467,152,1274,1033,671,2290,1603,774,
利润总额(万元),30942,45675,54289,4571,28711,109396,134646,124483,17319,-293115,-44690,10811,42430,275856,256227,160502,81021,341041,303219,166264,91080,440512,431010,299569,123237,564467,519618,395595,157948,196381,143188,98010,38742,179775,125138,83425,147029,108588,66652,
所得税费用(万元),5149,69905,21233,8713,7332,105683,71971,64440,4797,31714,26439,9315,7675,70864,51135,38218,13469,64471,50823,29130,14764,84048,71248,46608,20521,89423,81327,58215,26426,34571,21780,17578,6703,29217,19316,14179,23677,20864,12750,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
净利润(万元),25793,-24230,33055,-4142,21378,3713,62675,60043,12522,-324829,-71129,1495,34755,204992,205092,122284,67552,276570,252396,137134,76316,356464,359763,252961,102716,475043,438291,337379,131522,161810,121408,80432,32038,150557,105822,69246,123352,87724,53902,
归属于母公司所有者的净利润(万元),27431,83764,110522,62778,27707,69803,84678,74084,21132,-262148,-44145,18207,38539,227617,219836,133885,73255,293538,262714,145583,80699,357708,362258,257233,102923,470564,433673,330447,132310,159900,120569,79735,31587,149048,104988,68787,122092,80468,45666,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,-1789,--,-1789,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-1638,-107994,-77467,-66920,-6329,-66090,-22004,-14041,-8610,-62681,-26984,-16711,-3785,-22625,-14744,-11600,-5703,-16968,-10318,-8449,-4383,-1243,-2495,-4272,-208,4479,4618,6932,-788,1909,839,697,452,1509,834,459,1260,7256,8236,
基本每股收益,0.01,0.05,0.06,0.03,0.02,0.04,0.05,0.04,0.01,-0.14,-0.02,0.01,0.02,0.13,0.13,0.09,0.04,0.2,0.18,0.1,0.06,0.24,0.25,0.18,0.07,0.32,0.47,0.36,0.14,0.24,0.18,0.12,0.05,0.31,0.23,0.15,0.26,0,0,
稀释每股收益,0.01,0.05,0.06,0.03,0.02,0.04,0.05,0.04,0.01,-0.14,-0.02,0.01,0.02,0.13,0.12,0.08,0.04,0.19,0.17,0.09,0.05,0.23,0.24,0.17,0.07,0.32,0.47,0.36,0.14,0.24,0.18,0.12,0.05,0.31,0.23,0.15,0.26,0,0,
