报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
销售费用(万元),8817,6148,3625,6221,4661,2152,931,5686,3436,1698,527,4488,2997,1706,417,3651,2681,1667,572,2658,1658,1339,
管理费用(万元),15590,15100,6913,19348,11606,5418,2651,12259,7921,4489,1646,8509,6058,3564,1377,6593,4523,2793,913,4540,3301,2750,
财务费用(万元),9327,5259,1068,3208,1729,549,167,356,205,104,-1,209,120,51,85,887,694,420,167,570,291,343,
资产减值损失(万元),2926,2748,1134,2418,978,168,84,1433,782,393,44,2616,1885,409,205,407,378,345,261,200,122,65,
公允价值变动收益(万元),--,--,--,--,-142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),11,5,--,324,294,294,760,182,203,72,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),11,5,--,124,124,124,760,52,112,25,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),43434,29998,13650,23665,15891,7806,2103,12268,9980,5518,1137,5878,5914,4581,981,8233,6968,4293,849,6357,4901,4584,
营业外收入(万元),51,46,40,23,369,266,104,238,104,60,15,80,35,32,26,96,86,16,5,663,262,268,
营业外支出(万元),51,32,12,217,66,1,1,301,31,9,8,35,15,--,--,10,10,10,--,34,10,7,
非流动资产处置损失(万元),--,--,--,--,--,--,--,265,8,8,--,--,--,--,--,--,--,--,--,19,--,--,
利润总额(万元),43433,30012,13677,23472,16194,8071,2206,12205,10053,5569,1144,5924,5934,4613,1007,8319,7044,4298,854,6985,5153,4845,
所得税费用(万元),5864,4466,1628,2483,2086,781,296,1682,1610,833,209,833,953,736,156,1091,1068,651,147,961,742,705,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),37569,25546,12049,20989,14108,7290,1910,10522,8443,4736,935,5090,4981,3876,851,7228,5976,3648,707,6024,4412,4141,
归属于母公司所有者的净利润(万元),21233,14071,6508,15212,11103,6832,1691,10115,8272,4741,939,5091,4991,3882,851,7228,5976,3648,707,6024,4412,4141,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),16336,11475,5541,5777,3004,458,219,408,171,-5,-4,-1,-11,-6,--,--,--,--,--,--,--,--,
基本每股收益,0.55,0.65,0.3,0.71,0.52,0.32,0.08,0.47,0.39,0.22,0.09,0.52,0.51,0.4,0.13,1.44,1.23,0.75,0.15,1.24,0.9,0.88,
稀释每股收益,0.52,0.65,0.3,0.71,0.52,0.32,0.08,0.47,0.39,0.22,0.09,0.52,0.51,0.4,0.13,1.44,1.23,0.75,0.15,1.24,0.9,0.88,
