报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业利润(万元),210252,174373,111118,49668,183689,145583,91137,42516,141445,112048,69867,18182,62009,51278,31621,12854,41253,39916,23562,12133,21799,12258,7836,3141,26163,30927,21028,8730,37555,35112,24715,11540,50759,43820,30178,17239,44137,41449,30024,15900,55957,49940,34886,17205,79323,63902,42201,21110,58901,50529,30450,16822,
营业外收入(万元),418,326,269,92,6578,6342,6230,58,7695,6559,6368,83,2845,2596,570,488,1070,894,140,59,1771,255,160,103,723,616,530,52,1297,494,454,54,1865,1703,1599,41,1276,151,102,34,425,249,177,49,339,247,138,47,410,289,226,155,
营业外支出(万元),898,215,201,28,668,413,310,18,484,164,88,11,613,199,61,29,1124,305,240,9,16423,136,36,1,3548,96,77,0,14221,5504,5476,3207,3183,5273,462,5,1791,55,48,6,3591,2374,2273,2022,5526,246,70,27,523,322,80,22,
非流动资产处置损失(万元),--,--,--,25,--,257,263,2,158,17,10,--,304,44,37,--,360,90,57,--,15912,49,24,--,3363,18,61,--,13998,5463,5462,3184,3019,5224,431,0,1386,7,7,4,3178,2206,2162,2003,0,156,0,0,0,8,0,0,
利润总额(万元),209772,174484,111186,49733,189599,151512,97057,42556,148656,118443,76147,18254,64242,53674,32130,13313,41199,40505,23463,12184,7148,12377,7959,3244,23338,31447,21480,8782,24630,30102,19693,8387,49440,40251,31315,17274,43622,41545,30078,15928,52791,47815,32791,15233,74135,63902,42270,21130,58788,50495,30596,16956,
所得税费用(万元),19437,33710,21322,10225,18577,8002,-1994,9578,31421,24550,15733,3163,10299,8337,5400,2487,5314,5971,3169,1647,-2857,1842,1559,545,3220,5032,3259,1577,2243,5347,4070,919,5607,4477,4528,2315,5940,6095,4647,2970,6504,5969,3808,2255,15086,12823,8830,4138,15227,13265,8573,3620,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,
净利润(万元),190334,140774,89863,39508,171022,143510,99051,32978,117236,93892,60414,15091,53943,45337,26730,10826,35885,34533,20294,10537,10005,10535,6400,2699,20119,26415,18221,7206,22387,24755,15624,7468,43833,35774,26788,14960,37682,35450,25432,12958,46287,41846,28983,12977,59050,51080,33439,16992,43561,37231,22023,13336,
归属于母公司所有者的净利润(万元),167703,122031,77900,34160,150992,127763,89285,28672,100121,79738,50590,12719,46939,39329,23186,8995,31875,30101,17819,9429,12778,9693,5761,2232,17579,22549,15748,5966,21679,22730,14517,6616,38848,32291,23780,13027,33204,30557,21591,10713,39826,35913,25124,11476,49366,42605,27899,14072,34383,30272,17922,10825,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,10203,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
少数股东损益(万元),22631,18743,11963,5348,20030,15747,9766,4306,17115,14155,9824,2373,7004,6008,3544,1831,4009,4432,2475,1108,-2773,843,639,467,2540,3866,2473,1240,709,2024,1107,851,4985,3483,3007,1933,4478,4892,3840,2245,6461,5933,3858,1482,9683,8475,5541,2920,9178,6958,4102,2511,
基本每股收益,0.8,0.58,0.37,0.16,0.72,0.61,0.43,0.14,0.52,0.43,0.29,0.1,0.37,0.31,0.18,0.07,0.25,0.24,0.14,0.08,0.1,0.08,0.05,0.02,0.14,0.18,0.13,0.05,0.17,0.18,0.12,0.05,0.31,0.26,0.19,0.1,0.26,0.24,0.17,0.09,0.32,0.29,0.2,0.09,0.39,0.34,0.22,0.11,0.27,0.24,0.14,0.09,
稀释每股收益,0.8,0.58,0.37,0.16,0.72,0.61,0.43,0.14,0.52,0.43,0.29,0.1,0.37,0.31,0.18,0.07,0.25,0.24,0.14,0.08,0.1,0.08,0.05,0.02,0.14,0.18,0.13,0.05,0.17,0.18,0.12,0.05,0.31,0.26,0.19,0.1,0.26,0.24,0.17,0.09,0.32,0.29,0.2,0.09,0.39,0.34,0.22,0.11,0.27,0.24,0.14,0.09,
