报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,
手续费及佣金支出(万元),81,272,214,166,76,284,201,139,67,225,156,89,39,167,120,73,34,122,90,--,--,143,104,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业税金及附加(万元),40313,141643,107603,75477,36177,107712,66279,46776,27652,91133,73724,56864,32987,80960,62111,44683,21527,60993,48772,34487,13146,57791,42454,26526,10976,76109,60923,34562,17967,40615,23453,19904,9331,20241,8426,5078,2252,13758,5020,3104,1276,6915,2589,
销售费用(万元),746846,2673867,1995415,1240477,682022,1767845,1234142,818518,497707,1479977,1159856,898610,536308,1473392,1076177,762368,371042,1243234,906480,613425,314212,938987,760668,505307,223566,1092114,1017042,727282,377431,865095,767413,524572,234759,816098,632186,412973,148535,616654,494495,369898,159423,480213,248471,
管理费用(万元),375724,1478024,1043016,683296,317800,962078,598108,369006,166278,744176,549611,360476,160766,749826,508344,334932,162189,673346,476471,315798,162522,592578,368446,253540,140648,590735,350466,238108,136307,392508,241301,149702,68732,248470,164745,114116,53691,254326,173309,114239,52112,204025,78650,
财务费用(万元),9598,81595,85276,34661,-18336,-100598,-91317,-90526,-28208,13893,10087,-78,19578,25133,-1170,-28855,-4414,56422,63108,62136,23894,80705,69416,49612,7369,144907,98669,58946,28484,77768,45276,30577,10530,45445,37094,25378,13637,76601,55287,35314,17879,42216,17896,
资产减值损失(万元),19840,26911,25409,40610,22756,38081,21183,25181,21154,477,8784,27683,24160,34982,25704,35144,35378,12272,21527,18342,19939,4888,19299,28457,9940,4180,30000,40254,26319,-5772,14302,23443,13579,20699,5921,15812,5266,14958,4642,13040,12959,7991,19722,
公允价值变动收益(万元),-11847,-2505,-4416,-952,-16852,11738,-48809,-52509,-23915,8161,4577,-21746,15358,-65279,-59864,-78835,-77608,54627,39707,33132,11188,1775,-16006,-12272,-2532,5500,6772,-1028,5871,11922,4335,-3545,-3885,-13231,-23344,-17667,82,31901,-5861,-5693,-1712,5996,373,
投资收益(万元),31794,183022,179201,119945,72649,128596,118347,71408,25371,201127,159382,118120,52779,151112,83939,42645,27293,99798,63527,43748,14796,53452,37889,26920,10573,79172,43999,28425,13177,40264,58782,62083,6799,-25809,25582,21501,10243,18023,2682,1503,1785,71200,26745,
对联营企业和合营企业的投资收益(万元),7552,31002,39009,28713,8794,16590,29508,20074,8180,42074,7808,4313,1521,9474,4919,3498,1945,3727,733,--,--,4386,--,--,--,12390,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业利润(万元),675446,2162785,1824307,1303615,526545,1743598,1527533,1137810,472923,1491687,1309064,1020640,437698,1345050,1139231,832803,341406,932365,772793,551498,226642,700486,571296,403450,167838,746366,510760,366545,111241,550917,358852,303348,46425,357657,281600,213210,58366,281762,235322,183829,57263,272609,165099,
营业外收入(万元),6055,46720,108920,99091,38786,181901,125878,90327,29268,170704,122438,65059,9417,105707,70647,55342,12210,100522,64116,35468,13075,92693,60805,28636,8288,94626,68413,49364,34359,269180,211770,73580,67381,55233,11697,10269,5129,23857,12531,7322,1442,22339,3957,
营业外支出(万元),2585,24028,49293,41994,6347,34038,19391,10380,2151,57256,18453,10042,4352,51689,22370,13311,8111,31710,19733,14776,4891,22228,9416,7237,2605,19098,11666,9697,1684,35873,15183,6919,3379,23470,12035,8122,1546,11426,7226,5022,2044,8272,2896,
非流动资产处置损失(万元),--,--,9324,3713,1589,17266,7314,3215,1254,28717,13845,7744,2631,27039,17513,9979,6218,19812,11285,--,--,13455,--,--,--,8805,--,--,0,--,3184,1978,541,16747,0,0,0,4303,0,0,0,5376,0,
利润总额(万元),678917,2185477,1883934,1360712,558983,1891460,1634019,1217757,500040,1605135,1413050,1075657,442763,1399068,1187508,874834,345505,1001177,817177,572189,234826,770951,622685,424849,173521,821894,567507,406213,143916,784223,555439,370008,110427,389421,281262,215357,61949,294193,240627,186129,56661,286677,166161,
所得税费用(万元),114338,324358,273794,205905,90397,305269,258820,194667,83363,242670,230199,180801,77684,234436,203561,153072,59439,171428,141702,98005,40312,156862,124006,88023,34594,157756,124657,83623,25679,143595,89877,53017,17451,57966,38554,24900,4112,28352,26286,17255,5229,24987,14868,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
净利润(万元),564580,1861119,1610140,1154807,468587,1586191,1375199,1023090,416677,1362466,1182850,894857,365079,1164633,983947,721763,286066,829750,675475,474184,194513,614089,498680,336826,138926,664138,442850,322590,118237,640628,465562,316991,92975,331455,242709,190457,57837,265841,214341,168873,51432,261690,151292,
归属于母公司所有者的净利润(万元),525623,1728369,1499818,1081132,435259,1468436,1280799,949649,390725,1270673,1101210,832412,334213,1050222,895296,661013,253885,531746,401803,264683,102154,325929,255782,174122,62023,344910,200649,154898,52006,370597,241914,170901,39043,161145,113225,94144,39516,149698,93797,78658,21099,143869,71559,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20971,--,--,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,
少数股东损益(万元),38956,132750,110323,73675,33328,117756,94400,73441,25952,91793,81640,62445,30865,114411,88651,60750,32181,298004,273671,209501,92360,288160,242897,162704,76904,319228,242201,167692,66231,270031,223648,146091,53932,170310,129484,96313,18321,116143,120544,90215,30333,117821,79733,
基本每股收益,0.8,2.66,2.31,1.67,0.67,2.29,2,1.48,0.92,2.99,2.6,1.97,0.79,2.49,2.12,1.57,1.51,4.33,3.73,2.65,--,3.26,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
稀释每股收益,0.79,2.63,2.3,1.66,0.67,2.28,1.99,1.48,0.91,2.99,2.59,1.96,0.79,2.49,2.12,1.57,1.51,4.33,3.73,2.65,--,3.26,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
