报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
营业税金及附加(万元),1314,895,413,2251,429,257,146,958,614,468,288,764,1811,1913,2173,1061,539,475,--,--,--,--,--,
销售费用(万元),5721,3932,2004,7262,5154,3488,1787,6345,4238,2652,1257,5488,4211,4373,2937,2894,1892,1014,1669,1170,815,1903,1311,
管理费用(万元),10040,6509,4062,11525,9009,5600,3468,11327,6823,4798,3008,12239,8918,9380,7234,2701,1765,971,4870,2964,2277,4193,2940,
财务费用(万元),323,99,-91,17,163,144,43,681,567,426,194,793,256,1519,1382,663,426,149,536,263,192,408,491,
资产减值损失(万元),-169,-147,-219,720,322,-9,31,341,111,-4,8,387,100,427,1386,0,0,0,--,--,--,--,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
投资收益(万元),1502,303,255,1661,532,311,310,757,344,344,159,799,250,1679,1804,0,-412,-403,491,--,--,-58,619,
对联营企业和合营企业的投资收益(万元),590,303,255,1365,532,311,310,757,344,--,159,799,250,--,--,0,0,0,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,174,1,--,69,221,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,845,16,-0,0,1,
营业利润(万元),27103,16871,4044,38300,24805,16474,9340,35726,26972,17699,8518,28981,26960,18944,15684,9127,5552,1992,11316,6060,4940,8733,6758,
营业外收入(万元),1779,1554,812,9189,4676,4157,262,5352,2667,2472,215,5414,1949,1608,692,427,275,27,981,108,28,41,46,
营业外支出(万元),300,195,90,358,181,156,58,512,365,396,40,786,4512,498,369,146,100,69,255,58,33,110,72,
非流动资产处置损失(万元),74,73,26,18,17,9,0,22,18,--,11,349,10,--,--,0,0,0,--,--,--,--,--,
利润总额(万元),28582,18229,4767,47131,29300,20475,9544,40566,29275,19775,8693,33609,24397,20055,16007,9408,5726,1950,12707,6111,4936,8676,7573,
所得税费用(万元),7225,4424,1710,10410,6287,4723,2006,9810,7137,4763,1916,6857,6725,5615,4014,2192,1442,570,3138,1296,656,1054,1022,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1640,--,--,--,--,
净利润(万元),21357,13806,3057,36721,23013,15752,7538,30756,22138,15012,6777,26752,17672,14439,11993,7216,4285,1380,7929,4815,4280,7623,6551,
归属于母公司所有者的净利润(万元),23258,14142,4544,36242,22833,15634,7475,30606,22049,14934,6739,26495,17441,14321,12072,7097,4202,1427,7941,4815,4280,7623,6551,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
少数股东损益(万元),-1901,-336,-1488,478,180,118,64,150,88,78,38,257,230,118,-79,119,83,-47,-12,--,--,--,--,
基本每股收益,0.58,0.35,0.11,0.97,0.63,0.43,0.21,0.85,0.61,0.92,0.19,0.74,0.48,0.88,0.77,0,0,0,--,--,--,--,--,
稀释每股收益,0.58,0.35,0.11,0.97,0.63,0.43,0.21,0.85,0.61,0.92,0.19,0.74,0.48,0.88,0.77,0,0,0,--,--,--,--,--,
