报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
销售费用(万元),4802,2453,6674,3156,1720,674,2375,1514,1085,455,2260,1529,1098,431,1835,1127,768,269,1504,952,1039,807,
管理费用(万元),11836,5665,18587,8832,4878,1987,8810,6632,4516,2050,7451,4945,3408,1580,5291,3410,2179,965,4601,3159,3793,2789,
财务费用(万元),918,603,1827,936,536,173,645,573,201,66,158,86,42,83,446,332,214,119,599,437,576,447,
资产减值损失(万元),-45,53,1875,87,102,9,195,96,99,62,24,101,26,51,51,62,37,40,32,17,30,14,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),77,39,360,245,100,100,217,309,217,25,24,--,--,20,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),17993,8069,7407,6004,2886,1742,5108,4654,3429,2023,10898,9127,5719,2866,10321,7648,4287,1861,7172,6163,5342,4411,
营业外收入(万元),262,60,486,135,11,0,2285,1429,1306,2,1273,876,601,12,179,295,113,32,219,79,149,664,
营业外支出(万元),4,28,100,101,42,8,44,33,3,0,1,5,4,--,0,--,--,--,--,--,0,59,
非流动资产处置损失(万元),--,--,--,27,10,--,3,3,3,--,0,4,4,--,0,--,--,--,--,--,--,--,
利润总额(万元),18251,8102,7793,6038,2854,1735,7349,6051,4732,2026,12170,9998,6316,2878,10499,7943,4399,1893,7391,6242,5491,5016,
所得税费用(万元),2448,618,-991,923,323,241,577,708,1108,308,1648,1676,1141,468,1491,1197,637,306,847,792,825,770,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),15803,7484,8784,5114,2532,1493,6772,5343,3624,1717,10521,8322,5175,2410,9008,6746,3762,1587,6544,5450,4665,4245,
归属于母公司所有者的净利润(万元),15572,7342,8381,4933,2424,1473,6779,5349,3624,1717,10521,8322,5175,2410,9008,6746,3762,1587,6544,5450,4665,4245,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),231,142,403,181,108,20,-6,-6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.36,0.17,0.27,0.14,0.07,0.04,0.65,0.51,0.35,0.17,1.01,0.89,0.5,0.3,1.39,1.08,0.63,0.26,1.09,0.91,0.78,0.71,
稀释每股收益,0.36,0.17,0.27,0.14,0.07,0.04,0.65,0.51,0.35,0.17,1.01,0.89,0.5,0.3,1.39,1.08,0.63,0.26,1.09,0.91,0.78,0.71,
