报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
资产减值损失(万元),189,14400,6197,237,58,596,-56,33,-415,496,183,29,-46,317,293,361,2725,834,269,53,25,19,58,
公允价值变动收益(万元),-802,8388,9210,5631,3000,6669,3446,-1024,-8801,-6723,-8457,-5522,-765,1443,287,1153,838,93,-2420,756,1381,1019,26,
投资收益(万元),3419,8658,5664,1185,73,26406,41026,38141,19688,42320,32165,20859,10656,48608,35529,20446,14707,1644,-4083,448,103,-2241,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4912,8234,17418,10777,4659,21720,17875,12803,7222,16808,12888,6176,5115,12436,8627,4614,5727,5496,5650,2146,3086,2272,2251,
营业外收入(万元),9,47,591,552,250,860,702,624,23,3186,3096,3096,50,98,76,67,405,13,209,17,32,142,32,
营业外支出(万元),2,88,66,57,48,76,44,1,0,12,7,2,1,46,36,23,13,11,14,0,4,100,25,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),4919,8193,17943,11273,4861,22504,18533,13426,7245,19982,15977,9270,5165,12488,8666,4658,6119,5498,5845,2164,3114,2314,2258,
所得税费用(万元),809,1368,2961,1872,825,3413,2875,2055,1143,2888,3083,1338,844,1690,1342,598,1072,851,918,155,188,558,333,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4110,6825,14982,9401,4035,19091,15659,11371,6102,17094,12894,7932,4321,10797,7325,4060,5047,4646,4928,2008,2927,1756,1925,
归属于母公司所有者的净利润(万元),4110,6825,14982,9401,4035,19091,15659,11371,6102,17094,12894,7932,4321,10774,7308,4046,5097,4660,4936,2030,2928,1756,1925,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,23,17,15,-50,-14,-8,-22,-2,0,0,
基本每股收益,0.11,0.18,0.4,0.25,0.11,0.51,0.42,0.31,0.41,1.23,0.95,1.43,0.39,1.94,0.56,0.73,0.92,0.84,0.94,0.41,0.59,0.38,1.02,
稀释每股收益,0.11,0.18,0.4,0.25,0.11,0.51,0.42,0.31,0.41,1.23,0.95,1.43,0.39,1.94,0.56,0.73,0.92,0.84,0.94,0.41,0.59,0.38,1.02,
