报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),219,1149,760,497,176,1075,495,360,202,277,233,199,81,516,336,222,49,125,51,9,5,172,142,108,51,209,54,4,
销售费用(万元),856,4579,3207,2021,955,4449,2737,1771,776,2044,1294,796,337,1183,811,510,257,1060,699,448,202,964,715,474,244,772,450,215,
管理费用(万元),5067,28583,22079,14189,6583,25392,18651,11822,5715,20767,14837,10374,5165,12760,8438,5002,2191,6088,4248,2723,1230,5040,3428,2213,1036,3326,2459,1242,
财务费用(万元),821,5029,3969,2485,1083,3567,2645,1749,955,1134,680,437,172,367,214,119,43,-162,-84,-200,-82,129,340,287,146,456,204,41,
资产减值损失(万元),-727,3883,818,221,-288,1323,394,210,104,1611,-57,-230,-206,478,400,130,-115,276,99,71,-56,378,134,22,--,125,34,92,
公允价值变动收益(万元),--,-13,-13,-13,--,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,3400,546,--,--,4106,4133,4133,1008,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,-28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1957,2596,895,-1286,-1040,1346,4365,3342,949,-12857,-6060,-4081,-1298,5039,3701,2245,577,4348,2372,1212,431,4070,2955,1970,977,4168,3092,1269,
营业外收入(万元),1,123,27,4,341,2471,1156,847,447,889,426,219,61,475,454,240,179,231,137,73,62,720,627,38,2,187,176,0,
营业外支出(万元),4,60,121,103,106,389,89,4,--,62,31,24,--,36,28,14,8,52,39,8,--,11,1,0,--,7,7,0,
非流动资产处置损失(万元),--,--,63,56,58,320,89,--,--,31,31,24,--,36,28,14,--,47,--,8,--,11,--,--,--,0,2,--,
利润总额(万元),1953,2658,802,-1385,-804,3428,5432,4186,1396,-12030,-5666,-3887,-1237,5478,4127,2471,748,4527,2470,1278,492,4779,3581,2008,978,4348,3261,1269,
所得税费用(万元),219,-27,744,485,285,1193,316,-45,1,116,-1318,-913,-230,557,282,505,149,757,376,195,74,531,459,240,147,677,894,185,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1734,2685,58,-1870,-1089,2235,5116,4231,1395,-12146,-4347,-2974,-1007,4920,3845,1966,598,3770,2094,1082,418,4248,3121,1768,832,3671,2367,1084,
归属于母公司所有者的净利润(万元),1552,5778,2861,789,303,6716,6746,5074,1613,-10371,-3647,-2687,-886,5453,4378,2468,716,3811,2094,1082,418,4248,3121,1768,832,3671,2367,1084,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1768,--,--,--,--,
少数股东损益(万元),182,-3093,-2803,-2659,-1392,-4481,-1631,-843,-218,-1776,-701,-288,-120,-533,-533,-502,-117,-41,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.04,0.14,0.07,0.02,0.01,0.16,0.17,0.12,0.04,-0.26,-0.09,-0.07,-0.04,0.24,0.2,0.11,0.06,0.34,0.19,0.1,0.04,0.51,0.39,0.24,0.12,0.53,0.35,0.16,
稀释每股收益,0.04,0.14,0.07,0.02,0.01,0.16,0.17,0.12,0.04,-0.26,-0.09,-0.07,-0.04,0.24,0.2,0.11,0.06,0.34,0.19,0.1,0.04,0.51,0.39,0.24,0.12,0.53,0.35,0.16,
