报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,-16,--,-5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),-880,-9277,2326,1934,1099,1583,2452,1930,1865,6381,4563,3254,1617,3509,3977,3355,1941,6677,5015,3514,1454,6088,--,3188,1564,6593,5906,7125,4876,
营业外收入(万元),247,502,229,200,153,951,438,130,190,1689,1528,640,31,768,583,286,272,693,560,537,523,185,--,56,2,537,266,200,76,
营业外支出(万元),2,275,188,129,2,110,106,89,11,189,226,147,3,19,5,5,6,34,21,20,--,20,--,0,0,88,17,204,23,
非流动资产处置损失(万元),--,--,--,--,--,--,--,55,--,12,--,1,--,--,--,--,--,--,--,2,--,--,--,--,--,19,--,120,--,
利润总额(万元),-634,-9050,2367,2005,1250,2424,2784,1971,2044,7882,5865,3747,1645,4258,4555,3636,2207,7336,5554,4031,1977,6252,--,3243,1566,7043,6155,7121,4930,
所得税费用(万元),26,-10,141,142,-70,1218,906,737,427,1445,894,576,223,608,746,563,392,1038,956,703,340,914,--,533,222,1149,841,1257,787,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),-661,-9040,2225,1864,1320,1206,1878,1234,1617,6436,4971,3171,1422,3650,3810,3072,1815,6298,4598,3328,1637,5339,--,2710,1343,5894,5313,5864,4144,
归属于母公司所有者的净利润(万元),-661,-9040,2225,1864,1320,1206,1878,1234,1617,6451,4999,3179,1422,3650,3810,3072,1815,6298,4598,3328,1637,5339,3359,2710,1343,5894,5231,5753,4112,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,0,--,--,--,--,--,--,--,-14,-29,-8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82,110,31,
基本每股收益,-0.01,-0.19,0.05,0.04,0.03,0.03,0.04,0.03,0.03,0.14,0.11,0.07,0.03,0.09,0.2,0.17,0.1,0.34,0.25,0.18,0.13,0.53,--,0.27,0.13,0.59,0.52,0.68,--,
稀释每股收益,-0.01,-0.19,0.05,0.04,0.03,0.03,0.04,0.03,0.03,0.14,0.08,0.07,0.03,0.09,0.2,0.17,0.1,0.34,0.25,0.18,0.13,0.53,--,0.27,0.13,0.59,0.52,0.68,--,
