报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
研发费用(万元),72717,46275,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业税金及附加(万元),4536,2739,1765,577,4093,2605,1830,527,3653,2208,1373,384,2700,1518,865,297,3236,2030,1324,456,2641,1681,1005,389,2017,1056,648,249,1420,882,554,213,817,528,303,98,568,336,68,400,317,
销售费用(万元),79291,48250,30999,10897,68194,42158,25806,9231,66999,40965,27350,8756,58805,34151,21579,8329,55021,31779,20897,8589,46995,27593,16593,6745,37323,19427,10965,3939,26319,14006,8359,4100,17917,11316,5915,2500,13960,7592,1913,11545,9007,
管理费用(万元),76471,45921,57941,16467,111532,63816,44612,15505,97544,60628,38945,12877,77033,49962,32022,10596,64883,38540,25786,10298,53297,32225,20471,8952,34630,18680,10787,4196,24131,14163,8423,3723,12872,7084,4124,1827,7392,4361,1498,5936,2686,
财务费用(万元),3464,2252,1269,1044,2609,1938,1098,1032,-1193,-1086,-964,-738,-2209,-2017,-1608,-1218,-2696,-2271,-1549,-852,-3239,-2779,-2270,-406,-3210,-3142,-2458,-529,-2927,-2642,-2032,-117,-700,-345,-73,28,38,24,-7,-70,-32,
资产减值损失(万元),5581,5511,1286,958,390,775,439,191,519,583,311,177,983,475,224,192,173,304,272,131,61,182,134,140,135,222,161,84,368,313,121,73,40,61,59,0,4,37,0,-14,-3,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
投资收益(万元),2199,1987,1191,242,2008,669,62,-243,1489,-133,77,248,1045,760,287,324,2556,622,613,595,1085,37,--,--,--,--,0,--,68,68,--,--,--,--,--,0,--,--,0,-7,--,
对联营企业和合营企业的投资收益(万元),-872,-641,-617,-38,-1577,-1337,-1018,-593,-195,-597,-387,-200,-340,-276,-216,-137,204,-21,-30,-48,-22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业利润(万元),48456,32322,16012,5859,51434,33912,17300,2876,24362,16808,7593,1487,11493,1514,-2195,1049,51699,36508,22439,5240,36403,27298,14794,2676,26700,13766,10574,3936,23234,18929,13118,3228,12935,9743,6109,888,7758,5061,277,4256,4578,
营业外收入(万元),256,153,93,105,2381,647,296,3249,23838,10798,5889,3407,17293,11407,8506,6440,14395,10388,7248,2468,17246,10271,6069,4028,7030,5247,551,157,7063,1166,953,568,4918,2993,1816,826,3373,1672,568,2684,1868,
营业外支出(万元),549,99,52,4,83,113,65,62,218,45,21,10,95,55,32,16,113,132,147,0,168,74,69,18,207,202,1,1,121,67,25,8,147,101,30,0,157,51,0,70,1,
非流动资产处置损失(万元),--,--,--,--,--,63,57,53,41,8,6,1,12,6,3,1,39,32,13,--,67,23,19,18,4,1,1,1,33,28,14,7,14,12,9,0,111,5,0,7,0,
利润总额(万元),48162,32376,16053,5959,53732,34446,17531,6063,47981,27560,13461,4884,28691,12866,6278,7473,65981,46763,29540,7708,53481,37496,20794,6686,33523,18812,11124,4092,30175,20028,14045,3788,17707,12634,7895,1714,10974,6683,845,6870,6445,
所得税费用(万元),4893,3610,2653,675,4326,4080,3058,786,4228,3513,1880,549,3039,475,329,193,5467,3632,2453,702,3930,3159,1845,398,2225,1597,1211,453,1983,2037,1391,519,1254,1566,1011,171,411,603,-214,435,706,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
净利润(万元),43269,28767,13401,5283,49406,30366,14472,5277,43754,24047,11580,4335,25652,12390,5949,7279,60514,43131,27087,7006,49551,34336,18949,6288,31298,17214,9913,3639,28192,17991,12655,3269,16452,11068,6884,1543,10563,6080,1058,6435,5740,
归属于母公司所有者的净利润(万元),43908,29274,14711,5666,47224,28671,14207,5480,42310,22876,10709,4289,24197,11518,5544,7128,59610,42419,26668,6810,48835,33833,18666,6127,30875,16937,9738,3572,27873,17708,12529,3278,16504,11046,6891,1579,10470,6019,1060,6356,5756,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
少数股东损益(万元),-639,-507,-1310,-383,2182,1695,266,-204,1444,1172,871,46,1455,873,405,151,905,712,419,196,715,503,283,161,423,277,175,67,319,282,126,-9,-51,22,-7,-36,92,61,-1,79,-16,
基本每股收益,0.39,0.26,0.13,0.05,0.42,0.26,0.13,0.05,0.38,0.2,0.1,0.04,0.22,0.1,0.05,0.1,0.79,0.56,0.35,0.13,0.91,0.63,0.35,0.15,0.76,0.42,0.24,0.13,1.03,0.66,0.46,0.12,0.97,1.04,0.87,0.21,1.4,0.8,0.14,0.86,0.86,
稀释每股收益,0.39,0.26,0.13,0.05,0.42,0.26,0.13,0.05,0.38,0.2,0.1,0.04,0.22,0.1,0.05,0.1,0.79,0.56,0.35,0.13,0.91,0.63,0.35,0.15,0.76,0.42,0.24,0.13,1.03,0.66,0.46,0.12,0.97,1.04,0.87,0.21,1.4,0.8,0.14,0.86,0.86,
