报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,0,0,--,
营业税金及附加(万元),7244,28315,19895,12523,3986,22433,16258,10450,3427,18567,11406,7868,4148,19904,14576,10003,3758,21963,15741,10161,5192,152989,112229,71962,33541,135835,99258,66193,37444,151003,111380,72465,35763,137025,101796,46076,21658,75924,53474,33447,15980,74333,58234,38222,18149,69303,50609,31678,14787,54866,39655,26192,11382,
销售费用(万元),4300,20029,14205,9011,4287,19268,14139,9346,4558,19251,13754,9629,5091,20993,11833,8089,4636,17969,13923,8069,3872,18887,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
管理费用(万元),13767,65935,45473,27960,10556,55766,42778,26748,11724,52165,39832,25938,12378,58696,41592,26635,23545,373476,273239,176168,82547,315216,234699,149961,69433,270180,195293,128613,57102,240192,185536,108977,53094,221095,167186,63354,31624,122090,88143,57032,27041,112853,82233,52828,25448,88232,62488,37019,16989,86586,64112,38894,19207,
财务费用(万元),3246,27616,9814,7732,9177,73772,38216,25610,18147,53496,36321,24483,9647,21914,12856,10941,7457,47893,34434,23729,11621,66393,52318,36509,19653,86216,62090,42270,19760,111740,87778,54379,27085,107709,61203,30616,15916,44339,55528,35649,17920,15255,39268,20802,6146,-4854,-5601,-4198,-1927,22174,24525,21379,11654,
资产减值损失(万元),0,-9251,-521,-509,-109,3265,-100,-100,--,343,443,--,--,--,--,0,--,495,-8,-4,--,-25,--,--,--,28,--,--,--,77,79,--,--,-65,--,0,0,52,50,54,--,-3,-3,0,0,20,0,0,0,16,9,9,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
投资收益(万元),79258,308915,238076,157599,77024,312961,225141,155902,69025,267765,204679,136171,46901,209808,147913,97212,40408,254027,180340,118007,50000,269299,199109,137072,52000,206526,143939,105023,45227,181264,138372,92248,49369,58270,12314,0,0,154,154,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),79258,308650,237811,157334,77024,312748,225141,155902,69025,267765,204037,136171,46901,208312,146417,97212,40408,252659,178972,118007,50000,267119,196929,135982,52000,206121,143533,104618,45227,180963,138071,91947,49069,56875,12314,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,0,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,0,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,0,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,0,0,--,
营业利润(万元),569495,2131083,1566933,1055722,522882,1698671,1432462,969276,399307,891227,628010,452037,260266,1643590,1461815,963462,483947,1815761,1441419,925719,454172,1619434,1227728,825798,438799,1478449,1125876,778075,443203,1536923,1205684,816522,441261,1372005,1097158,619923,305868,876816,614580,378699,195124,886210,750408,501138,278557,927206,716575,445299,236956,657279,487668,334649,123339,
营业外收入(万元),86,6581,421,258,63,1536,674,548,142,1918,247,161,54,2064,1654,419,86,4396,921,675,80,1588,590,372,33,2805,645,472,11,653,358,322,102,7857,2909,618,614,1707,207,316,1,16110,307,232,119,3642,247,6,4,74,100,27,8,
营业外支出(万元),2741,67018,11405,8188,5191,20429,6509,4398,1958,14352,6839,4415,1971,10110,5835,3919,1582,13222,7808,4063,1420,13945,7947,5935,1894,11139,4798,3259,1265,12864,7152,4867,2120,11251,1997,1045,16,5928,961,93,--,10317,6468,5168,1,10958,10397,3209,21,4494,3420,152,10,
非流动资产处置损失(万元),--,--,--,401,--,--,521,439,2,4882,408,396,2,1825,779,722,22,7309,1459,1239,413,8577,3145,3145,314,1557,683,681,3,2680,712,471,31,4581,-1423,1044,16,5823,951,0,--,9788,5938,0,0,10906,10397,3209,21,4479,3420,16,0,
利润总额(万元),566840,2070646,1555949,1047792,517754,1679778,1426627,965426,397491,878793,621418,447783,258349,1635544,1457634,959962,482451,1806934,1434531,922331,452832,1607078,1220370,820235,436939,1470114,1121723,775288,441949,1524713,1198889,811977,439243,1368611,1098070,619495,306465,872596,613826,378922,195126,892003,744246,496202,278675,919889,706424,442096,236939,652859,484348,334523,123337,
所得税费用(万元),126508,455987,344115,229774,108977,369939,313535,210423,85937,171038,114156,83697,53825,370055,338284,225560,110742,388027,317744,203533,100081,337577,257571,172220,95934,319822,246395,168733,100216,354832,278670,193454,97493,327524,273314,155098,76660,219559,154189,95383,48849,224051,187466,124182,69669,308949,239977,146332,78366,211319,158538,106995,36394,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,0,0,--,
净利润(万元),440333,1614660,1211834,818018,408777,1309839,1113093,755003,311553,707755,507262,364086,204525,1265489,1119351,734402,371709,1418908,1116788,718798,352751,1269501,962799,648015,341004,1150292,875328,606555,341733,1169882,920220,618523,341751,1041087,824756,464397,229806,653037,459637,283539,146276,667952,556781,372019,209006,610941,466448,295764,158573,441540,325810,227528,86944,
归属于母公司所有者的净利润(万元),400566,1454416,1213413,819240,409660,1334952,1123725,762259,316120,716849,514595,368027,205447,1264773,1118938,734128,371588,1418474,1116499,718572,352673,1269154,962798,648014,341002,1150258,875300,606517,341717,1169864,920167,618474,341709,1041083,824732,464397,229806,653037,459637,283539,146276,667952,556781,372019,209006,610941,466448,295764,158573,441540,325810,227528,86944,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,707,--,--,--,--,--,--,--,--,--,--,--,80026,91762,0,0,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
少数股东损益(万元),39767,160244,-1579,-1222,-883,-25113,-10633,-7255,-4567,-9094,-7333,-3941,-922,716,413,273,121,434,288,226,78,347,1,1,2,34,28,38,16,17,52,49,42,4,24,0,0,0,0,0,--,--,--,0,0,0,0,0,0,0,0,0,0,
基本每股收益,0.27,0.98,0.82,0.55,0.28,0.9,0.76,0.51,0.21,0.48,0.35,0.25,0.14,0.85,0.75,0.49,0.25,0.95,0.75,0.48,0.24,0.85,0.65,0.44,0.23,0.77,0.59,0.41,0.23,0.79,0.62,0.42,0.23,0.7,0.64,0.36,0.18,0.5,0.35,0.22,0.11,0.51,0.43,0.29,0.16,0.47,0.36,0.23,0.12,0.39,0.31,0.23,0.09,
稀释每股收益,0.27,0.98,0.82,0.55,0.28,0.9,0.76,0.51,0.21,0.48,0.35,0.25,0.14,0.85,0.75,0.49,0.25,0.95,0.75,0.48,0.24,0.85,0.65,0.44,0.23,0.77,0.59,0.41,0.23,0.79,0.62,0.42,0.23,0.7,0.64,0.36,0.18,0.5,0.35,0.22,0.11,0.51,0.43,0.29,0.16,0.47,0.36,0.23,0.12,0.39,0.31,0.23,0.09,
