报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
管理费用(万元),2681,11641,8965,5545,2629,9825,6807,4360,2085,9004,6064,4014,1904,6525,4463,2772,1579,5702,4101,3356,3025,1596,
财务费用(万元),930,2522,1803,974,539,2146,1563,1045,508,3520,2807,2155,1056,3880,2791,1853,896,2744,1206,512,407,405,
资产减值损失(万元),-209,-745,-1714,-2538,-1368,2364,-71,-384,-403,2549,1206,540,232,800,1201,497,383,310,363,-78,858,121,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-70,29,207,108,--,--,--,--,--,43,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),-70,29,207,108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3271,13914,10596,9955,6341,24881,17825,10858,7657,16177,12085,5846,3949,14218,10623,4794,2413,13678,12930,14336,15973,12389,
营业外收入(万元),15,51,48,25,854,1043,630,517,96,2034,306,42,29,956,489,134,94,1919,1112,1059,463,137,
营业外支出(万元),40,137,464,399,389,1426,42,21,1,334,56,20,5,169,66,32,6,21,37,51,39,97,
非流动资产处置损失(万元),--,--,--,--,311,342,--,--,--,281,--,--,--,97,32,13,5,1,1,8,7,91,
利润总额(万元),3247,13827,10179,9581,6806,24499,18413,11355,7751,17877,12336,5868,3973,15006,11046,4896,2502,15576,14005,15344,16397,12430,
所得税费用(万元),605,4347,2900,2621,1788,7152,4930,2459,2020,4833,3256,1613,1195,4051,3069,1368,498,4186,2984,2295,2315,639,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),2642,9481,7279,6959,5017,17346,13483,8896,5731,13044,9079,4255,2778,10956,7977,3528,2004,11390,11021,13049,14082,11791,
归属于母公司所有者的净利润(万元),2620,9252,7026,6889,5002,18269,13602,8947,5751,13179,9084,4276,2809,11107,8129,3628,2052,11575,10918,12790,13899,11652,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3710,
少数股东损益(万元),22,229,252,71,16,-923,-119,-51,-19,-135,-5,-21,-31,-151,-152,-100,-48,-185,102,259,182,139,
基本每股收益,0.03,0.11,0.08,0.08,0.08,0.29,0.22,0.14,0.14,0.33,0.23,0.11,0.08,0.31,0.23,0.1,0.06,0.32,0.3,0.36,0.39,0.32,
稀释每股收益,0.03,0.11,0.08,0.08,0.08,0.29,0.22,0.14,0.14,0.33,0.23,0.11,--,0.31,0.23,0.1,--,0.32,0.3,0.36,0.39,0.32,
