报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1592,3102,2173,1217,760,1933,1062,691,309,1152,875,635,314,2513,1886,1135,452,2091,959,1621,552,563,
销售费用(万元),1315,4254,3127,2191,1032,3461,2556,1780,792,3380,2614,1698,769,3349,2406,1712,993,3110,2761,2878,1868,2248,
管理费用(万元),6145,20945,12127,7356,3198,8962,6396,4431,1810,6894,5140,3440,1626,6258,4540,2748,1520,5302,4471,4382,3377,2696,
财务费用(万元),426,218,57,-126,-41,-689,-341,-271,-130,55,384,568,711,3216,3737,2254,782,2999,4782,9689,5252,1776,
资产减值损失(万元),74,287,2,43,-16,194,83,22,-40,560,321,490,-79,96,68,18,250,366,89,309,153,-129,
公允价值变动收益(万元),-0,107,43,59,48,19,57,57,57,-57,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),592,2802,1956,1293,575,2639,2240,1413,555,900,341,294,247,446,297,177,117,410,309,410,279,-14,
对联营企业和合营企业的投资收益(万元),323,1433,1111,752,274,846,713,350,61,26,341,294,247,446,297,177,117,410,309,389,279,-14,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),11034,41281,27874,17892,7675,27624,22502,14403,6447,22305,18428,12317,6230,28933,23578,15911,6783,26656,26454,27192,26750,22575,
营业外收入(万元),0,6,3127,1879,198,2349,2073,1528,83,4678,4552,2515,43,3224,2989,2675,36,1085,844,793,1444,1209,
营业外支出(万元),300,553,331,196,142,452,371,256,140,566,383,198,94,769,656,434,199,647,759,967,486,198,
非流动资产处置损失(万元),--,--,179,94,90,24,15,15,15,2,2,2,1,59,59,59,59,--,37,62,1,--,
利润总额(万元),10734,40734,30670,19575,7731,29522,24204,15674,6391,26417,22598,14635,6178,31389,25911,18152,6620,27094,26539,27018,27708,23586,
所得税费用(万元),1584,5592,4631,2917,1221,4161,3640,2437,1022,4257,3689,2418,1022,4975,3949,2800,1118,3921,3933,3851,3909,3450,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),9150,35142,26039,16657,6510,25360,20564,13237,5369,22160,18909,12216,5156,26414,21962,15352,5502,23173,22606,23167,23799,20136,
归属于母公司所有者的净利润(万元),9176,35166,26039,16657,6510,25360,20564,13237,5369,22160,18909,12216,5156,26414,21962,15352,5502,23173,22606,23167,23799,20136,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-25,-24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.25,0.98,0.72,0.46,0.18,0.7,0.57,0.37,0.27,1.24,1.1,0.77,0.34,1.76,1.46,1.02,0.37,1.54,1.51,1.54,1.59,1.34,
稀释每股收益,0.25,0.98,0.72,0.46,0.18,0.7,0.57,0.37,0.27,1.24,1.1,0.77,--,1.76,1.46,1.02,--,1.54,1.51,1.54,1.59,1.34,
