报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),114,774,364,238,41,292,100,75,31,173,149,87,35,165,113,65,28,185,139,85,55,
销售费用(万元),1513,6077,4037,2161,946,3191,2179,1507,657,2213,1479,942,441,1778,1210,818,343,1350,743,982,688,
管理费用(万元),1795,5544,3179,1618,699,3244,2108,1270,433,2564,1919,1551,749,2300,1545,924,476,1928,1277,1397,1513,
财务费用(万元),375,869,665,470,182,-121,-116,-50,74,-142,-137,-23,1,214,151,82,43,302,226,83,44,
资产减值损失(万元),-16,549,143,147,7,218,106,117,--,111,48,48,--,211,196,219,--,190,218,28,89,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),115,597,608,591,115,190,-192,-120,-28,-41,--,--,--,--,--,--,--,-24,-24,-73,54,
对联营企业和合营企业的投资收益(万元),-206,-899,-333,-187,-249,-421,-192,-120,-28,-41,--,--,--,--,--,--,--,-52,-52,-88,46,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3701,13114,9095,4913,2022,7324,5289,3398,1991,3556,2656,1163,352,3911,3335,2219,1031,3015,2553,2320,3593,
营业外收入(万元),34,133,26,327,108,2282,623,343,157,2249,1093,618,46,269,208,81,30,184,71,187,250,
营业外支出(万元),4,66,2,1,0,102,96,20,7,24,22,22,12,75,10,10,--,28,17,868,11,
非流动资产处置损失(万元),--,--,0,0,--,98,80,19,6,12,12,11,11,65,--,--,--,26,16,544,11,
利润总额(万元),3731,13182,9119,5239,2129,9505,5816,3721,2141,5781,3727,1759,387,4106,3533,2291,1060,3171,2608,1639,3832,
所得税费用(万元),579,1447,1369,818,417,1486,1012,694,337,662,509,283,70,449,376,239,196,602,401,376,611,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3152,11735,7750,4421,1712,8019,4804,3027,1804,5119,3218,1476,317,3657,3157,2052,864,2569,2207,1262,3221,
归属于母公司所有者的净利润(万元),3180,11358,8023,4466,1732,8082,4853,3035,1808,5109,3222,1476,317,3657,3157,2052,864,2559,2196,1271,3225,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-28,377,-273,-45,-19,-63,-49,-7,-4,9,-4,--,--,--,--,--,--,10,10,-8,-4,
基本每股收益,0.08,0.29,0.21,0.12,0.04,0.22,0.13,0.2,0.12,0.35,0.22,0.1,0.05,0.72,0.62,0.4,0.17,0.5,0.43,0.25,0.63,
稀释每股收益,0.08,0.29,0.21,0.12,0.04,0.22,0.13,0.2,0.12,0.35,0.22,0.1,0.05,0.72,0.62,0.4,0.17,0.5,0.43,0.25,0.63,
