报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
营业税金及附加(万元),223,164,64,405,291,156,73,222,38,16,14,186,69,64,12,178,99,48,26,200,148,137,35,136,112,36,0,139,84,52,2,40,4,4,17,7,6,1,12,9,8,2,19,12,3,
销售费用(万元),2096,1510,706,3020,1679,1061,527,2664,1747,1240,625,3074,2258,1768,712,3613,2177,1551,874,3661,2263,1462,606,3959,2964,2191,931,3793,2909,1876,909,2271,1548,1094,1644,1323,898,476,1946,1397,929,433,1969,873,311,
管理费用(万元),2422,2975,1334,5642,3423,2275,1140,4798,3471,2337,1103,4693,3030,2095,918,4092,2938,2029,967,3827,2727,1706,817,3570,2445,1670,901,3296,2440,1715,1017,2708,1852,1256,1869,1429,966,606,1705,1303,1041,529,1532,542,391,
财务费用(万元),1351,933,492,878,559,273,122,307,326,352,228,565,426,232,85,-26,-71,-63,-43,-216,-214,-136,-69,-593,-498,-289,-334,-728,-505,-216,-74,968,610,421,632,441,229,107,249,129,45,-4,60,41,7,
资产减值损失(万元),495,422,--,812,167,191,--,2985,86,172,-25,772,115,188,--,-43,-139,-79,--,807,344,131,--,565,216,143,-0,205,260,123,--,408,147,147,409,145,-19,0,325,171,93,46,233,63,77,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
投资收益(万元),140,11,-28,225,311,303,67,-75,-67,-49,-38,-51,-155,-125,-80,-129,-108,-53,-25,18,-27,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,166,--,--,--,-75,--,--,--,-51,--,-125,--,-147,-108,--,--,--,-27,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
营业利润(万元),760,2599,2739,746,1844,1921,1059,-5271,-213,-2137,-839,-2216,-1616,-2147,-1126,-176,-721,-1326,-738,-410,-622,14,16,140,460,362,218,7397,5414,3191,441,7011,3400,2161,6754,4028,2586,512,6572,4444,2966,714,8913,6014,416,
营业外收入(万元),18,6,3,18,2013,1166,178,710,454,221,138,2261,543,304,158,504,98,71,27,1336,953,562,42,800,197,79,49,200,90,83,52,281,202,185,65,50,25,5,313,77,48,41,167,26,2,
营业外支出(万元),182,5,0,41,29,6,6,213,5,5,1,8,6,5,-8,93,30,30,15,34,11,8,--,82,28,18,0,2025,17,10,4,52,51,50,11,11,10,0,119,117,109,6,4,0,0,
非流动资产处置损失(万元),--,--,--,--,--,--,--,32,--,1,--,3,--,1,--,1,--,--,--,4,--,--,--,2,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
利润总额(万元),596,2600,2742,723,3827,3080,1232,-4774,236,-1920,-702,37,-1080,-1847,-960,236,-653,-1284,-726,891,319,569,58,858,629,424,267,5572,5487,3263,489,7239,3552,2295,6808,4067,2602,517,6766,4403,2904,749,9076,6040,418,
所得税费用(万元),-22,-11,114,22,623,477,245,-956,281,38,60,-243,259,-40,--,-88,11,10,--,16,99,99,28,151,125,57,40,1073,831,497,73,1036,480,291,794,508,329,65,857,561,363,96,901,-15,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
净利润(万元),618,2611,2628,701,3204,2604,987,-3818,-45,-1958,-762,281,-1339,-1807,-960,323,-665,-1294,-726,876,221,470,30,707,505,366,227,4499,4656,2766,415,6204,3072,2005,6014,3559,2273,452,5909,3842,2541,653,8175,6055,418,
归属于母公司所有者的净利润(万元),618,2618,2628,701,3204,2604,987,-3818,-45,-1958,-762,281,-1339,-1807,-960,323,-665,-1294,-726,876,221,470,30,707,505,366,227,4499,4656,2766,415,6204,3072,2005,6014,3559,2273,452,5909,3842,2541,653,8175,6055,418,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,0,0,0,--,0,0,0,
少数股东损益(万元),--,-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,0,0,0,0,0,
基本每股收益,0.02,0.1,0.1,0.03,0.12,0.1,0.04,-0.16,-0,-0.08,-0.04,0.01,-0.07,-0.09,-0.06,0.02,-0.04,-0.08,-0.05,0.05,0.01,0.03,0,0.04,0.03,0.02,0.01,0.28,0.29,0.17,0.03,0.52,0.26,0.17,0.5,0.3,0.19,0,0.49,0.32,0.21,0.05,0.69,2.93,0.25,
稀释每股收益,0.02,0.1,0.1,0.03,0.12,0.1,0.04,-0.16,-0,-0.08,-0.04,0.01,-0.07,-0.09,-0.06,0.02,-0.04,-0.08,-0.05,0.05,0.01,0.03,0,0.04,0.03,0.02,0.01,0.28,0.29,0.17,0.03,0.52,0,0.17,0.5,0,0.19,0,0.49,0.32,0.21,0.05,0.69,2.93,0.25,
