报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),440,228,857,621,403,187,625,232,145,65,270,193,121,68,337,250,170,412,370,169,352,199,187,
销售费用(万元),6375,3347,14326,9782,6312,3155,13104,8925,5613,2629,10741,7952,5131,2836,10687,8034,5188,9671,8499,3609,8473,4983,4605,
管理费用(万元),5696,2592,13042,8842,5501,2702,11448,7763,4918,2667,9167,6094,4030,2048,8795,6286,4323,7569,6298,2699,6016,6149,3299,
财务费用(万元),-222,-122,-371,-291,-256,-118,-431,-416,-295,-123,-490,-314,-174,-62,-146,-90,-61,-27,329,198,514,87,153,
资产减值损失(万元),317,297,175,190,131,134,112,383,133,148,-74,265,-50,183,243,527,70,201,60,157,-40,141,119,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
投资收益(万元),1658,607,1819,1091,646,211,1585,1024,807,70,271,14,16,0,22,38,-0,-0,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),230,-141,-262,-109,-33,24,-76,-49,-34,--,27,14,16,--,22,38,-0,-0,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8770,4262,10789,8479,6724,3619,18305,14776,7773,2928,15430,12689,7630,4966,15761,13277,6492,16904,14188,6564,13236,9295,10909,
营业外收入(万元),241,175,2718,2096,429,230,3895,3444,2881,2309,1469,1250,861,632,964,788,683,2312,944,198,513,1156,38,
营业外支出(万元),57,1,174,174,170,3,110,94,64,0,45,42,41,--,21,1,1,11,26,0,27,101,33,
非流动资产处置损失(万元),8,--,--,7,3,3,7,1,1,--,5,2,1,--,21,1,1,6,25,--,18,60,0,
利润总额(万元),8953,4436,13333,10401,6984,3846,22090,18126,10590,5236,16854,13898,8450,5598,16703,14063,7175,19206,15106,6762,13722,10350,10914,
所得税费用(万元),1310,581,1915,1159,790,509,3290,2505,1570,861,2680,2180,1387,924,2678,3539,1877,2920,2185,928,2185,1951,1638,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7643,3855,11419,9242,6194,3337,18800,15621,9019,4375,14174,11718,7064,4675,14026,10524,5297,16286,12921,5834,11538,8399,9276,
归属于母公司所有者的净利润(万元),7643,3855,11419,9242,6194,3337,18800,15621,9019,4375,14174,11718,7064,4675,14026,10524,5297,16286,12921,5834,11538,8399,9276,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.24,0.12,0.36,0.29,0.19,0.1,0.59,0.49,0.48,0.27,0.99,0.85,0.56,0.39,1.17,0.88,0.44,1.36,1.08,0.49,0.96,--,--,
稀释每股收益,0.24,0.12,0.36,0.29,0.19,0.1,0.59,0.49,0.48,0.27,0.99,0.85,0.56,0.39,1.17,0.88,0.44,1.36,1.08,0.49,0.96,--,--,
