报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),179,36,308,219,189,74,305,114,77,34,174,55,31,10,112,29,22,14,112,--,28,16,311,443,249,114,
销售费用(万元),1806,676,3185,2317,1637,801,2556,1720,1135,608,1666,966,583,297,958,711,395,231,540,--,268,128,568,401,295,263,
管理费用(万元),6281,2634,10231,5679,3513,1729,8313,5396,3336,1759,6155,3669,2237,1042,3404,2533,1628,800,1914,--,824,478,1475,1118,825,499,
财务费用(万元),-848,-393,1010,536,386,184,207,150,59,12,-203,-165,-94,-28,-120,-54,-55,-2,191,--,71,29,202,190,4,0,
资产减值损失(万元),961,--,3000,979,979,--,1064,194,194,--,553,355,355,--,177,254,254,--,370,--,243,--,-4,153,78,-0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-350,-224,-161,-353,-259,-113,220,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,-224,--,--,--,-113,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8100,1162,21020,7596,4864,290,13523,5058,3376,258,8990,2981,2021,274,6116,1650,1193,77,6317,--,1424,179,5742,4430,3360,1036,
营业外收入(万元),51,--,57,547,547,407,1073,558,313,192,1593,1196,758,25,515,490,479,167,234,--,144,66,488,366,94,10,
营业外支出(万元),12,11,33,5,5,--,8,3,1,1,12,1,1,1,--,--,--,--,2,--,2,2,2,--,--,--,
非流动资产处置损失(万元),--,--,--,--,5,--,0,--,--,--,6,0,0,0,--,--,--,--,2,--,2,2,2,--,--,--,
利润总额(万元),8138,1150,21044,8138,5406,697,14588,5613,3687,449,10572,4177,2778,299,6631,2140,1672,244,6549,--,1566,243,6229,4796,3453,1046,
所得税费用(万元),826,174,1832,929,545,105,1155,596,337,50,1463,800,523,97,570,213,202,27,599,--,222,54,928,680,442,137,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7313,976,19213,7209,4862,592,13433,5016,3350,399,9108,3376,2255,201,6062,1927,1470,217,5950,--,1344,189,5301,4116,3011,909,
归属于母公司所有者的净利润(万元),7249,988,19224,7156,4760,611,12543,4437,2975,297,8067,2778,1961,201,6062,1927,1470,217,5950,1912,1344,189,5301,4116,3011,909,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),64,-12,-11,53,102,-18,890,580,375,101,1042,598,294,--,--,--,--,0,--,--,--,0,--,--,--,--,
基本每股收益,0.18,0.05,1.07,0.41,0.27,0.03,0.71,0.25,0.17,0.02,0.46,0.16,0.11,0.02,0.95,0.22,0.31,0.05,1.42,--,0.32,0.05,1.26,0.98,0.8,0.91,
稀释每股收益,0.18,0.05,1.07,0.41,0.27,0.03,0.71,0.25,0.17,0.02,0.46,0.16,0.11,0.02,0.95,0.22,0.31,0.05,1.42,--,0.32,0.05,1.26,0.98,0.8,0.91,
