报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),80,34,2,--,--,--,--,--,--,--,--,128,128,74,68,172,112,85,7,21,13,7,39,21,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),12509,5268,1118,7244,3632,2142,-476,6160,394,3282,-1404,3454,1685,1086,-449,4107,2258,307,540,2400,2382,773,341,1270,335,379,
营业外收入(万元),846,611,1189,3277,1197,707,171,3089,1728,1606,484,2580,912,149,49,1470,723,74,11,409,198,196,10,197,405,20,
营业外支出(万元),32,31,0,3,3,0,--,1,1,0,0,22,12,1,--,6,6,4,--,1,0,--,--,0,0,0,
非流动资产处置损失(万元),32,31,--,--,--,--,--,--,--,--,--,--,--,--,--,6,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),13323,5847,2306,10518,4827,2849,-305,9248,2121,4887,-920,6012,2585,1234,-400,5571,2976,377,550,2808,2579,968,352,1467,740,399,
所得税费用(万元),2000,788,354,1516,556,321,--,1507,737,737,--,862,286,125,7,607,323,62,62,325,323,136,91,91,-4,-7,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11323,5060,1952,9002,4270,2528,-305,7741,1384,4151,-920,5150,2299,1109,-407,4964,2653,314,488,2483,2256,832,261,1375,743,407,
归属于母公司所有者的净利润(万元),11469,5245,2178,9868,5005,2954,-68,7675,1384,4003,-935,5022,2300,1112,-412,4974,2657,317,488,2483,2256,832,261,1375,743,407,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-146,-185,-226,-866,-734,-426,-237,66,--,147,15,128,-1,-3,5,-9,-5,-2,-0,-0,-0,--,--,--,--,--,
基本每股收益,1.4,0.66,0.27,1.6,0.83,0.49,-0.01,1.28,--,--,-0.16,0.84,--,0.19,--,0.83,--,--,--,--,--,--,--,--,--,--,
稀释每股收益,1.4,0.66,0.27,1.6,0.83,0.49,-0.01,1.28,--,--,-0.16,0.84,--,0.19,--,0.83,--,--,--,--,--,--,--,--,--,--,
