报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
研发费用(万元),2096,12794,9749,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,46,37,0,
营业税金及附加(万元),53,468,382,321,173,402,262,225,113,403,155,118,75,197,133,88,43,212,164,134,62,289,186,134,56,200,140,109,63,413,329,204,142,204,143,99,53,131,85,48,31,49,37,16,34,
销售费用(万元),1056,4871,2533,1690,672,6348,4271,2885,1274,7020,3661,2565,1528,7673,4686,2832,1422,5692,3911,2564,1239,4824,3467,2377,1326,3370,2462,1362,698,2701,2048,1289,616,2646,1790,1145,576,1937,1107,512,202,969,776,532,627,
管理费用(万元),1982,9922,6053,10382,4902,17397,10643,6606,3357,16243,10437,6795,3255,14453,8629,6136,4108,19221,13221,8468,4018,21119,15230,10173,5591,20403,15249,9555,4511,20750,15990,10141,4227,18025,11918,7173,3224,9391,6051,3252,1301,5851,4216,2832,2956,
财务费用(万元),471,1185,877,524,30,-654,-471,-397,-188,-847,-557,-468,-270,-2291,-5257,-3264,-1477,-6354,-4776,-3133,-1542,-6388,-4864,-3270,-1704,-7022,-5363,-3752,-1706,-5952,-4231,-2557,-1109,-3203,-1278,-431,-12,104,101,54,28,156,116,101,80,
资产减值损失(万元),-5,167764,492,631,-897,52047,17,-81,-213,1624,1328,1054,177,3271,1093,959,90,3176,1610,1687,7,1748,402,77,76,634,74,78,36,879,117,83,75,868,188,138,137,179,239,183,-34,-127,129,0,350,
公允价值变动收益(万元),--,17719,28766,63,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
投资收益(万元),-364,518,639,1024,683,4585,3555,2241,1011,9564,3612,2402,1176,7235,2489,636,321,547,303,56,-3,223,72,59,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),-377,-800,-559,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
营业利润(万元),-2039,-156030,27229,2660,2520,-48762,3918,3942,1681,7786,2669,3356,2181,3916,5008,1758,334,-4722,-2011,-842,-266,-4854,-2496,-1790,-1786,-2189,-949,761,500,5568,4637,4671,3906,14658,13147,10174,5463,8732,5799,2715,1489,1563,1610,1151,290,
营业外收入(万元),7,210,324,116,4,34,1005,331,389,4016,2559,1757,860,6309,6370,5603,793,6046,2799,1295,490,6306,3921,3070,2645,8634,6108,2732,1797,5863,2578,1714,703,4562,2497,1311,799,2974,1521,858,11,865,233,130,1081,
营业外支出(万元),9,50,38,35,1,-307,-204,-210,122,162,116,81,34,475,4172,4069,1,303,300,--,--,713,13,0,0,8,7,5,5,--,--,--,--,96,3,1,0,11,10,10,0,17,5,0,12,
非流动资产处置损失(万元),--,--,--,--,--,--,13,13,--,0,--,--,--,1,--,--,--,1,--,--,--,13,--,--,--,--,--,--,--,--,--,--,--,1,--,--,0,0,--,0,0,0,0,0,0,
利润总额(万元),-2040,-155871,27515,2740,2522,-48421,5126,4484,1948,11640,5112,5033,3007,9749,7206,3291,1127,1022,489,453,225,739,1412,1279,859,6437,5151,3488,2292,11430,7214,6385,4609,19124,15641,11484,6262,11694,7310,3563,1500,2412,1838,1281,1359,
所得税费用(万元),-5,-12135,4815,540,435,470,160,60,-211,1516,410,486,394,1151,713,350,109,8,-35,-68,11,271,380,264,246,939,800,396,80,659,404,493,396,1423,1162,922,479,0,--,0,0,0,0,0,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
净利润(万元),-2035,-143735,22699,2200,2087,-48891,4966,4423,2158,10124,4702,4547,2613,8598,6493,2942,1018,1014,524,521,213,468,1032,1015,612,5499,4351,3092,2211,10771,6810,5892,4213,17702,14479,10562,5783,11694,7310,3563,1500,2412,1838,1281,1359,
归属于母公司所有者的净利润(万元),-1531,-126575,21949,1240,1471,-48804,5054,4424,2158,10121,4702,4547,2613,8601,6493,2942,1018,1015,524,521,213,469,1033,1016,612,5499,4351,3092,2211,10771,6810,5892,4213,17702,14479,10562,5783,11694,7310,3563,1500,2412,1838,1281,1359,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
少数股东损益(万元),-505,-17160,750,960,617,-87,-87,-1,--,4,-0,-0,--,-2,-0,-0,--,-1,-0,-0,--,-1,-1,-1,--,-1,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,0,0,0,
基本每股收益,-0.03,-2.26,0.39,0.02,0.03,-0.88,0.09,0.08,0.04,0.18,0.08,0.08,0.05,0.32,0.24,0.11,0.04,0.04,0.02,0.02,0.01,0.02,0.04,0.04,0.02,0.2,0.16,0.11,0.08,0.4,0.25,0.22,0.39,1.77,1.5,1.16,0.71,1.44,0.91,0.44,0,0.36,0,0,0.21,
稀释每股收益,-0.03,-2.26,0.39,0.02,0.03,-0.88,0.09,0.08,0.04,0.18,0.08,0.08,0.05,0.31,0.24,0.11,0.04,0.04,0.02,0.02,0.01,0.02,0.04,0.04,0.02,0.2,0.16,--,0.08,0.4,0.25,0.22,0.39,1.77,1.5,1.16,0.71,1.44,0.91,0.44,0,0.36,0,0,0.21,
