报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
营业利润(万元),426356,287264,151184,470295,468027,324366,153803,456757,476013,311952,148329,484282,150499,96561,42963,171038,133850,86843,40161,302588,131372,85361,47947,162668,111921,52545,
营业外收入(万元),13028,2129,766,11957,5622,674,1339,10960,4046,1467,493,12216,5088,3088,3624,17038,9010,873,335,9597,2009,847,221,5104,1906,4822,
营业外支出(万元),2845,1246,1862,2100,1207,738,147,11207,7724,3771,1028,16914,11005,1958,809,3469,2796,538,28,908,565,426,139,3774,631,542,
非流动资产处置损失(万元),61,40,--,511,--,--,--,448,--,--,--,5880,--,--,--,--,12,10,2,25,--,--,--,--,36,21,
利润总额(万元),436539,288147,150088,480152,472442,324302,154996,456510,472335,309649,147794,479585,144582,97691,45779,184607,140064,87179,40469,311276,132816,85782,48029,163998,113195,56824,
所得税费用(万元),132295,72498,37772,112808,122180,83561,40719,122335,123208,83813,39057,128893,43987,29827,12674,54348,39690,26153,11661,84211,33916,22610,12162,42963,28646,14517,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),304243,215649,112316,367344,350262,240741,114277,334175,349127,225836,108737,350692,100596,67863,33104,130259,100373,61026,28808,227065,98900,63172,35868,121035,84549,42307,
归属于母公司所有者的净利润(万元),283975,204517,103102,339718,327948,227005,105252,322487,331084,213412,108737,324305,106671,71726,35042,135394,105465,64988,30609,192051,102017,66088,36177,119590,82524,39218,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-36,--,--,--,--,--,--,
少数股东损益(万元),20268,11132,9214,27626,22314,13736,9025,11688,18043,12425,--,26386,-6075,-3863,-1938,-5136,-5092,-3962,-1801,35014,-3117,-2915,-309,1444,2026,3088,
基本每股收益,0.78,0.56,--,0.94,--,0.63,--,0.96,--,--,--,1.08,--,--,--,0.45,--,--,--,0.64,--,--,--,0.4,--,--,
稀释每股收益,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.64,--,--,--,--,--,--,
