报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业税金及附加(万元),10494,46724,34305,22214,11284,39835,30689,17156,8938,32088,15978,10806,4315,14694,10612,5025,1687,1536,1359,858,280,7296,6317,3519,1930,13050,9470,5779,2608,19161,16635,9908,5346,8500,6219,3991,2092,10774,9129,6779,3064,29400,25764,16044,8677,28529,19145,8215,3714,12285,8900,5154,2532,
销售费用(万元),37331,160230,119531,79095,39727,163250,122422,81667,41518,152960,113968,77786,39469,155858,116033,77822,38505,170696,128176,88627,41324,142471,105631,70964,35164,133616,98800,65572,33170,123642,91923,58056,28172,125094,94040,63988,31743,111974,81065,51267,24870,129932,99053,64509,30170,125075,89515,54994,25507,45994,24022,14954,5505,
管理费用(万元),12562,57899,39257,127990,53892,247304,177474,115184,48611,252595,195377,119196,32250,213710,190746,125290,61318,298240,206762,127620,62146,304708,259913,185687,94584,330806,258885,156394,57100,355263,245579,149842,72122,298309,215870,128791,50781,276077,214252,139444,67482,285963,226641,161428,85608,231616,162013,101707,46496,135836,48421,19918,5172,
财务费用(万元),22063,109885,83232,56942,31081,127184,99214,68336,38340,161804,126412,89420,40451,161114,123768,62746,33965,111247,92488,62033,34874,87082,68364,43896,23636,114176,97736,64308,28943,106179,79660,48552,24810,114788,84259,54475,23936,96524,79196,56935,29447,172764,134118,89472,47082,115491,79564,50254,19801,38476,17767,8070,3097,
资产减值损失(万元),--,55771,20560,20560,-101,77977,25456,25456,--,149520,69519,60530,49228,158499,74254,50006,19156,73545,53694,36780,20969,80769,60967,41878,17692,81298,63016,44591,20604,38348,20908,8076,--,82674,63497,63497,--,59070,-23807,-23021,--,114696,465,451,--,4439,642,642,0,6902,--,5599,--,
公允价值变动收益(万元),1003,-1231,-598,-598,--,-7329,-9225,-10314,-7329,6632,2371,2371,-1647,696,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,0,0,0,--,--,--,
投资收益(万元),2673,11632,8840,6311,3027,6008,7738,9608,8314,10503,4288,3465,735,648,2929,2098,1015,2923,1752,1601,758,1813,1426,355,-228,-49,-170,-79,-42,-1306,-1197,-1202,-430,62,35,22,9,-2333,-1456,-1226,-790,-13334,-7018,-3954,-1856,-991,0,0,0,0,--,--,--,
对联营企业和合营企业的投资收益(万元),3240,12382,9284,6289,3027,9637,6665,4196,2159,4143,2203,1460,772,3588,2929,2098,1015,3711,2600,1601,758,1813,1426,355,-228,-59,-170,-79,-42,-2472,--,--,-430,52,--,--,9,-2333,--,--,--,0,0,--,--,0,0,--,0,0,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,0,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,0,--,--,--,
营业利润(万元),33371,532445,457360,327161,166080,454489,208284,68587,26748,98329,71784,21844,-58375,-380577,-90408,-5313,503,23446,43680,28655,10813,45392,31582,23292,18815,95626,59293,29120,12789,180540,133723,90864,48693,144797,111863,90747,51210,92892,2628,-69843,-71335,108436,287404,230514,82096,528917,449250,331421,156453,340480,205461,101271,20154,
营业外收入(万元),505,2738,1550,1213,818,1304,534,257,2764,7249,4349,3039,1270,14991,10929,9814,709,12452,4058,3077,1689,8680,5485,3211,1938,8712,5971,5699,3111,6658,2415,2321,532,4903,1550,1141,59,9005,4165,2165,1033,12287,3128,2010,185,6254,4729,4091,3667,369,282,157,13,
营业外支出(万元),35,1669,935,789,713,17008,1284,658,610,1833,222,175,77,5137,2157,1100,732,5275,4878,4281,831,3489,2624,1691,349,4151,3368,2026,498,5985,4008,2362,992,3971,2654,1807,1191,6417,3488,1562,649,9712,5857,3352,1259,5104,3915,3080,570,3336,2550,874,393,
非流动资产处置损失(万元),--,--,--,--,--,--,966,478,478,1581,25,0,--,4342,1475,544,511,4772,4452,3943,751,1022,598,339,--,1666,1666,918,0,2816,1624,632,--,2610,1659,1169,--,4561,2079,573,--,3124,2227,1052,--,0,1922,1958,19,0,1203,--,0,
利润总额(万元),33841,533514,457975,327585,166185,438785,207534,68185,28903,103746,75910,24708,-57182,-370724,-81635,3400,479,30624,42860,27451,11671,50583,34443,24811,20404,100186,61896,32793,15402,181213,132130,90822,48233,145729,110759,90080,50078,95481,3305,-69240,-70951,111011,284675,229172,81022,530067,450063,332431,159549,337513,203192,100554,19773,
所得税费用(万元),587,42542,56697,47531,22519,1925,1161,708,201,1569,816,494,322,11908,1161,795,358,2862,1408,1104,326,665,1040,665,338,322,907,554,861,2272,6859,5988,3521,8533,10987,7418,5272,5965,1187,626,839,-11049,23534,11144,-12698,92957,81350,51406,33832,84112,59537,28605,4975,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--,0,--,--,--,
净利润(万元),33254,490972,401278,280054,143666,436860,206373,67477,28702,102177,75095,24214,-57504,-382632,-82796,2605,121,27762,41452,26347,11345,49918,33403,24146,20066,99864,60988,32239,14541,178941,125271,84834,44712,137196,99772,82662,44806,89516,2118,-69866,-71790,122061,261141,218027,93720,437110,368713,281025,125718,253401,143655,71949,14799,
归属于母公司所有者的净利润(万元),34465,497727,406079,283579,146074,462189,215772,73998,32175,114566,84227,30155,-54389,-371140,-76654,6392,1790,44196,55196,38472,15984,62974,44541,33333,25487,110572,68253,36560,18486,180509,124627,83842,45086,137231,99107,81019,44327,90575,3518,-68090,-71444,123482,256550,214518,93332,424861,358227,274053,122510,244441,138447,68668,14254,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,230,230,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1199,0,--,--,760,0,--,--,702,--,--,--,
少数股东损益(万元),-1211,-6755,-4802,-3525,-2408,-25329,-9399,-6520,-3473,-12388,-9132,-5942,-3114,-11492,-6142,-3787,-1669,-16434,-13744,-12125,-4639,-13056,-11138,-9187,-5421,-10708,-7265,-4321,-3945,-1568,644,992,-374,-35,665,1642,479,-1060,-1400,-1776,-346,-1421,4591,3510,388,11489,9726,6972,3208,8258,5208,3281,545,
基本每股收益,0.06,0.87,0.71,0.5,0.26,0.81,0.38,0.13,0.06,0.2,0.15,0.05,-0.1,-0.65,-0.14,0.01,0,0.08,0.1,0.07,0.03,0.11,0.08,0.06,0.05,0.19,0.12,0.06,0.03,0.32,0.22,0.15,0.08,0.24,0.17,0.14,0.08,0.16,0.01,-0.12,-0.13,0.23,0.73,0.62,0.27,1.23,1.04,0.79,0.46,0.85,0.52,0.3,0.11,
稀释每股收益,0.06,0.87,0.71,0.5,0.26,0.81,0.38,0.13,0.06,0.2,0.15,0.05,-0.1,-0.65,-0.14,0.01,0,0.08,0.1,0.07,0.03,0.11,0.08,0.06,0.05,0.19,0.12,0.06,0.03,0.32,0.22,0.15,0.08,0.24,0.17,0.14,0.08,0.16,0.01,-0.12,-0.13,0.23,0.73,0.62,0.27,1.23,1.04,0.79,0.46,0.85,0.52,0.3,0.11,
