报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
研发费用(万元),3246,36674,29058,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),229,922,599,406,225,1476,995,798,204,533,325,215,112,397,270,153,67,214,156,123,23,79,52,44,14,199,157,118,47,249,97,40,12,68,62,21,1,7,5,4,6,26,19,
销售费用(万元),6074,33150,26667,15798,7346,23504,16091,10270,3351,7614,5860,3379,1958,1481,845,672,349,3917,2878,649,254,1310,893,659,390,1173,900,553,359,1118,705,481,260,745,521,330,131,461,283,236,569,567,398,
管理费用(万元),11581,34485,24393,34927,17537,64530,37665,23098,10154,34375,29520,19675,8805,22626,11158,7409,3791,13992,9522,1375,723,2725,2016,1316,579,2547,1671,1058,458,2050,1520,1024,466,2106,959,593,257,1239,754,511,1043,797,397,
财务费用(万元),7845,15628,10374,7516,3912,11720,7557,4656,3098,1449,1610,789,390,5122,1729,970,123,-158,-94,1171,542,3209,2471,1725,630,2207,1478,898,290,1965,982,585,122,899,574,404,164,735,498,347,1000,701,251,
资产减值损失(万元),431,637525,744,1109,849,9455,1374,1010,-371,2969,273,396,207,2540,52,245,56,126,-27,-155,-93,81,72,72,--,8,-44,-44,--,122,--,--,--,-0,-0,--,--,0,0,5,0,0,0,
公允价值变动收益(万元),--,46300,--,--,--,-466,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资收益(万元),746,7905,11605,8376,4133,43617,-862,4558,5092,3838,331,-220,-518,4228,98,189,20,4497,1064,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),-88,-3449,1354,827,-98,4240,1965,-863,--,-1282,-1008,460,-518,3739,--,-192,-58,-153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,-33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业利润(万元),164,-534479,44199,32662,25400,135793,77895,61156,28229,56187,35035,21243,11009,36693,24590,14386,7381,25553,15889,-558,71,-82,-48,435,101,1579,1180,697,341,2500,1940,1072,254,1337,1851,1046,476,3157,1989,1048,2551,3259,3007,
营业外收入(万元),1039,971,328,231,131,316,12718,311,205,820,281,201,17,51,0,0,--,0,0,13,13,1615,1615,1392,2,1331,1162,1149,22,1385,67,64,64,337,248,220,7,538,25,23,1082,0,0,
营业外支出(万元),0,151590,6,3,2,2870,426,406,402,123,0,0,--,650,0,0,0,0,0,7,7,14,13,4,3,14,13,4,3,10,2,--,--,3,--,--,--,11,10,8,10,8,0,
非流动资产处置损失(万元),--,--,--,--,--,--,10,4,400,38,--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
利润总额(万元),1203,-685099,44521,32889,25529,133239,90187,61060,28031,56884,35316,21444,11026,36094,24589,14386,7381,25553,15889,-553,77,1519,1554,1823,100,2896,2329,1842,360,3874,2005,1135,318,1671,2099,1266,483,3684,2004,1064,3623,3252,3007,
所得税费用(万元),1743,12697,3598,2342,690,9206,1015,-182,1097,2326,1598,1377,314,451,699,395,219,2149,1715,101,79,412,403,653,102,659,480,403,78,791,396,236,72,311,466,290,107,706,383,215,348,402,360,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
净利润(万元),-539,-697796,40924,30548,24840,124032,89173,61242,26934,54558,33718,20067,10713,35642,23891,13991,7162,23404,14174,-654,-2,1108,1151,1170,-2,2237,1849,1439,282,3084,1609,899,246,1360,1633,976,376,2979,1621,849,3275,2850,2647,
归属于母公司所有者的净利润(万元),-4455,-715059,25132,20852,17786,101968,75040,50520,23602,54673,33854,20197,10821,36210,24282,14273,7339,23174,14127,-654,-2,1108,1151,1170,-2,2146,1703,1284,230,2651,1368,802,232,1138,1482,893,339,2717,1501,783,3153,2869,2647,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,
少数股东损益(万元),3915,17263,15791,9695,7053,22065,14132,10722,3332,-116,-136,-130,-108,-568,-391,-282,-177,230,47,--,--,--,--,--,--,92,146,155,52,433,241,97,14,221,151,83,37,262,120,66,123,-19,0,
基本每股收益,-0.05,-7.67,0.27,0.22,0.19,1.17,0.85,0.58,0.81,1.87,1.16,0.69,0.37,1.59,1.07,0.64,0.33,1.52,1.25,-0.07,0,0.12,0.12,0.13,0,0.23,0.18,0.14,0.02,0.28,0.15,0.09,0.02,0.13,0.17,0.1,0.04,0.39,0.21,0.11,0.45,0.41,0.38,
稀释每股收益,-0.05,-7.67,0.27,0.22,0.19,1.17,0.85,0.58,0.81,1.87,1.16,0.69,0.37,1.59,1.07,0.64,0.33,1.52,1.25,-0.07,0,0.12,0.12,0.13,0,0.23,0.18,0.14,0.02,0.28,0.15,0.09,0.02,0.13,0.17,0.1,0.04,0.39,0.21,0.11,0.45,0.41,0.38,
