报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
营业税金及附加(万元),177,745,542,424,272,428,111,73,36,3,1,1,0,86,79,53,--,82,--,53,28,75,153,48,
销售费用(万元),1697,8474,5933,3827,1533,8453,5485,3723,1617,4849,3722,2422,941,4438,3044,2311,1010,4194,--,4141,3449,3428,3396,2344,
管理费用(万元),2895,16838,11943,6878,2209,13229,8925,5204,2293,9746,7372,4628,2267,6363,5329,3338,1510,6131,--,5788,5035,4504,4681,3519,
财务费用(万元),1223,3396,2473,1363,281,617,716,368,376,549,482,495,207,1431,1026,624,304,1926,--,1068,1199,906,1146,1357,
资产减值损失(万元),265,-101,-46,-30,857,531,903,614,665,212,467,368,156,231,508,368,119,-57,--,130,-48,47,181,549,
公允价值变动收益(万元),--,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资收益(万元),2326,4449,5267,2276,1195,2911,1855,1003,343,1711,598,409,115,648,525,329,125,604,--,1032,1359,1097,1499,1438,
对联营企业和合营企业的投资收益(万元),1313,--,1911,1606,1195,2911,1855,1003,343,1711,598,--,--,648,525,329,--,354,--,776,1177,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
营业利润(万元),6792,16344,13545,9471,5535,13792,7073,5588,2314,7171,3731,3194,1613,5092,3926,3378,1539,5349,3789,6762,6197,7913,7128,6120,
营业外收入(万元),5,62,49,10,237,508,1282,1198,1090,647,518,367,19,630,400,165,59,859,--,460,1455,2777,450,241,
营业外支出(万元),20,361,241,157,138,1437,460,20,16,153,151,98,2,80,58,46,39,153,--,72,125,73,174,230,
非流动资产处置损失(万元),--,--,8,8,--,1329,310,--,4,--,--,--,--,--,--,--,--,11,--,7,55,6,126,8,
利润总额(万元),6777,16045,13353,9325,5635,12863,7895,6765,3388,7665,4099,3463,1631,5641,4268,3497,1559,6055,--,7150,7527,10617,7404,6131,
所得税费用(万元),846,1868,2110,1316,533,1541,909,844,474,911,495,441,217,777,612,519,215,796,--,813,1032,1365,1347,1469,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
净利润(万元),5931,14176,11243,8008,5101,11322,6986,5922,2914,6754,3604,3022,1413,4865,3655,2978,1344,5260,3747,6337,6495,9252,6057,4662,
归属于母公司所有者的净利润(万元),5870,13732,11136,7897,5072,11299,6947,5894,2911,6744,3597,3019,1412,4837,3609,2941,1319,5244,3747,6308,6470,9179,6007,4575,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
少数股东损益(万元),61,444,106,111,30,22,39,27,3,10,6,3,1,28,46,37,25,16,--,29,25,73,51,86,
基本每股收益,0.36,0.83,0.68,0.49,0.31,0.83,0.53,0.45,0.22,0.53,0.28,0.29,0.15,0.64,0.48,0.39,0.18,0.7,--,0.84,0.86,1.22,1.09,0.83,
稀释每股收益,0.36,0.83,0.68,0.49,0.31,0.83,0.53,0.45,0.22,0.53,0.28,0.29,0.15,0.64,0.48,0.39,0.18,0.7,--,0.84,0.86,1.22,1.09,0.83,
