报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),497,1591,1172,830,336,971,142,76,40,558,458,305,128,291,175,147,275,226,283,163,195,198,147,
销售费用(万元),1427,6843,3575,2965,970,4807,3364,2824,675,4513,2855,2418,672,3704,2156,1418,2892,2141,2130,949,1550,1213,1773,
管理费用(万元),7214,30601,17114,12664,4556,23876,14820,9907,4362,17329,9751,4676,1850,7086,6562,3192,5641,4954,5212,2618,6363,8478,2298,
财务费用(万元),2591,29,524,156,57,-3713,-3135,-2962,-171,-1985,-1493,-517,-310,-513,-309,-333,294,-537,276,273,1350,481,1564,
资产减值损失(万元),527,1380,462,908,247,1309,2072,1788,1041,4997,2310,1928,187,1395,284,307,2802,412,-441,-80,778,993,284,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,-4,9,9,13,-88,-125,-125,92,--,--,--,--,--,--,
投资收益(万元),319,2,2,2,2,284,172,128,--,204,16,16,-5,-40,-19,-19,82,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13422,38317,33856,18968,8520,20327,16082,10854,5970,15134,15558,10301,6093,16663,13696,9430,14884,18042,20460,12028,13328,4975,10432,
营业外收入(万元),1,152,134,5,82,2091,1961,1625,610,574,473,304,171,903,646,450,3801,670,372,294,247,435,130,
营业外支出(万元),15,65,12,2,2,1243,401,321,2,17,8,4,3,8,4,2,8,17,16,18,86,90,306,
非流动资产处置损失(万元),--,--,0,0,--,1156,317,317,--,1,--,--,--,4,--,--,2,--,0,--,1,57,80,
利润总额(万元),13408,38404,33978,18970,8600,21175,17641,12159,6578,15691,16023,10601,6261,17558,14338,9877,18677,18695,20815,12304,13490,5320,10257,
所得税费用(万元),2164,4681,5384,3085,1418,3062,3106,2125,1077,2665,2673,1880,1266,2256,1508,1359,3047,2754,3441,2042,2489,1729,1672,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11244,33723,28594,15886,7182,18113,14535,10034,5500,13026,13350,8721,4995,15302,12830,8518,15630,15941,17374,10262,11000,3591,8585,
归属于母公司所有者的净利润(万元),11244,33723,28594,15886,7182,18113,14535,10034,5500,13026,13350,8721,4995,15302,12830,8518,15630,15941,17374,10262,11000,3552,8529,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,56,
基本每股收益,0.24,0.9,0.76,0.42,0.19,0.48,0.39,0.27,0.29,0.77,0.82,0.59,0.35,1.08,0.91,0.6,1.11,1.13,1.23,0.73,0.92,0.3,0.71,
稀释每股收益,0.24,0.9,0.76,0.42,0.19,0.48,0.39,0.27,0.29,0.77,0.82,0.59,0.35,1.08,0.91,0.6,1.11,1.13,1.23,0.73,0.92,0.3,0.71,
