报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
营业税金及附加(万元),2528,1923,1277,565,2402,1822,1149,589,1727,781,528,276,1248,839,498,249,1116,839,494,201,515,319,150,63,819,711,465,287,979,179,118,46,114,76,49,23,109,68,41,15,102,70,62,41,26,
销售费用(万元),21005,15258,10235,5214,20372,14532,10125,5061,18272,13518,8722,4341,14807,10235,5854,2710,11086,8428,5518,2675,9225,6490,4162,2144,7927,5814,3777,1933,7237,5254,3358,1850,5412,4203,2818,1162,3457,2653,1625,999,3516,3596,2361,1490,1050,
管理费用(万元),32370,23788,23985,11537,47604,35937,24008,11854,45118,35291,23110,10019,36442,26644,16299,7610,25949,19266,12447,6061,19794,14420,8909,4537,16051,11927,7735,3625,14312,10453,6642,2652,8548,5381,3357,1388,3985,3178,1749,892,3159,2473,1884,1505,888,
财务费用(万元),3551,672,1946,2823,5611,3376,1544,586,4606,3188,2334,703,2798,1831,744,718,2900,2188,1192,452,1390,837,339,79,-163,-234,-147,-172,-315,-259,-156,-91,1002,1045,1068,356,1128,805,482,218,1116,451,127,189,157,
资产减值损失(万元),4097,3201,2668,541,3107,451,575,3,1992,1046,961,62,1089,813,801,-3,750,556,591,186,645,631,473,246,434,462,348,133,320,281,221,61,546,525,378,221,463,153,261,0,432,61,147,0,0,
公允价值变动收益(万元),--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,--,0,--,0,0,0,0,0,--,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
投资收益(万元),1355,260,193,64,236,127,141,58,3520,3344,-61,-47,4784,4771,240,230,1183,871,559,303,796,415,416,--,349,0,0,--,--,--,--,--,--,--,--,0,0,0,0,11,-55,53,-50,-157,0,
对联营企业和合营企业的投资收益(万元),1352,260,193,64,197,127,141,58,111,3344,-61,-47,169,197,240,0,1183,--,--,0,796,0,0,--,349,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,-55,-136,-50,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,0,0,0,0,--,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
营业利润(万元),27571,23011,13339,3374,21933,17909,12572,5579,21927,16387,8311,2563,13862,11577,5339,1563,12543,9943,7743,2617,11935,8691,5790,2030,16859,13166,8312,3315,14658,12178,8515,3534,15055,10693,5933,2249,9629,7120,4557,1853,7728,6607,5212,3463,2087,
营业外收入(万元),256,270,181,204,574,3634,1684,61,2557,1523,833,89,1446,700,448,300,1430,1322,105,1,866,597,268,177,410,346,305,11,380,148,5,0,539,429,3,2,314,381,126,0,174,207,41,0,0,
营业外支出(万元),223,93,47,48,823,337,73,34,228,92,75,34,160,153,115,6,98,33,42,16,135,97,95,6,61,55,43,4,40,28,18,2,182,98,2,2,121,119,3,2,170,46,20,2,10,
非流动资产处置损失(万元),--,--,--,46,--,254,51,27,173,57,40,10,146,140,105,0,11,11,26,6,17,6,6,6,36,34,34,--,21,9,1,--,8,--,9,9,9,0,0,0,3,8,15,0,0,
利润总额(万元),27604,23187,13473,3530,21684,21206,14183,5606,24256,17819,9070,2617,15149,12124,5672,1857,13875,11232,7806,2602,12666,9191,5964,2201,17208,13457,8574,3322,14998,12298,8502,3533,15413,11024,5935,2250,9822,7382,4680,1851,7731,6769,5233,3305,2077,
所得税费用(万元),3499,3303,2376,733,2517,2885,1785,1019,1898,1742,831,82,-422,-231,99,214,1303,926,669,38,1218,634,666,364,2324,1936,1171,534,1941,2058,1463,669,3284,2300,1235,483,2051,1304,983,313,1346,538,403,290,166,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,-1,0,
净利润(万元),24104,19885,11096,2797,19167,18321,12398,4587,22358,16078,8239,2535,15571,12355,5573,1643,12572,10306,7137,2564,11449,8557,5298,1837,14884,11521,7403,2788,13057,10240,7039,2864,12128,8724,4699,1767,7771,6078,3697,1538,6385,6231,4830,3016,1911,
归属于母公司所有者的净利润(万元),21472,17631,9607,2059,16475,15879,10546,3690,19261,13971,6972,1946,14021,11454,5009,1545,12572,10306,7137,2564,11449,8557,5298,1837,14884,11521,7403,2788,13057,10240,7039,2864,12128,8724,4699,1767,7771,6078,3697,1538,6385,6231,4830,3013,1910,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,
少数股东损益(万元),2632,2253,1489,738,2692,2442,1853,898,3097,2107,1267,589,1550,901,564,98,0,--,0,0,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,3,1,
基本每股收益,0.14,0.12,0.06,0.01,0.11,0.11,0.07,0.02,0.13,0.28,0.14,0.04,0.29,0.23,0.1,0.08,0.56,0.46,0.32,0.11,0.51,0.38,0.24,0.08,0.67,0.52,0.33,0.12,0.58,0.46,0.32,0.26,1.24,0.94,0.56,0.21,0.93,0.73,0.44,0.18,0.82,0.82,0.64,0,0,
稀释每股收益,0.14,0.12,0.06,0.01,0.11,0.11,0.07,0.02,0.13,0.28,0.14,0.04,0.29,0.23,0.1,0.08,0.56,0.46,0.32,0.11,0.51,0.38,0.24,0.08,0.67,0.52,0.33,0.12,0.58,0.46,0.32,0.26,1.24,0.94,0.56,0.21,0.93,0.73,0.44,0.18,0.82,0.82,0.64,0,0,
