报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,
资产减值损失(万元),--,--,--,-4500,45128,714,431,-150,33524,2403,1917,-890,-1044,-6499,-1623,813,30060,2159,21120,-47,37200,33145,-2977,21,833,-903,-707,-1651,14861,782,711,869,1590,810,194,6,-33232,4731,-1673,37126,635,581,-4178,-636,
公允价值变动收益(万元),-23035,76923,55741,92292,-15570,603,3896,-2863,-40955,-17349,-25886,-972,14330,25098,58804,20907,46401,26265,-11264,-15959,-14705,2655,-12991,2470,28541,13754,22084,14281,-25930,-26504,-2970,1964,623,3761,-4548,-5501,2998,5384,14948,-131583,-138403,-142719,119060,12406,
投资收益(万元),101387,98840,74825,9733,273363,173737,83104,25899,144121,101868,65854,16685,390105,263938,199403,47697,70904,-4148,13659,8511,-11361,-6951,62031,40419,44149,49643,38286,7275,60935,41066,35557,13521,39525,3485,-10585,-12772,49335,27712,20096,111307,124493,127976,341850,97296,
对联营企业和合营企业的投资收益(万元),-2238,5485,3511,352,8329,7642,4948,1275,5940,3837,2026,424,7357,7598,5213,1739,6093,3049,2054,--,5829,3050,--,--,5950,6758,6668,5950,7025,7270,7070,--,7200,7400,7200,--,9525,--,9525,5700,0,8380,6250,450,
汇兑收益(万元),-1906,-1959,-14,573,-11013,-11836,-12459,-5551,31483,4762,-1229,848,-3911,-2103,256,52,-239,40,-332,-102,140,17,32,42,222,-113,-254,-189,-360,-1973,-319,-58,222,269,-130,-11,-21,-16,-8,-1164,-1217,-1124,-966,-465,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,
托管收益(万元),93774,50463,34119,14363,110192,39817,19910,5361,86769,37729,27770,8527,91030,39040,28287,5841,38960,16136,10429,13031,22418,40936,26437,12663,45481,33615,22499,11246,64857,53106,28214,14188,66087,47298,32335,16815,60076,41768,24702,61116,54598,3126,42549,5033,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,
营业利润(万元),172343,166378,137120,102657,407040,301929,163242,54852,381113,291276,173883,80569,974477,768944,621475,194969,283467,113219,43729,32441,80029,62067,109027,71653,126531,115986,96952,44102,198780,172737,144867,76478,285352,175148,97907,39914,391702,254291,167899,166644,166013,107198,717753,131138,
营业外收入(万元),386,333,248,732,3169,733,673,20739,22641,21772,21710,731,10384,8920,8878,437,2803,1471,1294,304,13671,7692,1954,1007,10027,9820,9397,216,10930,8950,3956,166,14296,13848,13820,7154,2471,2010,1912,8364,890,379,377,455,
营业外支出(万元),142185,75,29,8,2444,413,178,84,4608,4305,4290,43,232,144,115,31,1326,352,267,41,45065,653,389,105,517,110,80,1,359,237,95,5,1003,703,643,90,1957,1325,1026,2068,1918,1059,21939,-176,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,
利润总额(万元),30544,166636,137340,103381,407766,302249,163737,75507,399146,308743,191302,81257,984629,777720,630238,195374,284943,114337,44756,32704,48635,69105,110592,72555,136041,125696,106269,44316,209350,181451,148728,76639,298645,188294,111084,46978,392216,254976,168785,172940,164986,106518,696191,131769,
所得税费用(万元),6159,38546,33271,26379,95066,67430,35069,14075,91477,67636,38146,20779,209943,169121,134619,41839,71281,19879,3925,8089,20279,14211,26723,17724,32698,28125,22307,9456,49808,39382,32599,18996,72156,44023,24978,11173,101859,63490,43399,27448,28924,13542,223302,40259,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,--,--,
净利润(万元),24385,128089,104069,77002,312700,234819,128667,61432,307669,241108,153157,60479,774686,608600,495619,153535,213662,94459,40831,24615,28356,54894,83869,54831,103342,97571,83963,34861,159543,142069,116129,57643,226489,144270,86107,35806,290357,191486,125387,145493,136061,92976,472889,91510,
归属于母公司所有者的净利润(万元),10332,117678,96879,73146,301647,226967,123749,58721,301302,238634,151471,59672,764652,599969,487803,151275,206831,89858,38108,22993,20578,50991,81095,53698,100297,95885,82940,34058,154447,137494,113026,56325,220006,139070,82925,34295,282666,185635,121901,136754,128391,92976,468636,91826,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),14052,10412,7190,3856,11053,7851,4919,2711,6367,2474,1686,807,10034,8630,7816,2260,6832,4601,2722,1622,7779,3903,2774,1134,3046,1686,1023,803,5095,4575,3103,1318,6483,5201,3182,1511,7691,5852,3485,8738,7671,0,4253,-316,
基本每股收益,0.02,0.26,0.21,0.16,0.65,0.49,0.27,0.13,0.74,0.61,0.39,0.15,2.14,1.73,1.43,0.44,0.61,0.26,0.11,0.07,0.06,0.15,0.24,0.16,0.29,0.28,0.24,0.1,0.45,0.4,0.33,0.16,0.64,0.41,0.24,0.1,0.92,0.63,0.42,0.47,0.44,0,1.68,0.38,
稀释每股收益,0.02,0.26,0.21,0.16,0.65,0.49,0.27,0.13,0.74,0.61,0.39,0.15,2.14,1.73,1.43,0.44,0.61,0.26,0.11,0.07,0.06,0.15,0.24,0.16,0.29,0.28,0.24,0.1,0.45,0.4,0.33,0.16,0.64,0.41,0.24,0.1,0.92,0.63,0.42,0.47,0.44,0,1.68,0.38,
