报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),844,631,414,189,981,739,456,231,893,481,306,170,875,624,385,107,575,446,306,91,603,457,455,408,36,15,
销售费用(万元),5615,3996,2639,962,4724,3487,2244,987,4448,3206,2234,941,4081,2716,1774,864,3137,2334,1505,827,3116,2319,2522,1949,1816,849,
管理费用(万元),5582,4178,5029,2198,9304,6343,4085,1958,8358,5990,3971,1710,6503,4643,3011,1536,4459,3765,2330,1061,3906,2988,3388,2854,2096,1037,
财务费用(万元),-3081,-2905,-572,1012,-1588,-1854,-224,-520,-2108,-2257,-1389,-579,-2570,-2295,-742,-162,-386,-181,-95,-48,485,381,61,341,483,134,
资产减值损失(万元),-502,44,44,--,700,-3,-3,--,1173,9,9,--,76,23,23,--,94,32,32,17,99,87,77,-11,129,52,
公允价值变动收益(万元),121,--,--,--,--,--,--,--,1363,1289,1224,1573,-1363,--,--,--,--,--,--,--,--,--,-158,158,--,-4,
投资收益(万元),639,546,288,135,513,232,144,29,1586,1256,1009,-155,219,163,8,--,--,--,--,--,--,--,55,309,-328,-42,
对联营企业和合营企业的投资收益(万元),225,140,52,1,108,52,39,-3,5,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,461,--,--,--,1764,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),18020,13779,7182,2771,18537,15440,11242,4940,21958,18314,12469,6114,16795,13479,7727,3640,15265,11087,7013,3154,13713,9654,10606,9307,5996,950,
营业外收入(万元),5,750,--,--,0,253,85,36,439,232,156,5,216,130,127,104,109,94,14,8,141,45,180,153,64,67,
营业外支出(万元),43,27,7,3,12,4,4,0,154,48,48,1,17,15,15,3,59,36,34,3,31,28,50,83,8,67,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,45,--,48,--,--,--,--,--,3,--,3,3,--,--,--,--,--,--,
利润总额(万元),17982,14502,7175,2768,18526,15689,11323,4976,22243,18498,12576,6118,16994,13595,7839,3740,15314,11146,6993,3159,13824,9671,10737,9376,6052,949,
所得税费用(万元),2414,2326,1215,468,2622,2417,1716,788,3398,3193,2165,1131,2482,2301,1338,566,2209,1743,1095,489,1970,1458,1523,1353,1513,134,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),15568,12176,5960,2301,15904,13272,9608,4188,18845,15305,10411,4986,14512,11294,6501,3175,13105,9403,5898,2670,11854,8213,9214,8024,4539,816,
归属于母公司所有者的净利润(万元),16276,12646,6333,2431,16074,13406,9641,4233,19157,15608,10604,5090,14781,11464,6613,3227,13121,9453,5915,2670,11854,8213,9214,8024,4539,816,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-247,--,--,--,--,--,--,-45,-212,-117,
少数股东损益(万元),-708,-470,-373,-130,-170,-134,-33,-45,-311,-303,-193,-104,-269,-170,-112,-52,-16,-50,-18,--,--,--,--,--,--,--,
基本每股收益,0.27,0.21,0.11,0.07,0.48,0.4,0.48,0.32,1.43,1.16,0.79,0.38,1.1,0.86,0.49,0.24,1.24,0.95,0.59,0.27,1.19,0.82,0.92,0.8,0.55,0.1,
稀释每股收益,0.27,0.21,0.11,0.07,0.48,0.4,0.48,0.32,1.43,1.16,0.79,0.38,1.1,0.86,0.49,0.24,1.24,0.95,0.59,0.27,1.19,0.82,0.92,0.8,0.55,0.1,
