报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),165,69,341,182,135,52,401,186,134,88,579,453,277,92,350,263,166,78,352,252,151,65,262,174,112,253,165,89,
销售费用(万元),1716,822,3342,2368,1548,980,3522,2529,1643,830,3628,2576,1640,922,2811,1825,1168,519,2502,2046,1132,594,1887,1333,850,1464,815,319,
管理费用(万元),837,287,1411,851,596,287,1551,1020,661,263,2059,1393,981,517,1600,924,592,140,1412,954,655,329,1992,796,468,1094,845,325,
财务费用(万元),-707,-369,-1447,-827,-758,-339,-844,-630,-424,-190,-922,-708,-482,-216,-1196,-917,-623,-80,-472,-421,-385,-6,497,462,328,652,480,-6,
资产减值损失(万元),81,--,1052,82,82,--,-49,225,225,--,126,187,187,--,35,70,70,--,2,-3,-2,--,70,48,48,-19,46,-42,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3781,2542,9046,6163,4429,2668,9662,6617,4813,3026,13135,10319,6659,3213,12476,9079,5780,2790,9553,6647,4698,2510,7634,5199,3422,5349,3636,1834,
营业外收入(万元),23,9,212,86,70,22,216,26,37,3,130,45,31,16,77,139,125,39,286,215,211,160,125,88,69,393,44,17,
营业外支出(万元),23,11,186,49,22,2,399,79,65,6,182,50,13,5,191,10,9,9,125,117,109,121,16,4,29,24,0,0,
非流动资产处置损失(万元),--,--,--,--,--,--,11,--,--,--,3,--,--,--,173,--,--,--,--,--,--,--,0,--,--,--,--,--,
利润总额(万元),3782,2540,9072,6201,4477,2688,9479,6564,4785,3024,13082,10314,6677,3224,12362,9208,5895,2819,9713,6744,4800,2549,7743,5283,3462,5718,3680,1851,
所得税费用(万元),630,388,1595,1162,875,421,1613,1155,900,507,2159,1773,1216,504,1868,1381,895,423,1487,1016,725,382,1264,854,581,860,641,42,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3152,2152,7478,5039,3602,2267,7866,5409,3885,2517,10923,8541,5461,2721,10493,7826,5000,2396,8226,5728,4075,2166,6479,4429,2881,4858,3039,1809,
归属于母公司所有者的净利润(万元),3180,2146,7577,5110,3656,2297,8006,5515,3949,2539,11084,8678,5574,2853,10493,7826,5000,2396,8226,5728,4075,2166,6479,4429,2881,4858,3039,1809,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,391,
少数股东损益(万元),-28,5,-100,-71,-54,-30,-139,-107,-64,-22,-161,-137,-113,-133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.08,0.05,0.18,0.12,0.09,0.05,0.19,0.13,0.09,0.06,0.26,0.21,0.13,0.12,0.45,0.33,0.21,0.2,0.7,0.49,0.56,0.3,1.09,0.81,0.52,0.88,0.55,--,
稀释每股收益,0.08,0.05,0.18,0.12,0.09,0.05,0.19,0.13,0.09,0.06,0.26,0.21,0.13,0.12,0.45,0.33,0.21,0.2,0.7,0.49,0.56,0.3,1.09,0.81,0.52,0.88,0.55,--,
