报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,8,--,53,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),519,2369,1727,1156,547,1936,962,674,327,927,535,188,76,484,348,251,--,643,615,601,132,264,196,170,
销售费用(万元),634,3482,2223,1388,579,3067,2062,1376,559,2959,1846,1168,471,2450,1796,1121,400,2381,2063,1709,756,1488,1228,1149,
管理费用(万元),1514,8337,5292,3554,1457,7514,5469,3627,1674,8006,5382,3584,1580,7880,4834,3239,1400,6775,7709,6371,2014,4551,3579,3244,
财务费用(万元),2408,6635,5601,4073,3314,16141,15225,11271,4255,18416,14197,7277,3737,11584,9780,7530,4200,8407,8870,6556,2868,7510,4763,9305,
资产减值损失(万元),--,-84,-66,-66,--,329,502,440,164,163,132,-128,-52,80,24,8,--,159,-36,-56,-73,31,221,-68,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,119,119,114,151,99,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,22,114,151,99,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8324,41446,32828,19004,6877,26229,18418,9242,5842,24738,21019,15393,5044,24378,19198,8780,--,22922,20605,17220,7841,16494,12081,2242,
营业外收入(万元),46,257,491,337,916,8544,5731,3983,2101,3456,1706,1507,1377,4412,4192,4044,--,1157,713,616,166,591,592,218,
营业外支出(万元),2,53,34,7,3,329,30,19,18,215,88,18,17,977,114,15,--,252,129,122,14,709,39,39,
非流动资产处置损失(万元),--,--,25,2,0,318,9,--,--,187,69,--,--,921,89,--,--,232,96,50,--,669,1,19,
利润总额(万元),8368,41650,33285,19333,7790,34444,24119,13205,7925,27980,22637,16883,6403,27813,23277,12809,4600,23827,21190,17714,7993,16376,12635,2421,
所得税费用(万元),1283,6745,5237,3134,1170,5448,3712,2086,1217,4290,3449,2600,941,4265,3464,1917,--,3643,3291,2766,812,1108,724,418,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7085,34905,28048,16199,6620,28997,20407,11120,6709,23690,19188,14283,5462,23548,19813,10892,3900,20184,17899,14948,7180,15267,11911,2003,
归属于母公司所有者的净利润(万元),7085,34905,28048,16199,6620,28997,20407,11120,6709,23690,19188,14283,5462,23504,19769,10870,3900,20126,17840,14880,7155,15267,11911,2003,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-84,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,44,44,22,--,58,58,68,25,--,--,--,
基本每股收益,0.1,0.47,0.38,0.22,0.09,0.39,0.28,0.15,0.09,0.36,0.3,0.24,0.09,0.4,--,--,--,0.34,0.3,0.25,0.12,0.27,0.23,0.05,
稀释每股收益,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
